Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
2,4:47,1,10,CHI 36,0,14,Khalil Herbert left guard for 8 yards (tackle by Henry Mondeaux),1.330,1.870
2,4:12,2,2,CHI 44,0,14,David Montgomery up the middle for 1 yard (tackle by Henry Mondeaux and T.J. Watt),1.870,1.290
2,3:35,3,1,CHI 45,0,14,David Montgomery up the middle for no gain (tackle by Joe Schobert and Alex Highsmith),1.290,-0.390
2,2:58,4,1,CHI 45,0,14,"Penalty on Cameron Heyward: Encroachment, 6 yards (accepted) (no play)",-0.390,2.320
2,2:40,1,10,PIT 49,0,14,Justin Fields scrambles left end for 6 yards (tackle by Cameron Sutton),2.320,2.590
2,2:12,2,4,PIT 43,0,14,David Montgomery right end for 2 yards (tackle by Taco Charlton and Joe Schobert),2.590,2.150
2,2:00,3,2,PIT 41,0,14,David Montgomery right guard for 2 yards (tackle by Taco Charlton),2.150,2.980
2,1:29,1,10,PIT 39,0,14,Justin Fields pass complete short middle to Cole Kmet for 8 yards (tackle by Joe Schobert),2.980,3.520
2,1:10,2,2,PIT 31,0,14,Justin Fields pass complete deep middle to Cole Kmet for 21 yards (tackle by Minkah Fitzpatrick),3.520,4.910
2,0:57,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:57,1,10,PIT 10,0,14,David Montgomery up the middle for 3 yards (tackle by T.J. Watt and Joe Schobert),4.910,4.760
2,0:28,,,,,,Timeout #3 by Chicago Bears,,
2,0:28,2,7,PIT 7,0,14,Justin Fields pass incomplete short right intended for Jimmy Graham (defended by Joe Haden),4.760,3.810
2,0:23,3,7,PIT 7,0,14,"Penalty on Larry Borom: False Start, 5 yards (accepted) (no play)",3.810,3.100
2,0:23,3,12,PIT 12,0,14,Justin Fields pass incomplete short left intended for Jimmy Graham,3.100,2.630
2,0:19,4,12,PIT 12,3,14,Cairo Santos 30 yard field goal good,2.630,3.000
2,0:15,,,CHI 35,3,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,PIT 25,3,14,Ben Roethlisberger kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,14,"Cairo Santos kicks off 56 yards, returned by Ray-Ray McCloud for 21 yards (tackle by Duke Shelley)",0.000,0.940
3,14:54,1,10,PIT 30,3,14,"Ben Roethlisberger pass complete short right to Diontae Johnson for no gain (tackle by Kindle Vildor). Penalty on Mario Edwards: Roughing the Passer, 15 yards (accepted) (no play)",0.940,1.930
3,14:27,1,10,PIT 45,3,14,Najee Harris right guard for 4 yards (tackle by Eddie Goldman),1.930,1.920
3,13:43,2,6,PIT 49,3,14,Ben Roethlisberger pass complete short right to Najee Harris for 3 yards (tackle by Danny Trevathan and Trevis Gipson),1.920,1.620
3,12:56,3,3,CHI 48,3,14,Ben Roethlisberger pass incomplete short left intended for James Washington (defended by Duke Shelley),1.620,0.070
3,12:50,4,3,CHI 48,3,14,Pressley Harvin punts 41 yards downed by Robert Spillane,0.070,0.380
3,12:42,1,10,CHI 7,3,14,David Montgomery right tackle for 2 yards (tackle by Devin Bush and Isaiah Buggs),-0.380,-0.630
3,12:08,2,8,CHI 9,3,14,Justin Fields pass incomplete short right intended for Darnell Mooney,-0.630,-1.190
3,12:03,3,8,CHI 9,3,14,Justin Fields pass complete short left to Allen Robinson for 17 yards (tackle by James Pierre),-1.190,0.670
3,11:26,1,10,CHI 26,3,14,David Montgomery left guard for 10 yards (tackle by Joe Schobert),0.670,1.330
3,10:51,1,10,CHI 36,3,14,"Justin Fields pass complete deep right to Marquise Goodwin for 50 yards (tackle by Minkah Fitzpatrick) PIT challenged the pass completion ruling, and the play was upheld.",1.330,4.650
3,10:26,1,10,PIT 14,3,14,Justin Fields pass complete short right to Cole Kmet for 10 yards (tackle by Joe Haden),4.650,6.280
3,10:00,1,4,PIT 4,3,14,David Montgomery right guard for 3 yards (tackle by Cameron Heyward and Isaiah Buggs),6.280,5.910
3,9:19,2,1,PIT 1,3,14,"Justin Fields pass complete short right to Jimmy Graham for no gain, touchdown. Penalty on James Daniels: Offensive Low Block, 15 yards (accepted) (no play)",5.910,3.340
3,9:14,2,16,PIT 16,3,14,Justin Fields scrambles left tackle for 1 yard (tackle by Cameron Sutton),3.340,2.930
3,8:33,3,15,PIT 15,3,14,Justin Fields pass complete short right to David Montgomery for 11 yards (tackle by Cameron Heyward),2.930,3.030
3,7:47,4,4,PIT 4,6,14,Cairo Santos 22 yard field goal good,3.030,3.000
3,7:43,,,CHI 35,6,14,"Cairo Santos kicks off 59 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Marqui Christian and Christian Jones)",0.000,0.610
3,7:38,1,10,PIT 25,6,14,Ben Roethlisberger pass complete deep middle to James Washington for 42 yards (tackle by Duke Shelley),0.610,3.380
3,7:04,1,10,CHI 33,6,14,Najee Harris up the middle for -2 yards (tackle by Roquan Smith and DeAndre Houston-Carson),3.380,2.570
3,6:20,2,12,CHI 35,6,14,Diontae Johnson right end for 11 yards (tackle by Sam Kamara),2.570,3.340
3,5:34,3,1,CHI 24,6,14,Najee Harris right guard for no gain (tackle by Eddie Goldman and Cassius Marsh),3.340,2.020
3,4:38,4,1,CHI 24,6,14,Najee Harris for 1 yard (tackle by Roquan Smith and Cassius Marsh),2.020,4.040
3,3:51,,,,,,Timeout #2 by Pittsburgh Steelers,,
3,3:51,1,10,CHI 23,6,14,Chase Claypool right end for 11 yards (tackle by Cassius Marsh and DeAndre Houston-Carson),4.040,4.780
3,3:03,1,10,CHI 12,6,14,Najee Harris right tackle for 2 yards (tackle by Danny Trevathan and Bilal Nichols),4.780,4.450
3,2:21,2,8,CHI 10,6,14,Ben Roethlisberger pass incomplete short middle intended for Chase Claypool,4.450,3.480
3,2:14,3,8,CHI 10,6,20,"Ben Roethlisberger pass complete short right to Pat Freiermuth for 10 yards, touchdown. Penalty on Kindle Vildor: Defensive Pass Interference, 15 yards (declined)",3.480,7.000
3,2:08,,,CHI 15,6,20,Chris Boswell kicks extra point no good,0.000,-1.000
3,2:08,,,PIT 35,6,20,"Chris Boswell kicks off 73 yards, returned by Jakeem Grant for 26 yards (tackle by Justin Layne)",0.000,0.040
3,2:04,1,10,CHI 18,6,20,David Montgomery right tackle for 12 yards (tackle by Minkah Fitzpatrick),0.040,0.940
3,1:26,1,10,CHI 30,6,20,Justin Fields right end for 5 yards (tackle by Minkah Fitzpatrick),0.940,1.070
3,0:45,2,5,CHI 35,6,20,Justin Fields pass complete deep left to Darnell Mooney for 20 yards (tackle by Arthur Maulet),1.070,2.590
3,0:21,1,10,PIT 45,6,20,Khalil Herbert right guard for 2 yards (tackle by Devin Bush),2.590,2.310
Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PIT 43,6,20,Justin Fields pass complete deep middle to Jimmy Graham for 28 yards (tackle by Minkah Fitzpatrick),2.310,4.580
4,14:23,1,10,PIT 15,12,20,"Darnell Mooney left end for 15 yards, touchdown",4.580,7.000
4,14:17,,,PIT 15,13,20,Cairo Santos kicks extra point good,0.000,0.000
4,14:17,,,CHI 35,13,20,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,PIT 25,13,20,"Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson. Penalty on Jaylon Johnson: Defensive Pass Interference, 30 yards (accepted) (no play)",0.610,2.590
4,14:11,1,10,CHI 45,13,20,Ben Roethlisberger pass complete short middle to Najee Harris for 9 yards (tackle by Roquan Smith and Tashaun Gipson),2.590,3.260
4,13:27,2,1,CHI 36,13,20,Diontae Johnson left end for no gain (tackle by DeAndre Houston-Carson and Roquan Smith),3.260,2.540
4,12:44,3,1,CHI 36,13,20,Najee Harris left guard for no gain (tackle by Jaylon Johnson and Eddie Goldman),2.540,0.890
4,11:58,4,1,CHI 36,13,23,Chris Boswell 54 yard field goal good,0.890,3.000
4,11:54,,,PIT 35,13,23,"Chris Boswell kicks off 63 yards, returned by Jakeem Grant for 32 yards. Jakeem Grant fumbles (forced by James Pierre), recovered by Chris Boswell at CHI-42 (tackle by James Pierre)",0.000,-2.790
4,11:47,1,10,CHI 42,13,23,Najee Harris left tackle for 3 yards (tackle by Roquan Smith and Danny Trevathan),2.790,2.650
4,11:02,2,7,CHI 39,13,23,"Ben Roethlisberger pass incomplete short left intended for Diontae Johnson. Penalty on Roquan Smith: Defensive Offside, 5 yards (accepted) (no play)",2.650,3.320
4,10:59,2,2,CHI 34,13,23,James Washington left end for 1 yard (tackle by Danny Trevathan),3.320,2.740
4,10:21,3,1,CHI 33,13,23,Chase Claypool left end for 2 yards (tackle by Roquan Smith),2.740,3.510
4,9:36,1,10,CHI 31,13,23,Ben Roethlisberger sacked by Roquan Smith for -9 yards,3.510,1.750
4,8:53,2,19,CHI 40,13,23,Benny Snell up the middle for 1 yard (tackle by Angelo Blackson),1.750,1.220
4,8:11,3,18,CHI 39,13,23,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,1.220,0.660
4,8:06,4,18,CHI 39,13,23,"Pressley Harvin punts 39 yards, touchback.",0.660,-0.280
4,7:58,1,10,CHI 20,13,23,Justin Fields pass incomplete deep left intended for Allen Robinson,0.280,-0.270
4,7:53,2,10,CHI 20,13,23,Justin Fields pass complete short right to Darnell Mooney for 5 yards (tackle by Terrell Edmunds),-0.270,-0.300
4,7:18,3,5,CHI 25,13,23,Justin Fields sacked by T.J. Watt for -2 yards,-0.300,-1.830
4,6:47,4,7,CHI 23,19,23,"Pat O'Donnell punts 57 yards, returned by Ray-Ray McCloud for 5 yards. Ray-Ray McCloud fumbles (forced by Joel Iyiegbuniwe), recovered by DeAndre Houston-Carson at PIT-25 and returned for 25 yards, touchdown Replay Assistant challenged the fumble ruling, and the play was upheld.",-1.830,7.000
4,6:31,,,PIT 15,20,23,Cairo Santos kicks extra point good,0.000,0.000
4,6:31,,,CHI 35,20,23,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,6:31,1,10,PIT 25,20,23,Najee Harris up the middle for 13 yards (tackle by Sam Kamara),0.610,1.470
4,5:49,1,10,PIT 38,20,23,Ben Roethlisberger pass complete short right to Chase Claypool for 4 yards (tackle by Kindle Vildor),1.470,1.460
4,5:08,2,6,PIT 42,20,23,Najee Harris left guard for -1 yards (tackle by Eddie Goldman),1.460,0.630
4,4:29,3,7,PIT 41,20,23,"Ben Roethlisberger pass complete short left to Diontae Johnson for 10 yards (tackle by Jaylon Johnson). Penalty on Robert Quinn: Defensive Offside, 5 yards (declined)",0.630,2.320
4,4:24,1,10,CHI 49,20,23,Ben Roethlisberger pass complete short left to Kalen Ballage for 2 yards (tackle by Duke Shelley),2.320,2.050
4,3:44,2,8,CHI 47,20,23,Ben Roethlisberger pass incomplete short middle,2.050,1.360
4,3:40,3,8,CHI 47,20,23,Ben Roethlisberger sacked by Cassius Marsh for -7 yards,1.360,2.980
4,3:40,1,10,CHI 39,20,23,"Penalty on Cassius Marsh: Taunting / Defense, 15 yards (accepted) (no play)",2.980,2.980
4,3:16,1,10,CHI 39,20,23,Najee Harris up the middle for 3 yards (tackle by Christian Jones and Angelo Blackson),2.980,2.850
4,3:10,,,,,,Timeout #1 by Chicago Bears,,
4,3:10,2,7,CHI 36,20,23,"Ben Roethlisberger sacked by Bilal Nichols for -9 yards. Penalty on Dan Moore: Offensive Holding, 10 yards (declined)",2.850,0.960
4,3:06,3,16,CHI 45,20,23,Ben Roethlisberger pass complete short left to Diontae Johnson for 11 yards (tackle by Jaylon Johnson),0.960,1.070
4,2:56,,,,,,Timeout #2 by Chicago Bears,,
4,2:56,4,5,CHI 34,20,26,Chris Boswell 52 yard field goal good,1.070,3.000
4,2:52,,,PIT 35,20,26,"Chris Boswell kicks off 57 yards, returned by Jakeem Grant for 17 yards (tackle by Cody White)",0.000,0.610
4,2:47,1,10,CHI 25,20,26,Justin Fields pass complete short left to Allen Robinson for 9 yards (tackle by Arthur Maulet),0.610,1.280
4,2:26,2,1,CHI 34,20,26,Justin Fields pass incomplete deep right intended for Darnell Mooney,1.280,0.560
4,2:19,3,1,CHI 34,20,26,Justin Fields left end for 3 yards (tackle by Minkah Fitzpatrick),0.560,1.400
4,2:14,1,10,CHI 37,20,26,Justin Fields pass incomplete short middle intended for Allen Robinson (defended by Devin Bush),1.400,0.860
4,2:08,2,10,CHI 37,20,26,Justin Fields scrambles up the middle for 8 yards (tackle by Devin Bush),0.860,1.220
4,2:00,3,2,CHI 45,20,26,Justin Fields pass complete deep right to Allen Robinson for 39 yards (tackle by Arthur Maulet),1.220,4.510
4,1:52,1,10,PIT 16,26,26,"Justin Fields pass complete deep left to Darnell Mooney for 16 yards, touchdown",4.510,7.000
4,1:46,,,PIT 15,27,26,Cairo Santos kicks extra point good,0.000,0.000
4,1:46,,,CHI 35,27,26,"Penalty on Joe Schobert: Encroachment, 5 yards (accepted) (no play)",0.000,-2.920
4,1:46,1,10,CHI 40,27,26,"Cairo Santos kicks off 60 yards, touchback.",2.920,0.610
4,1:46,1,10,PIT 25,27,26,Ben Roethlisberger pass complete short right to Najee Harris for 4 yards (tackle by Roquan Smith),0.610,0.600
4,1:23,2,6,PIT 29,27,26,Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 12 yards (tackle by Duke Shelley),0.600,1.660
4,1:17,1,10,PIT 41,27,26,"Ben Roethlisberger pass complete short middle to Najee Harris for no gain (tackle by DeAndre Houston-Carson). Penalty on Robert Quinn: Defensive Offside, 5 yards (accepted) (no play)",1.660,2.390
4,1:07,1,5,PIT 46,27,26,"Ben Roethlisberger pass complete short middle to Diontae Johnson for 22 yards (tackle by Teez Tabor). Penalty on Trevis Gipson: Defensive Offside, 5 yards (declined)",2.390,3.450
4,0:59,1,10,CHI 32,27,26,"Penalty on Dan Moore: False Start, 5 yards (accepted) (no play)",3.450,3.120
4,0:59,1,15,CHI 37,27,26,Ben Roethlisberger pass complete short left to Pat Freiermuth for 13 yards (tackle by Teez Tabor),3.120,3.980
4,0:41,2,2,CHI 24,27,26,Ben Roethlisberger spiked the ball,3.980,3.270
4,0:40,3,2,CHI 24,27,26,Ben Roethlisberger right tackle for 1 yard (tackle by Trevis Gipson),3.270,2.080
4,0:30,,,,,,Timeout #3 by Chicago Bears,,
4,0:30,4,1,CHI 23,27,29,Chris Boswell 40 yard field goal good,2.080,3.000
4,0:26,,,PIT 35,27,29,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,0:26,1,10,CHI 25,27,29,Justin Fields pass incomplete short right intended for Cole Kmet,0.610,0.060
4,0:22,2,10,CHI 25,27,29,"Justin Fields pass complete short left to David Montgomery for no gain (tackle by James Pierre). Penalty on James Pierre: Illegal Contact, 5 yards (accepted) (no play)",0.060,0.940
4,0:16,1,10,CHI 30,27,29,Justin Fields pass complete short left to Cole Kmet for 11 yards,0.940,1.660
4,0:11,1,10,CHI 41,27,29,Justin Fields pass complete short right to Cole Kmet for 12 yards (tackle by Tre Norwood),1.660,2.460
4,0:05,1,10,PIT 47,27,29,Justin Fields pass incomplete short right intended for Marquise Goodwin (defended by T.J. Watt),2.460,1.910
4,0:02,2,10,PIT 47,27,29,Cairo Santos 65 yard field goal no good,1.910,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
