Quarter,Time,Down,ToGo,Location,WAS,DEN,Detail,EPB,EPA
1,4:55,3,24,WAS 44,0,0,"Teddy Bridgewater pass complete short left to Albert Okwuegbunam for no gain (tackle by Jonathan Allen). Penalty on Lloyd Cushenberry: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.500,-0.160
1,4:27,3,29,WAS 49,0,0,Teddy Bridgewater pass incomplete deep left intended for Courtland Sutton (defended by Kendall Fuller),-0.160,0.000
1,4:22,4,29,WAS 49,0,0,"Sam Martin punts 44 yards, returned by DeAndre Carter for 12 yards (tackle by Jacob Bobenmoyer and Tyrie Cleveland)",0.000,0.060
1,4:10,1,10,WAS 17,0,0,Taylor Heinicke pass incomplete deep left intended for DeAndre Carter,-0.060,-0.580
1,4:04,2,10,WAS 17,0,0,"Taylor Heinicke pass incomplete short right intended for Antonio Gibson (defended by Kenny Young). Penalty on Ronald Darby: Face Mask (15 Yards), 15 yards (accepted) (no play)",-0.580,1.070
1,3:58,1,10,WAS 32,0,0,Antonio Gibson right tackle for 2 yards (tackle by Malik Reed),1.070,0.800
1,3:18,2,8,WAS 34,0,0,Taylor Heinicke pass complete deep middle to Terry McLaurin for 17 yards (tackle by Justin Simmons),0.800,2.320
1,2:39,1,10,DEN 49,0,0,Jaret Patterson left tackle for 5 yards (tackle by McTelvin Agim),2.320,2.460
1,2:16,2,5,DEN 44,0,0,Jaret Patterson left guard for 3 yards (tackle by Justin Strnad),2.460,2.150
1,1:35,3,2,DEN 41,0,0,"Taylor Heinicke pass complete short left to J.D. McKissic for 1 yard (tackle by Baron Browning) WAS challenged the first down ruling, and the original play was overturned. Taylor Heinicke pass complete short left to J.D. McKissic for 2 yards (tackle by Baron Browning)",2.150,2.980
1,1:20,1,10,DEN 39,0,0,Taylor Heinicke pass complete short right to Antonio Gibson for 13 yards (tackle by Justin Strnad and DeShawn Williams),2.980,3.840
1,0:39,1,10,DEN 26,0,0,Antonio Gibson right guard for 6 yards (tackle by Kenny Young and Shelby Harris),3.840,4.110
Quarter,Time,Down,ToGo,Location,WAS,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,DEN 20,0,0,Taylor Heinicke pass complete short right to Ricky Seals-Jones for -2 yards (tackle by Baron Browning),4.110,3.140
2,14:15,3,6,DEN 22,0,0,"Penalty on Saahdiq Charles: False Start, 5 yards (accepted) (no play)",3.140,2.480
2,13:56,3,11,DEN 27,0,0,Taylor Heinicke pass incomplete short right intended for Terry McLaurin,2.480,1.670
2,13:51,4,11,DEN 27,0,0,Chris Blewitt 45 yard field goal no good blocked by Shelby Harris,1.670,-1.270
2,13:42,1,10,DEN 35,0,0,Javonte Williams up the middle for 6 yards (tackle by Cole Holcomb),1.270,1.530
2,12:59,2,4,DEN 41,0,0,Teddy Bridgewater pass complete short left to Jerry Jeudy for 5 yards (tackle by Kendall Fuller),1.530,1.990
2,12:28,1,10,DEN 46,0,0,Teddy Bridgewater pass complete deep left to Tim Patrick for 31 yards (tackle by Benjamin St-Juste),1.990,4.040
2,11:53,1,10,WAS 23,0,0,Javonte Williams up the middle for 2 yards (tackle by Daron Payne and Cole Holcomb),4.040,3.770
2,11:13,2,8,WAS 21,0,0,Teddy Bridgewater sacked by Landon Collins for -6 yards,3.770,2.280
2,10:34,3,14,WAS 27,0,0,Teddy Bridgewater pass incomplete short left intended for Noah Fant,2.280,1.670
2,10:31,4,14,WAS 27,0,3,Brandon McManus 45 yard field goal good,1.670,3.000
2,10:27,,,DEN 35,0,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,10:27,1,10,WAS 25,0,3,Taylor Heinicke pass complete short right to Cam Sims for 20 yards (tackle by Baron Browning),0.610,1.930
2,9:48,1,10,WAS 45,0,3,Taylor Heinicke pass complete short right to Antonio Gibson for 4 yards (tackle by Justin Simmons),1.930,1.920
2,9:17,2,6,WAS 49,0,3,Antonio Gibson left guard for 5 yards (tackle by Shelby Harris),1.920,1.880
2,8:55,3,1,DEN 46,0,3,Antonio Gibson right guard for no gain (tackle by DeShawn Williams and Kenny Young),1.880,0.200
2,8:11,4,1,DEN 46,0,3,Jaret Patterson up the middle for 1 yard (tackle by Bryce Callahan),0.200,2.590
2,7:31,1,10,DEN 45,0,3,Taylor Heinicke pass complete short right to Adam Humphries for 12 yards (tackle by Patrick Surtain),2.590,3.380
2,6:47,1,10,DEN 33,0,3,Taylor Heinicke pass incomplete short left intended for Jaret Patterson,3.380,2.840
2,6:42,2,10,DEN 33,0,3,J.D. McKissic left guard for 4 yards (tackle by Stephen Weatherly),2.840,2.680
2,6:00,3,6,DEN 29,0,3,Taylor Heinicke sacked by and Shelby Harris for -5 yards and Dre'Mont Jones for -5 yards,2.680,1.060
2,5:31,4,11,DEN 34,3,3,Chris Blewitt 52 yard field goal good,1.060,3.000
2,5:25,,,WAS 35,3,3,"Chris Blewitt kicks off 65 yards,",0.000,0.610
2,5:25,1,10,DEN 25,3,3,Teddy Bridgewater pass complete short right to Albert Okwuegbunam for 12 yards (tackle by Jamin Davis and Benjamin St-Juste),0.610,1.400
2,4:42,1,10,DEN 37,3,3,Melvin Gordon left end for 2 yards (tackle by Landon Collins and Kendall Fuller),1.400,1.130
2,4:02,2,8,DEN 39,3,3,Melvin Gordon left tackle for 7 yards (tackle by Daron Payne),1.130,1.360
2,3:19,3,1,DEN 46,3,3,Teddy Bridgewater up the middle for 1 yard (tackle by James Smith-Williams and Matthew Ioannidis),1.360,2.060
2,2:26,1,10,DEN 47,3,3,Teddy Bridgewater pass complete short left to Albert Okwuegbunam for 19 yards (tackle by Kamren Curl),2.060,3.310
2,2:00,1,10,WAS 34,3,3,Teddy Bridgewater pass complete short right to Tim Patrick for 19 yards (tackle by Cole Holcomb and Benjamin St-Juste),3.310,4.580
2,1:18,1,10,WAS 15,3,9,"Teddy Bridgewater pass complete short right to Melvin Gordon for 15 yards, touchdown",4.580,7.000
2,1:11,,,WAS 15,3,10,Brandon McManus kicks extra point good,0.000,0.000
2,1:11,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,1:11,1,10,WAS 25,3,10,Taylor Heinicke pass complete short left to J.D. McKissic for 1 yard (tackle by Ronald Darby),0.610,0.200
2,0:48,2,9,WAS 26,3,10,Taylor Heinicke pass complete short right to DeAndre Carter for 17 yards (tackle by Bryce Callahan),0.200,1.800
2,0:40,,,,,,Timeout #1 by Washington Football Team,,
2,0:40,1,10,WAS 43,3,10,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 14 yards (tackle by Caden Sterns),1.800,2.720
2,0:35,1,10,DEN 43,3,10,Taylor Heinicke pass complete short right to J.D. McKissic for 7 yards (tackle by Baron Browning),2.720,3.120
2,0:29,2,3,DEN 36,3,10,Taylor Heinicke pass incomplete short left,3.120,2.410
2,0:23,,,,,,Timeout #1 by Denver Broncos,,
2,0:23,3,3,DEN 36,3,10,"Taylor Heinicke aborted snap, recovered by Taylor Heinicke at DEN-36 Taylor Heinicke sacked by Stephen Weatherly for -10 yards",2.410,0.200
2,0:03,,,,,,Timeout #2 by Washington Football Team,,
2,0:03,4,13,DEN 46,3,10,Taylor Heinicke pass deep right is intercepted by Justin Simmons in end zone and returned for no gain,0.200,0.000
Quarter,Time,Down,ToGo,Location,WAS,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,3,10,"Chris Blewitt kicks off 65 yards, touchback.",0.000,0.670
3,15:00,1,10,DEN 26,3,10,Javonte Williams right tackle for 1 yard (tackle by Kamren Curl and Cole Holcomb),0.670,0.200
3,14:27,2,9,DEN 26,3,10,Teddy Bridgewater pass complete short left to Noah Fant for 7 yards (tackle by Kendall Fuller),0.200,0.430
3,13:47,3,2,DEN 33,3,10,Javonte Williams left guard for 7 yards (tackle by Kamren Curl),0.430,1.600
3,12:59,1,10,DEN 40,3,10,Javonte Williams right tackle for 2 yards (tackle by Chase Young and Daron Payne),1.600,1.320
3,12:22,2,8,DEN 42,3,10,Javonte Williams right end for -1 yards (tackle by Benjamin St-Juste),1.320,0.500
3,11:42,3,9,DEN 41,3,10,Teddy Bridgewater pass complete short left to Albert Okwuegbunam for 3 yards (tackle by Danny Johnson),0.500,-0.460
3,11:06,4,6,DEN 44,3,10,"Sam Martin punts 48 yards, fair catch by DeAndre Carter at WAS-8",-0.460,0.380
3,10:59,1,10,WAS 8,3,10,"Taylor Heinicke pass complete short right to Ricky Seals-Jones for no gain (tackle by Bryce Callahan). Penalty on Wes Schweitzer: Offensive Holding, 4 yards (accepted) (no play)",-0.380,-0.530
3,10:36,1,14,WAS 4,3,10,Taylor Heinicke pass incomplete short right intended for DeAndre Carter,-0.530,-1.070
3,10:33,2,14,WAS 4,3,10,Taylor Heinicke pass complete short left to Terry McLaurin for 5 yards (tackle by Bryce Callahan),-1.070,-1.300
3,9:51,3,9,WAS 9,3,10,Taylor Heinicke sacked by Dre'Mont Jones for -6 yards,-1.300,-2.490
3,9:11,4,15,WAS 3,3,10,"Tress Way punts 66 yards, returned by Kendall Hinton for 15 yards (tackle by Deshazor Everett)",-2.490,-1.990
3,8:57,1,10,DEN 46,3,10,Teddy Bridgewater pass complete short middle to Melvin Gordon for 4 yards (tackle by Cole Holcomb),1.990,1.990
3,8:30,2,6,DEN 50,3,10,Melvin Gordon left end for 5 yards (tackle by Jonathan Allen and Kamren Curl),1.990,1.950
3,7:46,3,1,WAS 45,3,10,Teddy Bridgewater pass complete short right to Melvin Gordon for -4 yards (tackle by Landon Collins),1.950,0.000
3,7:09,4,5,WAS 49,3,10,"Sam Martin punts 43 yards, fair catch by DeAndre Carter at WAS-6",0.000,0.380
3,7:02,1,10,WAS 6,3,10,Jaret Patterson up the middle for 4 yards (tackle by Justin Strnad),-0.380,-0.490
3,6:27,2,6,WAS 10,3,10,Jaret Patterson up the middle for 7 yards (tackle by Shamar Stephen and Baron Browning),-0.490,-0.060
3,5:47,1,10,WAS 17,3,10,Jaret Patterson up the middle for no gain (tackle by Shamar Stephen and DeShawn Williams),-0.060,-0.580
3,5:06,2,10,WAS 17,3,10,Taylor Heinicke pass complete short right to J.D. McKissic for 14 yards (tackle by Kareem Jackson),-0.580,1.000
3,4:19,1,10,WAS 31,3,10,Taylor Heinicke pass complete short left to John Bates for 4 yards (tackle by Ronald Darby and Justin Strnad),1.000,1.000
3,3:23,2,6,WAS 35,3,10,Antonio Gibson right guard for 4 yards (tackle by Kareem Jackson and Baron Browning),1.000,0.830
3,2:40,3,2,WAS 39,3,10,Taylor Heinicke pass complete short left to Adam Humphries for 23 yards (tackle by Justin Simmons),0.830,3.050
3,2:07,1,10,DEN 38,3,10,Antonio Gibson right guard for 5 yards (tackle by Kareem Jackson),3.050,3.180
3,1:27,2,5,DEN 33,3,10,Jaret Patterson left tackle for 13 yards (tackle by Ronald Darby),3.180,4.240
3,0:45,1,10,DEN 20,9,10,"Taylor Heinicke pass complete deep right to DeAndre Carter for 20 yards, touchdown",4.240,7.000
3,0:38,,,DEN 15,10,10,Chris Blewitt kicks extra point good,0.000,0.000
3,0:38,,,WAS 35,10,10,"Chris Blewitt kicks off 65 yards, touchback.",0.000,0.610
3,0:38,1,10,DEN 25,10,10,"Penalty on Noah Fant: False Start, 5 yards (accepted) (no play)",0.610,0.280
3,0:38,1,15,DEN 20,10,10,Javonte Williams right guard for 3 yards (tackle by Chase Young and Landon Collins),0.280,-0.210
Quarter,Time,Down,ToGo,Location,WAS,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,DEN 23,10,10,"Teddy Bridgewater pass complete short right to Jerry Jeudy for 9 yards (tackle by Cole Holcomb). Penalty on Jamin Davis: Roughing the Passer, 15 yards (accepted)",-0.210,2.060
4,14:40,1,10,DEN 47,10,10,Jerry Jeudy right end for no gain (tackle by Kamren Curl),2.060,1.520
4,13:58,2,10,DEN 47,10,10,Teddy Bridgewater pass complete short right to Javonte Williams for 2 yards (tackle by Benjamin St-Juste),1.520,1.090
4,13:14,3,8,DEN 49,10,10,Teddy Bridgewater pass complete short right to Javonte Williams for 11 yards (tackle by Chase Young),1.090,2.920
4,12:41,1,10,WAS 40,10,10,Melvin Gordon right tackle for 11 yards (tackle by Jamin Davis and James Smith-Williams),2.920,3.640
4,11:52,1,10,WAS 29,10,10,Teddy Bridgewater sacked by Daron Payne for -6 yards,3.640,2.290
4,11:15,2,16,WAS 35,10,10,Teddy Bridgewater pass incomplete short right intended for Courtland Sutton (defended by Kendall Fuller),2.290,1.620
4,11:09,3,16,WAS 35,10,10,Teddy Bridgewater pass incomplete short right,1.620,0.970
4,11:02,4,16,WAS 35,10,10,Brandon McManus 53 yard field goal no good,0.970,-1.800
4,10:57,1,10,WAS 43,10,10,Antonio Gibson left guard for 12 yards (tackle by Kareem Jackson),1.800,2.590
4,10:18,1,10,DEN 45,10,10,Terry McLaurin right end for 12 yards (tackle by DeShawn Williams),2.590,3.380
4,9:48,1,10,DEN 33,10,10,Jaret Patterson left guard for 4 yards (tackle by Ronald Darby and Jonathon Cooper),3.380,3.380
4,9:11,2,6,DEN 29,10,10,Taylor Heinicke pass incomplete short right intended for Terry McLaurin,3.380,2.680
4,9:06,3,6,DEN 29,10,10,Taylor Heinicke pass incomplete intended for Terry McLaurin,2.680,1.520
4,9:00,4,6,DEN 29,10,10,Chris Blewitt 47 yard field goal no good blocked by Dre'Mont Jones,1.520,-1.400
4,8:55,1,10,DEN 37,10,10,Teddy Bridgewater pass complete short middle to Tim Patrick for 14 yards (tackle by Bobby McCain),1.400,2.320
4,8:14,1,10,WAS 49,10,10,Teddy Bridgewater sacked by Jonathan Allen for -7 yards,2.320,0.840
4,7:34,2,17,DEN 44,10,10,Teddy Bridgewater pass complete short right to Courtland Sutton for 9 yards (tackle by Benjamin St-Juste and Cole Holcomb),0.840,1.360
4,6:54,3,8,WAS 47,10,10,Teddy Bridgewater pass complete deep left to Jerry Jeudy for 18 yards,1.360,3.640
4,6:16,1,10,WAS 29,10,10,Javonte Williams up the middle for 14 yards (tackle by Bobby McCain and Landon Collins),3.640,4.580
4,5:47,1,10,WAS 15,10,10,Melvin Gordon right tackle for 1 yard (tackle by Kamren Curl),4.580,4.110
4,5:12,2,9,WAS 14,10,10,Teddy Bridgewater pass complete short middle to Jerry Jeudy for 7 yards (tackle by Cole Holcomb),4.110,4.680
4,4:32,3,2,WAS 7,10,16,"Melvin Gordon left tackle for 7 yards, touchdown",4.680,7.000
4,4:27,,,WAS 15,10,17,Brandon McManus kicks extra point good,0.000,0.000
4,4:27,,,DEN 35,10,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,4:27,1,10,WAS 25,10,17,Taylor Heinicke pass complete short right to J.D. McKissic for 19 yards (tackle by Justin Simmons),0.610,1.860
4,4:20,1,10,WAS 44,10,17,Taylor Heinicke pass complete short left to J.D. McKissic for 5 yards (tackle by Ronald Darby),1.860,1.990
4,4:13,2,5,WAS 49,10,17,Taylor Heinicke pass incomplete short left intended for Terry McLaurin (defended by Shamar Stephen),1.990,1.290
4,4:10,3,5,WAS 49,10,17,Taylor Heinicke pass complete short middle to Dax Milne for 22 yards (tackle by Ronald Darby),1.290,3.640
4,3:29,1,10,DEN 29,10,17,J.D. McKissic left end for 4 yards (tackle by Kenny Young),3.640,3.640
4,3:23,2,6,DEN 25,10,17,Taylor Heinicke pass incomplete deep right intended for Dax Milne (defended by Nate Hairston),3.640,2.940
4,3:19,3,6,DEN 25,10,17,Taylor Heinicke pass complete short left to DeAndre Carter for 14 yards (tackle by Kareem Jackson),2.940,4.840
4,2:37,1,10,DEN 11,10,17,Taylor Heinicke pass complete short left to Antonio Gibson for 3 yards (tackle by Baron Browning),4.840,4.700
4,2:00,2,7,DEN 8,10,17,Taylor Heinicke pass complete short right to Terry McLaurin for 1 yard (tackle by Justin Simmons),4.700,3.980
4,1:18,3,6,DEN 7,10,17,"Taylor Heinicke sacked by Malik Reed for -13 yards. Taylor Heinicke fumbles (forced by Malik Reed), recovered by Charles Leno at DEN-20 (tackle by Malik Reed)",3.980,2.120
4,0:49,,,,,,Timeout #1 by Denver Broncos,,
4,0:49,4,19,DEN 20,10,17,"Taylor Heinicke pass deep right intended for Cam Sims is intercepted by Justin Simmons in end zone and returned for 24 yards (tackle by J.D. McKissic). Penalty on Justin Simmons: Taunting / Defense, 15 yards (offset) . Penalty on J.D. McKissic: Unnecessary Roughness / Offense, 15 yards (offset)",2.120,-0.410
4,0:37,1,10,DEN 22,10,17,Javonte Williams right guard for 1 yard (tackle by Landon Collins),0.410,0.000
4,0:32,,,,,,Timeout #1 by Washington Football Team,,
4,0:32,2,9,DEN 23,10,17,Teddy Bridgewater pass incomplete short right intended for Javonte Williams,0.000,-0.690
4,0:27,3,9,DEN 23,10,17,"Melvin Gordon right end for no gain. Melvin Gordon fumbles (forced by Chase Young), recovered by David Mayo at DEN-24 (tackle by Chase Young)",-0.690,-3.970
4,0:21,1,10,DEN 24,10,17,Taylor Heinicke pass incomplete intended for DeAndre Carter (defended by Patrick Surtain),3.970,3.430
4,0:18,,,,,,Timeout #2 by Washington Football Team,,
4,0:18,2,10,DEN 24,10,17,Taylor Heinicke sacked by Malik Reed for -6 yards,3.430,1.950
4,0:13,,,,,,Timeout #3 by Washington Football Team,,
4,0:13,3,16,DEN 30,10,17,Taylor Heinicke pass incomplete short right intended for Ricky Seals-Jones,1.950,1.410
4,0:08,4,16,DEN 30,10,17,Taylor Heinicke pass incomplete intended for Adam Humphries,1.410,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
