Quarter,Time,Down,ToGo,Location,CHI,LAR,Detail,EPB,EPA
3,12:32,3,3,CHI 26,7,20,Andy Dalton pass complete short left to Allen Robinson for 7 yards (tackle by Darious Williams),-0.160,1.140
3,11:57,1,10,CHI 33,7,20,David Montgomery up the middle for 6 yards (tackle by Kenny Young),1.140,1.400
3,11:20,2,4,CHI 39,7,20,Andy Dalton pass complete short right to David Montgomery for 10 yards (tackle by Troy Reeder),1.400,2.190
3,10:43,1,10,CHI 49,7,20,Andy Dalton pass incomplete short right intended for Cole Kmet,2.190,1.650
3,10:36,2,10,CHI 49,7,20,Andy Dalton pass complete short right to Damien Williams for 8 yards (tackle by Jordan Fuller),1.650,2.010
3,9:56,3,2,LAR 43,7,20,Andy Dalton pass complete short middle to Cole Kmet for 3 yards (tackle by Troy Reeder),2.010,2.920
3,9:18,1,10,LAR 40,7,20,David Montgomery right tackle for 4 yards (tackle by Jonah Williams and Kenny Young),2.920,2.910
3,8:42,2,6,LAR 36,7,20,Andy Dalton pass complete short right to Marquise Goodwin for 10 yards (tackle by Troy Reeder and Darious Williams),2.910,3.840
3,7:55,1,10,LAR 26,7,20,David Montgomery up the middle for 4 yards (tackle by Jordan Fuller and Taylor Rapp),3.840,3.840
3,7:15,2,6,LAR 22,7,20,Damien Williams up the middle for 6 yards (tackle by Taylor Rapp),3.840,4.510
3,6:35,1,10,LAR 16,7,20,Justin Fields pass complete short middle to Allen Robinson for 1 yard (tackle by Justin Hollins),4.510,4.050
3,5:53,2,9,LAR 15,7,20,Damien Williams left end for 1 yard (tackle by Leonard Floyd and Greg Gaines),4.050,3.370
3,5:08,,,,,,Timeout #1 by Chicago Bears,,
3,5:08,3,8,LAR 14,7,20,Andy Dalton pass complete short left to Jimmy Graham for 11 yards (tackle by Jalen Ramsey and Taylor Rapp),3.370,6.510
3,4:21,1,3,LAR 3,13,20,"Justin Fields right end for 3 yards, touchdown",6.510,7.000
3,4:14,,,LAR 15,14,20,Cairo Santos kicks extra point good,0.000,0.000
3,4:14,,,CHI 35,14,20,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,4:14,1,10,LAR 25,14,20,Darrell Henderson left tackle for 5 yards (tackle by Akiem Hicks),0.610,0.740
3,3:54,2,5,LAR 30,14,20,Matthew Stafford pass incomplete short left intended for Cooper Kupp,0.740,0.040
3,3:51,3,5,LAR 30,14,20,Matthew Stafford pass complete short middle to Tyler Higbee for 6 yards (tackle by Roquan Smith),0.040,1.330
3,3:24,1,10,LAR 36,14,20,Matthew Stafford pass complete deep right to Tyler Higbee for 37 yards (tackle by Roquan Smith and Kindle Vildor),1.330,3.780
3,2:44,1,10,CHI 27,14,20,Matthew Stafford pass complete short left to DeSean Jackson for 3 yards (tackle by Eddie Jackson),3.780,3.640
3,2:21,2,7,CHI 24,14,20,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Marqui Christian),3.640,3.840
3,1:40,3,1,CHI 18,14,20,"Matthew Stafford pass complete short left to Cooper Kupp for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Matthew Stafford pass complete short left to Cooper Kupp for 17 yards (tackle by Eddie Jackson)",3.840,6.970
3,1:25,1,1,CHI 1,14,26,"Darrell Henderson up the middle for 1 yard, touchdown",6.970,7.000
3,1:19,,,CHI 15,14,27,Matt Gay kicks extra point good,0.000,0.000
3,1:19,,,LAR 35,14,27,"Matt Gay kicks off 63 yards, returned by Khalil Herbert for 19 yards (tackle by Travin Howard)",0.000,0.340
3,1:13,1,10,CHI 21,14,27,Andy Dalton pass complete short middle to Damien Williams for 5 yards (tackle by Robert Rochell),0.340,0.480
3,0:43,2,5,CHI 26,14,27,"Andy Dalton pass complete short middle to Damien Williams for 11 yards (tackle by Leonard Floyd and Jordan Fuller). Penalty on Aaron Donald: Illegal Use of Hands / Defense, 5 yards (declined)",0.480,1.400
3,0:13,1,10,CHI 37,14,27,Andy Dalton pass incomplete short left intended for Allen Robinson (defended by Troy Reeder),1.400,0.860
3,0:09,2,10,CHI 37,14,27,David Montgomery up the middle for 8 yards (tackle by Terrell Lewis),0.860,1.220
Quarter,Time,Down,ToGo,Location,CHI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CHI 45,14,27,David Montgomery right tackle for 5 yards (tackle by Jordan Fuller and A'Shawn Robinson),1.220,2.260
4,14:21,1,10,CHI 50,14,27,Andy Dalton pass complete short right to Darnell Mooney for 9 yards (tackle by Jordan Fuller),2.260,2.930
4,13:37,2,1,LAR 41,14,27,Andy Dalton scrambles left end for 4 yards (tackle by Jalen Ramsey),2.930,3.120
4,12:57,1,10,LAR 37,14,27,Andy Dalton pass complete short right to Cole Kmet for 9 yards (tackle by Jalen Ramsey and Jordan Fuller),3.120,3.790
4,12:23,2,1,LAR 28,14,27,Damien Williams right end for 3 yards (tackle by Jordan Fuller),3.790,3.910
4,11:46,1,10,LAR 25,14,27,Andy Dalton sacked by Justin Hollins for -15 yards,3.910,1.340
4,11:02,2,25,LAR 40,14,27,Andy Dalton pass incomplete short middle intended for Cole Kmet,1.340,0.690
4,10:54,3,25,LAR 40,14,27,Andy Dalton pass complete short left to Cole Kmet for 10 yards (tackle by Darious Williams and Taylor Rapp),0.690,1.410
4,10:07,4,15,LAR 30,14,27,Andy Dalton pass incomplete short right intended for Darnell Mooney (defended by Robert Rochell),1.410,-0.940
4,10:01,1,10,LAR 30,14,27,Darrell Henderson left tackle for 5 yards (tackle by Angelo Blackson and Alec Ogletree),0.940,1.070
4,9:22,2,5,LAR 35,14,27,Darrell Henderson left tackle for 8 yards (tackle by Jaylon Johnson),1.070,1.800
4,8:37,1,10,LAR 43,14,27,"Darrell Henderson left guard for 9 yards (tackle by Angelo Blackson). Penalty on Alec Ogletree: Taunting / Defense, 15 yards (accepted)",1.800,3.380
4,7:51,1,10,CHI 33,14,27,Darrell Henderson left guard for 5 yards (tackle by Akiem Hicks and Roquan Smith),3.380,3.510
4,7:11,2,5,CHI 28,14,27,Darrell Henderson right tackle for 2 yards (tackle by Roquan Smith),3.510,3.070
4,6:51,3,3,CHI 26,14,27,"Matthew Stafford pass incomplete deep right intended for Cooper Kupp. Penalty on Brian Allen: Offensive Holding, 10 yards (accepted) (no play)",3.070,1.750
4,6:41,3,13,CHI 36,14,27,Matthew Stafford pass complete short left to Cooper Kupp for 15 yards (tackle by Kindle Vildor and Khalil Mack),1.750,4.170
4,5:54,1,10,CHI 21,14,27,"Darrell Henderson right end for no gain (tackle by Akiem Hicks and Alec Ogletree). Penalty on Johnny Mundt: Offensive Holding, 10 yards (accepted) (no play)",4.170,3.510
4,5:24,1,20,CHI 31,14,27,Matthew Stafford pass complete short middle to Cooper Kupp for 9 yards (tackle by Eddie Jackson),3.510,3.490
4,4:46,2,11,CHI 22,14,27,Sony Michel up the middle for 2 yards (tackle by Angelo Blackson and Jeremiah Attaochu),3.490,3.070
4,3:59,3,9,CHI 20,14,27,Darrell Henderson left tackle for 15 yards (tackle by Tashaun Gipson),3.070,6.060
4,3:33,1,5,CHI 5,14,27,Matthew Stafford pass incomplete short middle intended for Tyler Higbee,6.060,5.150
4,3:29,2,5,CHI 5,14,27,Darrell Henderson right guard for 3 yards (tackle by Eddie Jackson),5.150,4.950
4,3:22,,,,,,Timeout #2 by Chicago Bears,,
4,3:22,3,2,CHI 2,14,33,"Matthew Stafford pass complete short middle to Robert Woods for 2 yards, touchdown. Penalty on Alec Ogletree: Defensive Holding, 5 yards (declined)",4.950,7.000
4,3:17,,,CHI 15,14,34,Matt Gay kicks extra point good,0.000,0.000
4,3:17,,,LAR 35,14,34,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,3:17,1,10,CHI 25,14,34,Andy Dalton pass complete short right to Allen Robinson for 5 yards (tackle by Darious Williams),0.610,0.740
4,3:00,2,5,CHI 30,14,34,Andy Dalton pass complete short left to Damiere Byrd for 6 yards (tackle by Taylor Rapp),0.740,1.330
4,2:41,1,10,CHI 36,14,34,Andy Dalton pass incomplete short right intended for Allen Robinson (defended by Darious Williams),1.330,0.790
4,2:32,2,10,CHI 36,14,34,Andy Dalton pass incomplete short left intended for Damien Williams,0.790,0.100
4,2:29,3,10,CHI 36,14,34,Andy Dalton pass incomplete short left intended for Jimmy Graham,0.100,-0.980
4,2:23,4,10,CHI 36,14,34,Andy Dalton sacked by Aaron Donald for -9 yards,-0.980,-3.780
4,2:18,1,10,CHI 27,14,34,Darrell Henderson up the middle for 3 yards (tackle by Roquan Smith and Christian Jones),3.780,3.640
4,2:00,2,7,CHI 24,14,34,Darrell Henderson right end for 8 yards (tackle by Kindle Vildor),3.640,4.510
4,1:53,1,10,CHI 16,14,34,Matthew Stafford kneels for -1 yards,4.510,3.770
4,1:12,2,11,CHI 17,14,34,Matthew Stafford kneels for -2 yards,3.770,2.850
4,0:36,3,13,CHI 19,14,34,Matthew Stafford kneels for -1 yards,2.850,2.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
