Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2,14:56,3,9,CAR 3,3,2,"Sam Darnold pass incomplete short middle. Penalty on Sam Darnold: Intentional Grounding, 3 yards (accepted)",-1.300,-2.000
2,14:53,,,CAR 20,3,2,"Ryan Winslow kicks off 66 yards, returned by Darnay Holmes for 23 yards (tackle by Kamal Martin)",0.000,1.400
2,14:47,1,10,NYG 37,3,2,Devontae Booker right tackle for 1 yard (tackle by Haason Reddick and Daviyon Nixon),1.400,0.990
2,14:13,2,9,NYG 38,3,2,Daniel Jones pass complete short middle to Dante Pettis for 27 yards (tackle by Sean Chandler),0.990,3.250
2,13:43,1,10,CAR 35,3,2,Daniel Jones right end for 9 yards (tackle by Jermaine Carter),3.250,3.920
2,13:17,2,1,CAR 26,3,2,"Daniel Jones pass incomplete. Penalty on Nate Solder: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.920,3.240
2,13:07,2,6,CAR 31,3,2,Daniel Jones pass incomplete short left intended for David Sills,3.240,2.540
2,13:03,3,6,CAR 31,3,2,Daniel Jones pass incomplete deep right intended for Darius Slayton,2.540,1.340
2,12:57,4,6,CAR 31,3,5,Graham Gano 49 yard field goal good,1.340,3.000
2,12:53,,,NYG 35,3,5,"Graham Gano kicks off 62 yards, returned by Ameer Abdullah for 13 yards (tackle by Cullen Gillaspia)",0.000,-0.140
2,12:51,1,10,CAR 16,3,5,Chuba Hubbard right tackle for 2 yards (tackle by Lorenzo Carter),-0.140,-0.350
2,12:27,2,8,CAR 18,3,5,Sam Darnold pass complete short left to Robbie Anderson for 5 yards (tackle by Lorenzo Carter),-0.350,-0.450
2,12:00,3,3,CAR 23,3,5,Sam Darnold pass incomplete short middle intended for Robbie Anderson (defended by Logan Ryan),-0.450,-1.830
2,11:55,4,3,CAR 23,3,5,"Ryan Winslow punts 39 yards, returned by Jabrill Peppers for no gain (tackle by Stantley Thomas-Oliver)",-1.830,-1.470
2,11:47,1,10,NYG 38,3,5,Daniel Jones pass complete short right to Darius Slayton for 15 yards (tackle by C.J. Henderson),1.470,2.460
2,11:21,1,10,CAR 47,3,5,Elijhaa Penny left tackle for 3 yards (tackle by Bravvion Roy and Haason Reddick),2.460,2.320
2,10:48,2,7,CAR 44,3,5,"Daniel Jones pass complete to Darius Slayton for no gain (tackle by A.J. Bouye). Penalty on Matt Peart: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.320,1.640
2,10:14,2,12,CAR 49,3,5,Daniel Jones pass complete short left to Collin Johnson for 7 yards (tackle by C.J. Henderson),1.640,1.880
2,9:28,3,5,CAR 42,3,5,"Daniel Jones scrambles for no gain (tackle by Jeremy Chinn). Penalty on John Ross: Illegal Motion, 5 yards (accepted) (no play)",1.880,1.220
2,8:59,3,10,CAR 47,3,5,Daniel Jones sacked by Brian Burns for -10 yards,1.220,-0.520
2,8:25,4,20,NYG 43,3,5,"Riley Dixon punts 44 yards, returned by Alex Erickson for 10 yards (tackle by Cam Brown)",-0.520,-0.480
2,8:13,1,10,CAR 23,3,5,Sam Darnold pass complete short right to Keith Kirkwood for 5 yards (tackle by Reggie Ragland and Austin Johnson),0.480,0.610
2,7:42,2,5,CAR 28,3,5,Royce Freeman right tackle for 4 yards (tackle by Dexter Lawrence),0.610,0.430
2,7:07,3,1,CAR 32,3,5,Sam Darnold pass complete short left to D.J. Moore for 12 yards (tackle by Jabrill Peppers),0.430,1.860
2,6:28,1,10,CAR 44,3,5,Sam Darnold pass complete short middle to D.J. Moore for 21 yards (tackle by Jabrill Peppers),1.860,3.250
2,6:02,1,10,NYG 35,3,5,Royce Freeman right guard for 7 yards (tackle by Quincy Roche and Tae Crowder),3.250,3.650
2,5:34,2,3,NYG 28,3,5,Sam Darnold pass complete short left to Keith Kirkwood for 5 yards (tackle by Xavier McKinney),3.650,4.040
2,4:55,1,10,NYG 23,3,5,Sam Darnold pass complete short right to Chuba Hubbard for 12 yards (tackle by James Bradberry),4.040,4.840
2,4:21,1,10,NYG 11,3,5,Chuba Hubbard right end for -4 yards (tackle by Azeez Ojulari),4.840,3.560
2,3:37,2,14,NYG 15,3,5,"Sam Darnold pass incomplete intended for Tommy Tremble. Penalty on Taylor Moton: Offensive Holding, 10 yards (accepted) (no play)",3.560,2.400
2,3:28,2,24,NYG 25,3,5,"Sam Darnold pass deep right intended for Ian Thomas is intercepted by James Bradberry at NYG-5 and returned for 14 yards. James Bradberry fumbles, recovered by James Bradberry at NYG-19",2.400,-0.150
2,3:19,1,10,NYG 19,3,5,Devontae Booker right tackle for no gain (tackle by Frankie Luvu),0.150,-0.390
2,2:48,2,10,NYG 19,3,5,Daniel Jones pass complete short middle to Darius Slayton for 16 yards (tackle by Donte Jackson and Sean Chandler),-0.390,1.270
2,2:19,1,10,NYG 35,3,5,"Daniel Jones pass incomplete intended for Evan Engram. Penalty on Jermaine Carter: Defensive Pass Interference, 5 yards (accepted) (no play)",1.270,1.600
2,2:14,1,10,NYG 40,3,5,Daniel Jones pass complete short middle to John Ross for 15 yards (tackle by Sean Chandler),1.600,2.590
2,2:00,1,10,CAR 45,3,5,Daniel Jones pass complete short right to Devontae Booker for 1 yard (tackle by Jeremy Chinn),2.590,2.180
2,1:32,2,9,CAR 44,3,5,"Daniel Jones pass incomplete short right. Penalty on Daniel Jones: Intentional Grounding, 10 yards (accepted)",2.180,0.170
2,1:08,3,19,NYG 46,3,5,Daniel Jones pass complete short left to Evan Engram for 6 yards (tackle by Kenny Robinson and Haason Reddick),0.170,0.070
2,1:01,4,13,CAR 48,3,5,"Riley Dixon punts 48 yards, touchback.",0.070,-0.280
2,0:55,1,10,CAR 20,3,5,Sam Darnold sacked by Jabrill Peppers for -4 yards,0.280,-0.870
2,0:44,,,,,,Timeout #1 by Carolina Panthers,,
2,0:44,2,13,CAR 16,3,5,Sam Darnold pass complete to Keith Kirkwood for 7 yards (tackle by Logan Ryan and Tae Crowder),-0.870,-0.560
2,0:25,3,7,CAR 23,3,5,Sam Darnold pass incomplete deep right intended for Keith Kirkwood (defended by Xavier McKinney),-0.560,-1.830
2,0:18,4,7,CAR 23,3,5,"Ryan Winslow punts 46 yards, returned by Jabrill Peppers for no gain (tackle by Clay Johnston). Penalty on Darnay Holmes: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.830,-0.340
2,0:08,1,10,NYG 21,3,5,Daniel Jones kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,3,5,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,3,5,Daniel Jones pass incomplete short middle intended for Darius Slayton (defended by Donte Jackson),0.610,0.060
3,14:56,2,10,NYG 25,3,5,Daniel Jones left end for -2 yards (tackle by Brian Burns and DaQuan Jones),0.060,-0.890
3,14:14,3,12,NYG 23,3,5,Daniel Jones sacked by Derrick Brown for -10 yards,-0.890,-2.490
3,13:44,4,22,NYG 13,3,5,Riley Dixon punts 50 yards out of bounds,-2.490,-1.400
3,13:38,1,10,CAR 37,3,5,Chuba Hubbard left end for no gain (tackle by Benardrick McKinney and Leonard Williams),1.400,0.860
3,13:00,2,10,CAR 37,3,5,Sam Darnold pass complete short middle to D.J. Moore for 13 yards (tackle by Logan Ryan),0.860,2.260
3,12:28,1,10,NYG 50,3,5,Sam Darnold pass complete short right to Chuba Hubbard for 7 yards (tackle by Jabrill Peppers),2.260,2.660
3,11:51,2,3,NYG 43,3,5,Chuba Hubbard up the middle for 1 yard (tackle by Benardrick McKinney),2.660,2.080
3,11:08,3,2,NYG 42,3,5,Sam Darnold sacked by and Azeez Ojulari for -8 yards and Leonard Williams for -8 yards,2.080,-0.060
3,10:37,4,10,NYG 50,3,5,"Ryan Winslow punts 32 yards, returned by Jabrill Peppers for 6 yards (tackle by Kenny Robinson). Penalty on Keion Crossen: Offensive Holding, 10 yards (accepted)",-0.060,0.280
3,10:27,1,10,NYG 14,3,5,Devontae Booker up the middle for -2 yards (tackle by Derrick Brown and Haason Reddick),-0.280,-0.930
3,9:58,2,12,NYG 12,3,5,Daniel Jones pass incomplete short left intended for Devontae Booker,-0.930,-1.650
3,9:54,3,12,NYG 12,3,5,Daniel Jones pass complete short right to Evan Engram for 8 yards (tackle by Jeremy Chinn and Kenny Robinson),-1.650,-2.030
3,9:17,4,4,NYG 20,3,5,"Riley Dixon punts 51 yards, returned by Alex Erickson for 4 yards (tackle by Nate Ebner and Cam Brown)",-2.030,-1.140
3,9:06,1,10,CAR 33,3,5,Sam Darnold pass complete short left to Robbie Anderson for 5 yards (tackle by Adoree' Jackson),1.140,1.270
3,8:30,2,5,CAR 38,3,5,Chuba Hubbard right end for 3 yards (tackle by Quincy Roche and Leonard Williams),1.270,0.960
3,7:48,3,2,CAR 41,3,5,Sam Darnold pass incomplete short middle intended for Colin Thompson,0.960,-0.650
3,7:44,4,2,CAR 41,3,5,"Ryan Winslow punts 40 yards, returned by Jabrill Peppers for 6 yards (tackle by Sam Franklin and Frankie Luvu)",-0.650,-0.610
3,7:32,1,10,NYG 25,3,5,Daniel Jones pass complete to Darius Slayton for 15 yards,0.610,1.600
3,7:00,1,10,NYG 40,3,5,Daniel Jones pass complete short left to Dante Pettis for -4 yards (tackle by A.J. Bouye),1.600,0.510
3,6:24,2,14,NYG 36,3,5,Daniel Jones pass complete short right to Dante Pettis for 2 yards (tackle by Donte Jackson),0.510,0.100
3,5:39,3,12,NYG 38,3,5,Daniel Jones pass complete short right to Devontae Booker for 14 yards (tackle by Keith Taylor),0.100,2.390
3,4:54,1,10,CAR 48,3,5,Dante Pettis pass complete short right to Daniel Jones for 16 yards (tackle by Sean Chandler),2.390,3.450
3,4:12,1,10,CAR 32,3,5,Daniel Jones pass complete short right to Darius Slayton for 2 yards (tackle by Donte Jackson),3.450,3.170
3,3:43,2,8,CAR 30,3,5,Daniel Jones left tackle for 7 yards (tackle by Sean Chandler),3.170,3.400
3,3:05,3,1,CAR 23,3,5,Devontae Booker right end for 11 yards (tackle by Jeremy Chinn and Sean Chandler),3.400,4.780
3,2:30,1,10,CAR 12,3,5,Daniel Jones up the middle for 3 yards (tackle by Derrick Brown and Clay Johnston),4.780,4.640
3,1:47,2,7,CAR 9,3,5,Devontae Booker left guard for 4 yards (tackle by Stantley Thomas-Oliver and Clay Johnston),4.640,4.610
3,1:05,3,3,CAR 5,3,11,"Daniel Jones pass complete short right to Dante Pettis for 5 yards, touchdown Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",4.610,7.000
3,0:59,,,CAR 15,3,12,Graham Gano kicks extra point good,0.000,0.000
3,0:59,,,NYG 35,3,12,"Graham Gano kicks off 56 yards, returned by Ameer Abdullah for 10 yards (tackle by Cam Brown and Keion Crossen)",0.000,0.150
3,0:56,1,10,CAR 19,3,12,Sam Darnold pass incomplete deep right intended for D.J. Moore,0.150,-0.390
3,0:51,2,10,CAR 19,3,12,Sam Darnold pass complete short middle to D.J. Moore for 1 yard (tackle by Adoree' Jackson),-0.390,-0.940
3,0:15,3,9,CAR 20,3,12,Sam Darnold sacked by Leonard Williams for no gain,-0.940,-2.030
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,CAR 20,3,12,Ryan Winslow punts 34 yards downed by Kenny Robinson,-2.030,-1.990
4,14:51,1,10,NYG 46,3,12,Daniel Jones pass complete short left to Evan Engram for 8 yards (tackle by Donte Jackson),1.990,2.530
4,14:16,2,2,CAR 46,3,12,Devontae Booker left guard for 2 yards (tackle by Derrick Brown),2.530,2.650
4,13:31,1,10,CAR 44,3,12,Daniel Jones pass incomplete short right intended for Darius Slayton,2.650,2.110
4,13:26,2,10,CAR 44,3,12,Daniel Jones pass incomplete deep middle intended for Darius Slayton,2.110,1.420
4,13:20,,,,,,Timeout #1 by New York Giants,,
4,13:20,3,10,CAR 44,3,12,Daniel Jones pass complete short right to Dante Pettis for 9 yards,1.420,1.000
4,12:47,4,1,CAR 35,3,15,Graham Gano 53 yard field goal good,1.000,3.000
4,12:41,,,NYG 35,3,15,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,12:41,1,10,CAR 25,3,15,P.J. Walker pass incomplete short right intended for Royce Freeman (defended by Oshane Ximines),0.610,0.060
4,12:37,2,10,CAR 25,3,15,"P.J. Walker pass complete to D.J. Moore for no gain (tackle by Xavier McKinney). Penalty on Dennis Daley: Offensive Holding, 10 yards (accepted) (no play)",0.060,-1.430
4,12:13,2,20,CAR 15,3,15,P.J. Walker pass incomplete deep right intended for Robbie Anderson,-1.430,-2.350
4,12:08,3,20,CAR 15,3,15,P.J. Walker sacked by Dexter Lawrence for -6 yards,-2.350,-2.490
4,11:34,4,26,CAR 9,3,15,"Ryan Winslow punts 39 yards, returned by Dante Pettis for no gain (tackle by Sean Chandler). Penalty on Darnay Holmes: Offensive Holding, 10 yards (accepted)",-2.490,-1.730
4,11:26,1,10,NYG 42,3,15,"Daniel Jones pass complete to Collin Johnson for no gain. Penalty on Keith Taylor: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.730,2.060
4,11:02,1,10,NYG 47,3,15,Devontae Booker left guard for 3 yards (tackle by Morgan Fox and Derrick Brown),2.060,1.920
4,10:22,2,7,CAR 50,3,15,Devontae Booker right tackle for 6 yards (tackle by Jermaine Carter and Frankie Luvu),1.920,2.020
4,9:36,3,1,CAR 44,3,15,Elijhaa Penny right guard for 2 yards (tackle by Morgan Fox and DaQuan Jones),2.020,2.790
4,8:56,1,10,CAR 42,3,15,Daniel Jones pass incomplete short right intended for Evan Engram,2.790,2.240
4,8:51,2,10,CAR 42,3,15,Elijhaa Penny right guard for 2 yards (tackle by Derrick Brown and Yetur Gross-Matos),2.240,1.750
4,8:09,3,9,CAR 40,3,15,Daniel Jones pass complete to John Ross for 12 yards (tackle by Sean Chandler and Keith Taylor),1.750,3.710
4,7:23,1,10,CAR 28,3,15,Elijhaa Penny right tackle for -2 yards (tackle by Haason Reddick and Daviyon Nixon),3.710,2.900
4,6:40,2,12,CAR 30,3,15,Daniel Jones pass incomplete short left intended for Collin Johnson,2.900,2.210
4,6:36,3,12,CAR 30,3,15,Elijhaa Penny up the middle for 4 yards (tackle by Morgan Fox),2.210,1.740
4,5:58,4,8,CAR 26,3,18,Graham Gano 44 yard field goal good,1.740,3.000
4,5:54,,,NYG 35,3,18,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,5:54,1,10,CAR 25,3,18,P.J. Walker pass incomplete deep right intended for D.J. Moore,0.610,0.060
4,5:49,2,10,CAR 25,3,18,P.J. Walker pass incomplete short left intended for D.J. Moore,0.060,-0.620
4,5:45,3,10,CAR 25,3,18,P.J. Walker sacked by Azeez Ojulari for -6 yards,-0.620,-2.140
4,4:58,4,16,CAR 19,3,18,P.J. Walker pass incomplete deep left intended for Robbie Anderson,-2.140,-4.310
4,4:52,1,10,CAR 19,3,24,"Devontae Booker for 19 yards, touchdown",4.310,7.000
4,4:46,,,CAR 15,3,25,Graham Gano kicks extra point good,0.000,0.000
4,4:46,,,NYG 35,3,25,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,4:46,1,10,CAR 25,3,25,P.J. Walker pass complete short left to Chuba Hubbard for 7 yards (tackle by Darnay Holmes and Tae Crowder),0.610,1.010
4,4:21,2,3,CAR 32,3,25,P.J. Walker pass complete short right to D.J. Moore for 7 yards (tackle by Darnay Holmes),1.010,1.530
4,4:00,1,10,CAR 39,3,25,P.J. Walker pass incomplete deep middle intended for Robbie Anderson,1.530,0.990
4,3:54,2,10,CAR 39,3,25,P.J. Walker pass incomplete short middle intended for Robbie Anderson,0.990,0.300
4,3:50,3,10,CAR 39,3,25,P.J. Walker pass incomplete deep left intended for Shi Smith (defended by Adoree' Jackson),0.300,-0.780
4,3:44,4,10,CAR 39,3,25,P.J. Walker scrambles up the middle for 13 yards (tackle by Julian Love),-0.780,2.390
4,3:17,1,10,NYG 48,3,25,P.J. Walker pass complete deep right to D.J. Moore for 19 yards (tackle by James Bradberry),2.390,3.640
4,3:11,1,10,NYG 29,3,25,P.J. Walker pass incomplete deep left intended for Keith Kirkwood,3.640,3.100
4,3:06,2,10,NYG 29,3,25,P.J. Walker pass incomplete short middle intended for Shi Smith,3.100,2.410
4,3:03,3,10,NYG 29,3,25,P.J. Walker pass incomplete short middle intended for Ian Thomas (defended by Logan Ryan) (defended by Tae Crowder),2.410,1.500
4,2:55,4,10,NYG 29,3,25,P.J. Walker sacked by Azeez Ojulari for -4 yards,1.500,-1.140
4,2:48,1,10,NYG 33,3,25,Elijhaa Penny right guard for no gain (tackle by Yetur Gross-Matos),1.140,0.590
4,2:03,2,10,NYG 33,3,25,Elijhaa Penny right tackle for 4 yards (tackle by Bravvion Roy and Clay Johnston),0.590,0.430
4,1:59,3,6,NYG 37,3,25,Elijhaa Penny right end for 9 yards (tackle by Jeremy Chinn),0.430,1.990
4,1:13,1,10,NYG 46,3,25,Daniel Jones kneels for -1 yards,1.990,1.320
4,0:38,2,11,NYG 45,3,25,Daniel Jones kneels for -1 yards,1.320,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
