Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,NYG 39,7,0,Antonio Gibson left guard for no gain (tackle by Tae Crowder),2.340,0.660
2,14:19,4,1,NYG 39,7,0,Taylor Heinicke up the middle for 2 yards (tackle by Leonard Williams and Dexter Lawrence),0.660,3.120
2,13:41,1,10,NYG 37,7,0,Antonio Gibson for 5 yards (tackle by Blake Martinez),3.120,3.250
2,13:12,2,5,NYG 32,7,0,Taylor Heinicke pass complete short middle to Antonio Gibson for 4 yards (tackle by Leonard Williams),3.250,3.070
2,12:44,3,1,NYG 28,7,0,Antonio Gibson for 1 yard (tackle by Austin Johnson),3.070,3.780
2,12:06,1,10,NYG 27,7,0,Taylor Heinicke pass complete deep left to Terry McLaurin for 16 yards (tackle by James Bradberry),3.780,4.840
2,11:22,1,10,NYG 11,7,6,"Taylor Heinicke pass complete short middle to Terry McLaurin for 11 yards, touchdown",4.840,7.000
2,11:16,,,NYG 15,7,7,Dustin Hopkins kicks extra point good,0.000,0.000
2,11:16,,,WAS 35,7,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,11:16,1,10,NYG 25,7,7,Daniel Jones pass incomplete deep middle intended for Kenny Golladay,0.610,0.060
2,11:11,2,10,NYG 25,7,7,Devontae Booker right end for 7 yards (tackle by Cole Holcomb),0.060,0.300
2,10:39,3,3,NYG 32,7,7,Daniel Jones sacked by Jonathan Allen for -7 yards,0.300,-1.700
2,9:54,4,10,NYG 25,7,7,"Riley Dixon punts 42 yards, fair catch by DeAndre Carter at WAS-33",-1.700,-1.140
2,9:47,1,10,WAS 33,7,7,"Taylor Heinicke pass complete short right to Logan Thomas for 3 yards (tackle by Austin Johnson). Penalty on Samuel Cosmi: Offensive Lowering the head to initiate contact, 15 yards (accepted)",1.140,0.340
2,9:39,1,22,WAS 21,7,7,Taylor Heinicke pass incomplete deep right intended for Terry McLaurin,0.340,-1.030
2,9:16,2,22,WAS 21,7,7,Taylor Heinicke pass incomplete deep right intended for Logan Thomas,-1.030,-1.680
2,9:12,3,22,WAS 21,7,7,Taylor Heinicke pass complete short middle to J.D. McKissic for 12 yards (tackle by Logan Ryan),-1.680,-1.180
2,8:35,4,10,WAS 33,7,7,"Penalty on Troy Apke: False Start, 5 yards (accepted) (no play)",-1.180,-1.500
2,8:28,4,15,WAS 28,7,7,Tress Way punts 50 yards downed by Khaleke Hudson,-1.500,-0.410
2,8:18,1,10,NYG 22,7,7,Daniel Jones pass complete short middle to Sterling Shepard for 4 yards (tackle by Kendall Fuller),0.410,0.410
2,7:51,2,6,NYG 26,7,7,Daniel Jones left end for 5 yards (tackle by Landon Collins),0.410,0.370
2,7:21,,,,,,Timeout #2 by New York Giants,,
2,7:21,3,1,NYG 31,7,7,Elijhaa Penny left guard for 3 yards (tackle by Montez Sweat),0.370,1.200
2,6:50,1,10,NYG 34,7,7,Daniel Jones pass complete short middle to Saquon Barkley for 8 yards (tackle by Cole Holcomb),1.200,1.740
2,6:19,2,2,NYG 42,7,7,"Daniel Jones left end for 46 yards. Penalty on C.J. Board: Offensive Holding, 10 yards (accepted)",1.740,4.110
2,6:08,1,10,WAS 22,7,7,Daniel Jones pass incomplete short left intended for Kenny Golladay (defended by William Jackson),4.110,3.560
2,6:04,2,10,WAS 22,7,7,"Daniel Jones pass incomplete intended for Kenny Golladay. Penalty on William Jackson: Defensive Pass Interference, 9 yards (accepted) (no play)",3.560,4.710
2,5:59,1,10,WAS 13,7,7,Daniel Jones pass complete short right to Sterling Shepard for 2 yards (tackle by Benjamin St-Juste),4.710,4.390
2,5:35,2,8,WAS 11,7,7,Saquon Barkley left guard for no gain (tackle by Chase Young and Bobby McCain),4.390,3.450
2,4:58,3,8,WAS 11,7,7,Daniel Jones pass complete to Sterling Shepard for 6 yards (tackle by Jamin Davis),3.450,3.030
2,4:12,4,2,WAS 5,10,7,Graham Gano 23 yard field goal good,3.030,3.000
2,4:09,,,NYG 35,10,7,"Graham Gano kicks off 65 yards, returned by DeAndre Carter for 16 yards (tackle by Keion Crossen)",0.000,-0.140
2,4:05,1,10,WAS 16,10,7,Antonio Gibson right guard for 10 yards (tackle by Adoree' Jackson),-0.140,0.670
2,3:31,1,10,WAS 26,10,7,Taylor Heinicke pass complete short right to Antonio Gibson for no gain (tackle by James Bradberry),0.670,0.130
2,2:54,2,10,WAS 26,10,7,Taylor Heinicke pass complete deep middle to Logan Thomas for 24 yards (tackle by Logan Ryan),0.130,2.260
2,2:25,1,10,WAS 50,10,7,Taylor Heinicke pass complete short left to Adam Humphries for 12 yards (tackle by Adoree' Jackson),2.260,3.050
2,2:06,1,10,NYG 38,10,7,Taylor Heinicke pass complete short right to Adam Humphries for 7 yards (tackle by Darnay Holmes),3.050,3.450
2,1:58,2,3,NYG 31,10,7,"J.D. McKissic left end for 2 yards (tackle by Lorenzo Carter) Replay Assistant challenged the first down ruling, and the play was upheld.",3.450,3.010
2,1:24,3,1,NYG 29,10,7,J.D. McKissic right guard for 2 yards (tackle by Austin Johnson),3.010,3.780
2,1:01,1,10,NYG 27,10,7,Taylor Heinicke pass complete short middle to J.D. McKissic for 6 yards (tackle by Tae Crowder and Logan Ryan),3.780,4.040
2,0:40,2,4,NYG 21,10,7,Taylor Heinicke pass complete short left to Terry McLaurin for 10 yards (tackle by James Bradberry),4.040,4.840
2,0:35,,,,,,Timeout #1 by Washington Football Team,,
2,0:35,1,10,NYG 11,10,7,Taylor Heinicke pass complete short right to Dyami Brown for 7 yards (tackle by Adoree' Jackson and Blake Martinez),4.840,5.470
2,0:30,,,,,,Timeout #2 by Washington Football Team,,
2,0:30,2,3,NYG 4,10,7,Taylor Heinicke up the middle for 2 yards (tackle by Leonard Williams),5.470,5.120
2,0:23,,,,,,Timeout #3 by Washington Football Team,,
2,0:23,,,,,,Timeout #3 by New York Giants,,
2,0:23,3,1,NYG 2,10,13,"J.D. McKissic left tackle for 2 yards, touchdown",5.120,7.000
2,0:21,,,NYG 15,10,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,0:21,,,WAS 35,10,14,"Dustin Hopkins kicks off 61 yards, returned by C.J. Board for 20 yards (tackle by Deshazor Everett)",0.000,0.540
2,0:15,1,10,NYG 24,10,14,Daniel Jones kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,10,14,Daniel Jones pass complete short middle to Sterling Shepard for 17 yards (tackle by Kendall Fuller),0.610,1.730
3,14:24,1,10,NYG 42,10,14,Daniel Jones pass complete short left to Kaden Smith for 3 yards (tackle by Landon Collins),1.730,1.590
3,13:49,2,7,NYG 45,10,14,"Penalty on Chase Young: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.590,2.270
3,13:37,2,2,NYG 50,10,14,Daniel Jones left end for 9 yards (tackle by Montez Sweat),2.270,2.850
3,12:59,1,10,WAS 41,10,14,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Cole Holcomb),2.850,2.850
3,12:17,2,6,WAS 37,10,14,Saquon Barkley for -1 yards (tackle by Jonathan Allen),2.850,2.020
3,11:34,3,7,WAS 38,10,14,"Daniel Jones pass complete short middle to Sterling Shepard for no gain (tackle by Benjamin St-Juste). Penalty on Landon Collins: Defensive Holding, 5 yards (accepted) (no play)",2.020,3.380
3,11:07,1,10,WAS 33,10,14,Saquon Barkley left end for -6 yards (tackle by Jonathan Bostic),3.380,2.030
3,10:31,2,16,WAS 39,10,14,Daniel Jones pass complete short left to Devontae Booker for 2 yards (tackle by Jonathan Bostic),2.030,1.620
3,9:50,3,14,WAS 37,10,14,Daniel Jones pass complete to Darius Slayton for 8 yards (tackle by Kendall Fuller),1.620,1.520
3,9:08,4,6,WAS 29,13,14,Graham Gano 47 yard field goal good,1.520,3.000
3,9:07,,,NYG 35,13,14,"Graham Gano kicks off 64 yards, returned by DeAndre Carter for 19 yards (tackle by Gary Brightwell). Penalty on Jaret Patterson: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.000,-0.380
3,9:02,1,10,WAS 10,13,14,Taylor Heinicke pass complete short left to Terry McLaurin for 4 yards (tackle by Jabrill Peppers and James Bradberry),-0.380,-0.460
3,8:24,2,6,WAS 14,13,14,Taylor Heinicke pass complete short middle to Logan Thomas for 4 yards (tackle by Tae Crowder),-0.460,-0.480
3,7:44,3,2,WAS 18,13,14,Taylor Heinicke pass incomplete deep right intended for Terry McLaurin,-0.480,-2.240
3,7:38,4,2,WAS 18,13,14,"Tress Way punts 47 yards, fair catch by C.J. Board at NYG-35",-2.240,-1.270
3,7:31,1,10,NYG 35,13,14,Daniel Jones pass incomplete deep right intended for Kenny Golladay (defended by Kendall Fuller),1.270,0.720
3,7:25,2,10,NYG 35,13,14,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",0.720,0.050
3,7:25,2,15,NYG 30,13,14,Saquon Barkley right tackle for 2 yards (tackle by Daron Payne),0.050,-0.360
3,6:45,3,13,NYG 32,13,14,"Daniel Jones pass incomplete short middle intended for Sterling Shepard. Penalty on Kendall Fuller: Defensive Pass Interference, 13 yards (accepted) (no play)",-0.360,1.930
3,6:40,1,10,NYG 45,13,14,Sterling Shepard right end for -9 yards (tackle by Chase Young),1.930,0.170
3,6:03,2,19,NYG 36,13,14,Daniel Jones pass complete short left to Kenny Golladay for 12 yards (tackle by Benjamin St-Juste),0.170,1.090
3,5:19,3,7,NYG 48,13,14,Daniel Jones pass complete deep middle to Sterling Shepard for 19 yards (tackle by Kamren Curl),1.090,3.380
3,4:52,1,10,WAS 33,13,14,Daniel Jones pass incomplete short middle intended for Kenny Golladay,3.380,2.840
3,4:48,2,10,WAS 33,19,14,"Daniel Jones pass complete deep left to Darius Slayton for 33 yards, touchdown",2.840,7.000
3,4:41,,,WAS 15,20,14,Graham Gano kicks extra point good,0.000,0.000
3,4:41,,,NYG 35,20,14,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,4:41,1,10,WAS 25,20,14,Antonio Gibson left end for 7 yards (tackle by James Bradberry),0.610,1.010
3,4:11,2,3,WAS 32,20,14,"Taylor Heinicke pass incomplete intended for Adam Humphries. Penalty on James Bradberry: Defensive Pass Interference, 21 yards (accepted) (no play)",1.010,2.460
3,4:05,1,10,NYG 47,20,14,Taylor Heinicke pass complete short right to Adam Humphries for 8 yards (tackle by Blake Martinez),2.460,2.990
3,3:47,2,2,NYG 39,20,14,Antonio Gibson right end for 14 yards (tackle by Logan Ryan),2.990,3.910
3,3:17,1,10,NYG 25,20,14,Taylor Heinicke pass incomplete deep right intended for Dyami Brown (defended by Adoree' Jackson),3.910,3.360
3,3:11,2,10,NYG 25,20,14,Antonio Gibson left guard for 3 yards (tackle by Austin Johnson and Darnay Holmes),3.360,3.070
3,2:30,3,7,NYG 22,20,14,"Taylor Heinicke pass complete short middle to Adam Humphries for no gain (tackle by Darnay Holmes). Penalty on Samuel Cosmi: Offensive Holding, 10 yards (accepted) (no play)",3.070,1.750
3,2:11,3,17,NYG 32,20,14,Taylor Heinicke scrambles left end for 1 yard (tackle by Jabrill Peppers),1.750,1.320
3,1:35,4,16,NYG 31,20,17,Dustin Hopkins 49 yard field goal good,1.320,3.000
3,1:30,,,WAS 35,20,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,1:30,1,10,NYG 25,20,17,Daniel Jones pass complete short right to Darius Slayton for 13 yards (tackle by Benjamin St-Juste),0.610,1.470
3,0:53,1,10,NYG 38,20,17,Daniel Jones pass complete short right to Kaden Smith for 21 yards (tackle by Landon Collins),1.470,2.850
3,0:27,1,10,WAS 41,20,17,"Daniel Jones pass incomplete short middle intended for Kenny Golladay. Penalty on Billy Price: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.850,2.520
3,0:22,1,15,WAS 46,20,17,Daniel Jones pass complete short right to Kenny Golladay for 10 yards (tackle by William Jackson),2.520,2.980
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,WAS 36,20,17,Daniel Jones sacked by Kendall Fuller for -6 yards,2.980,1.490
4,14:20,3,11,WAS 42,20,17,Daniel Jones pass complete short left to Sterling Shepard for 8 yards (tackle by Kendall Fuller),1.490,1.090
4,13:40,4,3,WAS 34,23,17,Graham Gano 52 yard field goal good,1.090,3.000
4,13:35,,,NYG 35,23,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,13:35,1,10,WAS 25,23,17,Taylor Heinicke pass complete short middle to Terry McLaurin for 18 yards (tackle by Logan Ryan),0.610,1.800
4,12:53,1,10,WAS 43,23,17,Antonio Gibson right end for 3 yards (tackle by Reggie Ragland and Blake Martinez),1.800,1.660
4,12:15,2,7,WAS 46,23,17,Taylor Heinicke pass complete short right to Terry McLaurin for 9 yards (tackle by Jabrill Peppers),1.660,2.590
4,11:54,1,10,NYG 45,23,17,Taylor Heinicke pass complete short left to Adam Humphries for no gain (tackle by Darnay Holmes),2.590,2.040
4,11:26,2,10,NYG 45,23,17,Taylor Heinicke pass complete short left to Adam Humphries for 3 yards (tackle by Oshane Ximines),2.040,1.750
4,10:44,3,7,NYG 42,23,17,Taylor Heinicke scrambles left end for 1 yard (tackle by Logan Ryan),1.750,0.530
4,10:44,4,6,NYG 41,23,17,"Penalty on James Bradberry: Defensive Holding, 5 yards (accepted) (no play)",0.530,3.180
4,10:25,1,10,NYG 36,23,17,Taylor Heinicke pass complete short middle to Terry McLaurin for 10 yards (tackle by Blake Martinez),3.180,3.840
4,9:40,1,10,NYG 26,23,17,Taylor Heinicke pass incomplete short left intended for Dyami Brown (defended by Adoree' Jackson),3.840,3.300
4,9:36,2,10,NYG 26,23,17,Taylor Heinicke pass incomplete deep right intended for Dyami Brown,3.300,2.610
4,9:31,3,10,NYG 26,23,17,Taylor Heinicke pass complete short right to Adam Humphries for 7 yards (tackle by Darnay Holmes),2.610,2.280
4,8:50,4,3,NYG 19,23,20,Dustin Hopkins 37 yard field goal good,2.280,3.000
4,8:46,,,WAS 35,23,20,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,8:46,1,10,NYG 25,23,20,Daniel Jones pass complete deep right to Sterling Shepard for 21 yards (tackle by Kendall Fuller),0.610,1.990
4,8:12,1,10,NYG 46,23,20,Saquon Barkley left guard for 7 yards (tackle by Jonathan Allen),1.990,2.400
4,7:45,2,3,WAS 47,23,20,Daniel Jones left guard for 2 yards (tackle by Jamin Davis and Cole Holcomb),2.400,1.950
4,7:01,3,1,WAS 45,23,20,Elijhaa Penny right guard for 2 yards (tackle by Jamin Davis),1.950,2.720
4,6:25,1,10,WAS 43,23,20,Daniel Jones pass incomplete deep middle intended for Darius Slayton,2.720,2.180
4,6:18,2,10,WAS 43,23,20,Saquon Barkley up the middle for 5 yards (tackle by Cole Holcomb),2.180,2.150
4,5:36,3,5,WAS 38,23,20,"Penalty on Nate Solder: False Start, 5 yards (accepted) (no play)",2.150,1.490
4,5:36,3,10,WAS 43,23,20,"Penalty on Andrew Thomas: False Start, 5 yards (accepted) (no play)",1.490,0.830
4,5:36,3,15,WAS 48,23,20,Daniel Jones scrambles left end for 11 yards (tackle by Landon Collins),0.830,0.790
4,4:55,4,4,WAS 37,26,20,Graham Gano 55 yard field goal good,0.790,3.000
4,4:50,,,NYG 35,26,20,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,4:50,1,10,WAS 25,26,20,Taylor Heinicke pass complete deep right to J.D. McKissic for 56 yards (tackle by Xavier McKinney),0.610,4.310
4,4:41,1,10,NYG 19,26,26,"Taylor Heinicke pass complete deep right to Ricky Seals-Jones for 19 yards, touchdown",4.310,7.000
4,4:33,,,NYG 15,26,27,Dustin Hopkins kicks extra point good,0.000,0.000
4,4:33,,,WAS 35,26,27,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,4:33,1,10,NYG 25,26,27,Daniel Jones pass incomplete short left intended for Kenny Golladay (defended by William Jackson),0.610,0.060
4,4:28,2,10,NYG 25,26,27,Daniel Jones pass complete short middle to Kyle Rudolph for 13 yards (tackle by Bobby McCain),0.060,1.470
4,4:00,1,10,NYG 38,26,27,Saquon Barkley right tackle for 1 yard (tackle by Jonathan Allen),1.470,1.060
4,3:32,2,9,NYG 39,26,27,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Benjamin St-Juste),1.060,0.370
4,3:27,3,9,NYG 39,26,27,Daniel Jones pass incomplete short right intended for Darius Slayton,0.370,-0.780
4,3:21,4,9,NYG 39,26,27,"Riley Dixon punts 53 yards, fair catch by DeAndre Carter at WAS-8",-0.780,0.380
4,3:13,1,10,WAS 8,26,27,Antonio Gibson right end for 11 yards (tackle by Blake Martinez and Xavier McKinney),-0.380,0.150
4,2:27,1,10,WAS 19,26,27,Antonio Gibson right end for 3 yards (tackle by Leonard Williams),0.150,0.070
4,2:22,,,,,,Timeout #1 by New York Giants,,
4,2:22,2,7,WAS 22,26,27,Taylor Heinicke pass short right intended for Terry McLaurin is intercepted by James Bradberry at WAS-25 and returned for 5 yards (tackle by Terry McLaurin),0.070,-4.240
4,2:16,1,10,WAS 20,26,27,Saquon Barkley right guard for 1 yard (tackle by Jamin Davis),4.240,3.820
4,2:12,,,,,,Timeout #1 by Washington Football Team,,
4,2:12,2,9,WAS 19,26,27,Saquon Barkley right guard for 2 yards (tackle by Kendall Fuller and Cole Holcomb),3.820,3.360
4,2:09,,,,,,Timeout #2 by Washington Football Team,,
4,2:09,3,7,WAS 17,26,27,Daniel Jones pass incomplete short middle intended for Sterling Shepard,3.360,2.310
4,2:05,4,7,WAS 17,29,27,Graham Gano 35 yard field goal good,2.310,3.000
4,2:00,,,NYG 35,29,27,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,2:00,1,10,WAS 25,29,27,Taylor Heinicke pass complete short left to J.D. McKissic for 2 yards (tackle by Jabrill Peppers),0.610,0.330
4,1:41,2,8,WAS 27,29,27,Taylor Heinicke pass incomplete short right intended for Adam Humphries,0.330,-0.360
4,1:37,3,8,WAS 27,29,27,Taylor Heinicke pass complete short right to J.D. McKissic for 7 yards (tackle by Darnay Holmes),-0.360,-1.110
4,1:16,4,1,WAS 34,29,27,J.D. McKissic right guard for 4 yards (tackle by Oshane Ximines and Blake Martinez),-1.110,1.470
4,0:59,1,10,WAS 38,29,27,Taylor Heinicke pass complete short right to Logan Thomas for 9 yards (tackle by Adoree' Jackson and Logan Ryan),1.470,2.140
4,0:39,2,1,WAS 47,29,27,"Penalty on Lorenzo Carter: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.140,2.390
4,0:39,,,,,,Timeout #2 by New York Giants,,
4,0:39,1,10,NYG 48,29,27,Taylor Heinicke pass incomplete short right intended for J.D. McKissic (defended by Jabrill Peppers),2.390,1.850
4,0:34,2,10,NYG 48,29,27,Taylor Heinicke pass complete short right to Dyami Brown for 5 yards (tackle by Adoree' Jackson),1.850,1.820
4,0:28,,,,,,Timeout #3 by Washington Football Team,,
4,0:28,,,,,,Timeout #3 by New York Giants,,
4,0:28,3,5,NYG 43,29,27,Taylor Heinicke pass complete short right to Adam Humphries for 7 yards (tackle by Darnay Holmes),1.820,3.180
4,0:24,1,10,NYG 36,29,27,"Taylor Heinicke pass complete to Terry McLaurin for 6 yards (tackle by James Bradberry) Replay Assistant challenged the pass completion ruling, and the play was upheld.",3.180,3.450
4,0:05,2,4,NYG 30,29,27,Taylor Heinicke spiked the ball,3.450,2.740
4,0:05,3,4,NYG 30,29,27,"Dustin Hopkins yard field goal no good. Penalty on Dexter Lawrence: Defensive Offside, 5 yards (accepted) (no play)",2.740,3.910
4,0:00,1,10,NYG 25,29,30,Dustin Hopkins 43 yard field goal good,3.910,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
