Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,SEA 4,0,7,Russell Wilson pass complete short right to D.K. Metcalf for no gain (tackle by Artie Burns),-0.630,-1.190
2,14:20,3,8,SEA 4,0,7,"Penalty on Duane Brown: False Start, 2 yards (accepted) (no play)",-1.190,-1.420
2,13:59,3,10,SEA 2,0,7,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,-1.420,-2.490
2,13:53,4,10,SEA 2,0,7,"Michael Dickson punts 41 yards, returned by Dazz Newsome for 28 yards (tackle by Penny Hart)",-2.490,-4.580
2,13:40,1,10,SEA 15,0,7,"David Montgomery right end for no gain (tackle by Sidney Jones and Jordyn Brooks). Penalty on J.P. Holtz: Offensive Holding, 10 yards (accepted) (no play)",4.580,3.910
2,13:12,1,20,SEA 25,0,7,Nick Foles pass complete short right to Marquise Goodwin for 15 yards (tackle by Bobby Wagner and Sidney Jones),3.910,4.840
2,12:29,2,5,SEA 10,0,7,Darnell Mooney left end for no gain (tackle by John Reid),4.840,4.000
2,11:45,3,5,SEA 10,0,7,Nick Foles pass complete short right to David Montgomery for 9 yards (tackle by Sidney Jones and Poona Ford),4.000,6.970
2,11:01,1,1,SEA 1,0,7,David Montgomery up the middle for no gain (tackle by Al Woods and Bobby Wagner),6.970,5.910
2,10:17,2,1,SEA 1,6,7,"David Montgomery up the middle for 1 yard, touchdown",5.910,7.000
2,10:15,,,SEA 15,7,7,Cairo Santos kicks extra point good,0.000,0.000
2,10:15,,,CHI 35,7,7,"Cairo Santos kicks off 62 yards, returned by DeeJay Dallas for 23 yards (tackle by Ledarius Mack)",0.000,0.670
2,10:10,1,10,SEA 26,7,7,Rashaad Penny right tackle for 3 yards (tackle by Sam Kamara and Roquan Smith),0.670,0.540
2,9:39,2,7,SEA 29,7,7,Rashaad Penny up the middle for 2 yards (tackle by Roquan Smith and Khyiris Tonga),0.540,0.100
2,8:58,3,5,SEA 31,7,7,Russell Wilson pass complete short right to Gerald Everett for 9 yards (tackle by Duke Shelley),0.100,1.600
2,8:34,1,10,SEA 40,7,7,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by Kindle Vildor),1.600,2.130
2,7:55,2,2,SEA 48,7,7,Russell Wilson pass incomplete short left intended for Gerald Everett,2.130,1.420
2,7:51,3,2,SEA 48,7,7,Russell Wilson pass complete short middle to Gerald Everett for 9 yards (tackle by Roquan Smith),1.420,2.720
2,7:09,1,10,CHI 43,7,7,Rashaad Penny right tackle for 6 yards (tackle by Angelo Blackson),2.720,2.990
2,6:33,2,4,CHI 37,7,7,DeeJay Dallas up the middle for 5 yards (tackle by Bilal Nichols and Alec Ogletree),2.990,3.450
2,5:51,1,10,CHI 32,7,7,"DeeJay Dallas left end for 7 yards (tackle by Alec Ogletree and Deon Bush). Penalty on Angelo Blackson: Illegal Use of Hands / Defense, 5 yards (accepted)",3.450,4.240
2,5:18,,,,,,Timeout #1 by Seattle Seahawks,,
2,5:18,1,10,CHI 20,7,7,Russell Wilson pass incomplete deep middle intended for Colby Parkinson (defended by Alec Ogletree),4.240,3.690
2,5:14,2,10,CHI 20,7,7,"Russell Wilson pass complete short right to D'Wayne Eskridge for 13 yards (tackle by Kindle Vildor). Penalty on Teez Tabor: Unnecessary Roughness / Defense, 4 yards (accepted)",3.690,6.510
2,4:51,1,3,CHI 3,7,13,"Rashaad Penny left guard for 3 yards, touchdown",6.510,7.000
2,4:47,,,CHI 15,7,14,Jason Myers kicks extra point good,0.000,0.000
2,4:47,,,SEA 35,7,14,"Jason Myers kicks off 62 yards, returned by Khalil Herbert for 30 yards (tackle by Nigel Warrior)",0.000,1.140
2,4:40,1,10,CHI 33,7,14,David Montgomery up the middle for -2 yards (tackle by L.J. Collier and Ryan Neal),1.140,0.320
2,3:54,2,12,CHI 31,7,14,"Nick Foles sacked by Carlos Dunlap for no gain. Nick Foles fumbles (forced by Carlos Dunlap), recovered by Ugo Amadi at CHI-29 Replay Assistant challenged the fumble ruling, and the original play was overturned. Nick Foles pass incomplete short right intended for David Montgomery (defended by Carlos Dunlap)",0.320,-0.360
2,3:51,3,12,CHI 31,7,14,Nick Foles pass complete short left to Cole Kmet for 15 yards (tackle by John Reid and Bobby Wagner),-0.360,1.990
2,3:03,1,10,CHI 46,7,14,Nick Foles pass incomplete deep left intended for Darnell Mooney (defended by Jordyn Brooks),1.990,1.450
2,2:56,2,10,CHI 46,7,14,"David Montgomery left guard for no gain (tackle by Ryan Neal and Jordyn Brooks). Penalty on Sam Mustipher: Offensive Holding, 10 yards (accepted) (no play)",1.450,0.100
2,2:24,2,20,CHI 36,7,14,"Khalil Herbert right end for 1 yard (tackle by Ugo Amadi). Penalty on Dazz Newsome: Illegal Motion, 5 yards (declined)",0.100,-0.430
2,2:00,3,19,CHI 37,7,14,Nick Foles pass complete short right to Khalil Herbert for 7 yards (tackle by Jordyn Brooks and Sidney Jones),-0.430,-0.460
2,1:11,4,12,CHI 44,7,14,Pat O'Donnell punts 28 yards downed by Caleb Johnson,-0.460,-0.810
2,1:02,1,10,SEA 28,7,14,Russell Wilson pass complete short right to DeeJay Dallas for 13 yards (tackle by Eddie Jackson),0.810,1.660
2,0:54,1,10,SEA 41,7,14,Russell Wilson scrambles left end for 10 yards (tackle by Duke Shelley),1.660,2.320
2,0:47,1,10,CHI 49,7,14,Russell Wilson pass complete short right to Gerald Everett for 26 yards (tackle by Eddie Jackson),2.320,4.040
2,0:39,1,10,CHI 23,7,14,Russell Wilson pass complete short middle to DeeJay Dallas for 3 yards (tackle by Roquan Smith),4.040,3.900
2,0:34,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:34,2,7,CHI 20,7,14,Russell Wilson pass incomplete deep left intended for D'Wayne Eskridge (defended by Artie Burns),3.900,3.200
2,0:28,3,7,CHI 20,7,14,Russell Wilson pass complete short right to DeeJay Dallas for 3 yards (tackle by Eddie Jackson),3.200,2.390
2,0:22,4,4,CHI 17,7,17,Jason Myers 36 yard field goal good,2.390,3.000
2,0:17,,,SEA 35,7,17,"Jason Myers kicks off 60 yards, returned by Khalil Herbert for 20 yards (tackle by Cody Barton and Nick Bellore)",0.000,0.610
2,0:10,1,10,CHI 25,7,17,Damien Williams up the middle for 12 yards (tackle by Carlos Dunlap),0.610,1.400
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,17,"Jason Myers kicks off 53 yards, returned by Khalil Herbert for 8 yards (tackle by DeeJay Dallas and Penny Hart)",0.000,0.280
3,14:53,1,10,CHI 20,7,17,Nick Foles scrambles left end for 8 yards (tackle by Al Woods),0.280,0.810
3,14:18,2,2,CHI 28,7,17,David Montgomery left tackle for 3 yards (tackle by Benson Mayowa and Jordyn Brooks),0.810,1.000
3,13:38,1,10,CHI 31,7,17,David Montgomery right tackle for -4 yards (tackle by Darrell Taylor),1.000,-0.080
3,12:53,2,14,CHI 27,7,17,Nick Foles sacked by Rasheem Green for -6 yards,-0.080,-1.550
3,12:06,3,20,CHI 21,7,17,Nick Foles pass incomplete short left intended for Dazz Newsome,-1.550,-1.960
3,12:00,4,20,CHI 21,7,17,"Pat O'Donnell punts 43 yards, returned by Freddie Swain for 15 yards (tackle by Patrick Scales)",-1.960,-2.320
3,11:51,1,10,CHI 49,7,17,Russell Wilson pass incomplete deep left intended for Tyler Lockett (defended by Deon Bush),2.320,1.780
3,11:43,2,10,CHI 49,7,17,Rashaad Penny right guard for 6 yards (tackle by Robert Quinn and Deon Bush),1.780,1.880
3,11:09,3,4,CHI 43,7,17,Russell Wilson pass incomplete short left intended for D.K. Metcalf,1.880,0.400
3,11:04,4,4,CHI 43,7,17,"Michael Dickson punts 25 yards, fair catch by Dazz Newsome at CHI-18",0.400,-0.040
3,10:57,1,10,CHI 18,7,17,"Nick Foles pass incomplete deep left intended for Marquise Goodwin. Penalty on John Reid: Defensive Pass Interference, 21 yards (accepted) (no play)",0.040,1.530
3,10:51,1,10,CHI 39,7,17,David Montgomery up the middle for 4 yards (tackle by Al Woods),1.530,1.530
3,10:19,2,6,CHI 43,7,17,Nick Foles pass complete short right to Darnell Mooney for 5 yards (tackle by Quandre Diggs),1.530,1.490
3,9:51,3,1,CHI 48,7,17,David Montgomery up the middle for 4 yards (tackle by Poona Ford and Myles Adams),1.490,2.390
3,9:10,1,10,SEA 48,7,17,David Montgomery up the middle for -1 yards (tackle by Alton Robinson and Myles Adams),2.390,1.710
3,8:26,2,11,SEA 49,7,17,Nick Foles pass complete short right to David Montgomery for 16 yards (tackle by Jordyn Brooks),1.710,3.380
3,7:46,1,10,SEA 33,7,17,David Montgomery up the middle for 9 yards (tackle by Jordyn Brooks and Ryan Neal),3.380,4.050
3,7:13,2,1,SEA 24,7,17,Nick Foles pass incomplete deep left intended for Darnell Mooney,4.050,3.340
3,7:06,3,1,SEA 24,7,17,David Montgomery right end for 2 yards (tackle by Bobby Wagner and Sidney Jones),3.340,4.110
3,6:22,1,10,SEA 22,7,17,Nick Foles pass complete short middle to Damien Williams for 2 yards (tackle by Poona Ford and Myles Adams),4.110,3.830
3,5:36,2,8,SEA 20,13,17,"Khalil Herbert left tackle for 20 yards, touchdown",3.830,7.000
3,5:30,,,SEA 15,14,17,Cairo Santos kicks extra point good,0.000,0.000
3,5:30,,,CHI 35,14,17,"Cairo Santos kicks off 66 yards, returned by DeeJay Dallas for 40 yards (tackle by Thomas Graham and Marqui Christian)",0.000,1.530
3,5:22,1,10,SEA 39,14,17,Rashaad Penny left guard for 2 yards (tackle by Alec Ogletree and Trevis Gipson),1.530,1.260
3,4:47,2,8,SEA 41,14,17,Rashaad Penny up the middle for 32 yards (tackle by Eddie Jackson),1.260,3.780
3,4:13,1,10,CHI 27,14,17,Rashaad Penny right tackle for 3 yards (tackle by Deon Bush),3.780,3.640
3,3:38,2,7,CHI 24,14,23,"Russell Wilson pass complete deep right to Gerald Everett for 24 yards, touchdown",3.640,7.000
3,3:32,,,CHI 15,14,24,Jason Myers kicks extra point good,0.000,0.000
3,3:32,,,SEA 35,14,24,"Jason Myers kicks off 54 yards, returned by Khalil Herbert for 14 yards (tackle by Cody Barton and Travis Homer)",0.000,0.610
3,3:28,1,10,CHI 25,14,24,Nick Foles pass complete short left to Jimmy Graham for 15 yards (tackle by Jordyn Brooks and John Reid),0.610,1.600
3,2:48,1,10,CHI 40,14,24,Nick Foles pass complete short middle to Darnell Mooney for 16 yards (tackle by Quandre Diggs and John Reid),1.600,2.650
3,2:03,1,10,SEA 44,14,24,Nick Foles pass complete short middle to David Montgomery for 10 yards (tackle by Bobby Wagner),2.650,3.310
3,1:20,1,10,SEA 34,14,24,David Montgomery up the middle for 3 yards (tackle by Robert Nkemdiche and Ryan Neal),3.310,3.180
3,0:39,2,7,SEA 31,14,24,Nick Foles pass complete short right to Cole Kmet for 16 yards (tackle by Carlos Dunlap),3.180,4.580
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 15,14,24,Nick Foles sacked by Carlos Dunlap for -5 yards,4.580,3.350
4,14:16,2,15,SEA 20,14,24,Nick Foles pass complete short middle to Cole Kmet for 14 yards (tackle by Ryan Neal),3.350,4.900
4,13:28,3,1,SEA 6,14,24,Nick Foles up the middle for no gain (tackle by Poona Ford),4.900,3.020
4,12:42,4,1,SEA 6,14,24,"Nick Foles up the middle for 1 yard (tackle by Al Woods) SEA challenged the first down ruling, and the play was upheld.",3.020,6.060
4,12:14,1,5,SEA 5,14,24,David Montgomery right tackle for -1 yards (tackle by Benson Mayowa),6.060,4.950
4,11:34,2,6,SEA 6,14,24,Nick Foles sacked by Rasheem Green for -6 yards,4.950,3.100
4,10:51,3,12,SEA 12,14,24,"Penalty on Germain Ifedi: False Start, 5 yards (accepted) (no play)",3.100,2.740
4,10:51,3,17,SEA 17,14,24,Nick Foles pass incomplete short left intended for David Montgomery,2.740,2.310
4,10:46,4,17,SEA 17,17,24,Cairo Santos 35 yard field goal good,2.310,3.000
4,10:42,,,CHI 35,17,24,"Cairo Santos kicks off 46 yards, returned by Colby Parkinson for 13 yards (tackle by Marqui Christian and Caleb Johnson)",0.000,1.070
4,10:38,1,10,SEA 32,17,24,"D'Wayne Eskridge right end for 7 yards (tackle by Thomas Graham). Penalty on Alec Ogletree: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",1.070,2.520
4,10:16,1,10,CHI 46,17,24,Russell Wilson pass incomplete short right intended for Rashaad Penny (defended by Bruce Irvin),2.520,1.980
4,10:12,2,10,CHI 46,17,24,Rashaad Penny up the middle for 32 yards (tackle by Deon Bush),1.980,4.650
4,9:27,1,10,CHI 14,17,24,Russell Wilson left end for 3 yards (tackle by Duke Shelley),4.650,4.520
4,8:48,2,7,CHI 11,17,24,DeeJay Dallas up the middle for 3 yards (tackle by Alec Ogletree and Bruce Irvin),4.520,4.280
4,8:10,3,4,CHI 8,17,24,Russell Wilson sacked by Robert Quinn for -13 yards,4.280,2.060
4,7:23,4,17,CHI 21,17,24,Jason Myers 39 yard field goal no good,2.060,-0.870
4,7:18,1,10,CHI 29,17,24,Nick Foles pass complete short left to Damiere Byrd for 11 yards (tackle by John Reid),0.870,1.600
4,6:44,1,10,CHI 40,17,24,David Montgomery up the middle for 1 yard (tackle by Benson Mayowa),1.600,1.190
4,5:58,2,9,CHI 41,17,24,Nick Foles pass complete short middle to Darnell Mooney for 5 yards (tackle by Bobby Wagner),1.190,1.160
4,5:13,3,4,CHI 46,17,24,Nick Foles pass incomplete short left intended for Darnell Mooney (defended by John Reid),1.160,-0.320
4,5:09,4,4,CHI 46,17,24,Nick Foles pass incomplete deep left intended for Damien Williams,-0.320,-2.520
4,5:01,1,10,CHI 46,17,24,Rashaad Penny up the middle for 7 yards (tackle by Eddie Jackson),2.520,2.920
4,4:17,2,3,CHI 39,17,24,Russell Wilson pass complete short right to Freddie Swain for 9 yards (tackle by Eddie Jackson),2.920,3.580
4,4:12,1,10,CHI 30,17,24,Rashaad Penny up the middle for 2 yards (tackle by Alec Ogletree and Roquan Smith),3.580,3.300
4,3:23,2,8,CHI 28,17,24,"Rashaad Penny up the middle for no gain (tackle by Angelo Blackson and Trevis Gipson). Penalty on Colby Parkinson: Offensive Holding, 10 yards (accepted) (no play)",3.300,1.950
4,3:16,2,18,CHI 38,17,24,Russell Wilson pass complete short middle to D'Wayne Eskridge for -3 yards (tackle by Thomas Graham),1.950,0.890
4,3:07,,,,,,Timeout #1 by Chicago Bears,,
4,3:07,3,21,CHI 41,17,24,Russell Wilson pass incomplete short right intended for Freddie Swain (defended by Thomas Graham),0.890,0.530
4,3:03,4,21,CHI 41,17,24,"Penalty on SEA: Delay of Game, 5 yards (declined) (no play)",0.530,0.530
4,3:03,4,21,CHI 41,17,24,"Michael Dickson punts 41 yards, touchback.",0.530,-0.280
4,2:56,1,10,CHI 20,17,24,"Nick Foles pass complete short middle to Darnell Mooney for 30 yards (tackle by Quandre Diggs). Penalty on Darrell Taylor: Roughing the Passer, 15 yards (accepted)",0.280,3.250
4,2:46,1,10,SEA 35,17,24,Nick Foles pass complete short left to David Montgomery for 10 yards (tackle by Ugo Amadi),3.250,3.910
4,2:19,1,10,SEA 25,17,24,Nick Foles pass complete short middle to David Montgomery for 14 yards (tackle by Bobby Wagner),3.910,4.840
4,2:00,1,10,SEA 11,17,24,"Nick Foles sacked by Carlos Dunlap for -4 yards. Nick Foles fumbles (forced by Carlos Dunlap), recovered by Germain Ifedi at SEA-15 (tackle by Carlos Dunlap)",4.840,3.560
4,1:13,2,14,SEA 15,17,24,Nick Foles pass incomplete short middle intended for Cole Kmet,3.560,2.970
4,1:07,3,14,SEA 15,23,24,"Nick Foles pass complete short left to Jimmy Graham for 15 yards, touchdown",2.970,7.000
4,1:01,,,SEA 2,25,24,Two Point Attempt: Nick Foles pass complete to to Damiere Byrd for no gain,1.000,1.000
4,1:01,,,CHI 35,25,24,"Cairo Santos kicks off 54 yards, returned by DeeJay Dallas for 16 yards (tackle by Nsimba Webster and Dazz Newsome)",0.000,0.740
4,0:53,1,10,SEA 27,25,24,Russell Wilson pass complete short right to DeeJay Dallas for 4 yards (tackle by Deon Bush),0.740,0.740
4,0:48,2,6,SEA 31,25,24,"Russell Wilson scrambles up the middle for no gain (tackle by Roquan Smith). Penalty on Jake Curhan: Offensive Holding, 10 yards (accepted) (no play)",0.740,-0.610
4,0:42,,,,,,Timeout #2 by Chicago Bears,,
4,0:42,2,16,SEA 21,25,24,Russell Wilson pass incomplete short right intended for Tyler Lockett,-0.610,-1.290
4,0:38,3,16,SEA 21,25,24,Russell Wilson pass complete short right to Tyler Lockett for 15 yards (tackle by Roquan Smith),-1.290,-0.980
4,0:31,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:31,4,1,SEA 36,25,24,"Penalty on Gerald Everett: False Start, 4 yards (accepted) (no play)",-0.980,-1.240
4,0:31,4,5,SEA 32,25,24,"Russell Wilson scrambles left end for 4 yards (tackle by Eddie Jackson). Penalty on Duke Shelley: Defensive Holding, 5 yards (offset) . Penalty on Damien Lewis: Offensive Holding, 10 yards (offset) (no play)",-1.240,-1.240
4,0:21,4,5,SEA 32,25,24,Russell Wilson pass incomplete short right intended for Tyler Lockett,-1.240,-3.450
4,0:17,1,10,SEA 32,25,24,"Penalty on Bruce Irvin: Unsportsmanlike Conduct / Defense, 14 yards (accepted) (no play)",3.450,2.520
4,0:17,1,10,SEA 46,25,24,Nick Foles kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
