Quarter,Time,Down,ToGo,Location,LAR,IND,Detail,EPB,EPA
2,9:35,2,1,LAR 14,7,3,Darrell Henderson left end for 13 yards (tackle by Isaiah Rodgers and Bobby Okereke),-0.100,0.740
2,9:06,1,10,LAR 27,7,3,Matthew Stafford pass complete short left to Darrell Henderson for 4 yards (tackle by Kenny Moore),0.740,0.740
2,8:26,2,6,LAR 31,7,3,Darrell Henderson left guard for 2 yards (tackle by Khari Willis),0.740,0.300
2,7:42,3,4,LAR 33,7,3,Matthew Stafford pass complete short right to Tyler Higbee for 8 yards (tackle by Kenny Moore and Shaquille Leonard),0.300,1.660
2,6:58,1,10,LAR 41,7,3,Matthew Stafford right guard for -4 yards (tackle by Grover Stewart and Taylor Stallworth),1.660,0.580
2,6:14,2,14,LAR 37,7,3,Matthew Stafford pass complete short middle to Robert Woods for 16 yards (tackle by Isaiah Rodgers),0.580,2.460
2,5:25,1,10,IND 47,7,3,Darrell Henderson left guard for 3 yards (tackle by Kwity Paye),2.460,2.320
2,5:02,2,7,IND 44,7,3,Robert Woods left end for -3 yards (tackle by Rock Ya-Sin and Bobby Okereke),2.320,1.220
2,4:28,3,10,IND 47,7,3,Matthew Stafford pass complete short left to Cooper Kupp for 11 yards (tackle by Kenny Moore),1.220,3.180
2,3:42,1,10,IND 36,7,3,Matthew Stafford scrambles right end for 5 yards (tackle by Kenny Moore),3.180,3.310
2,2:59,2,5,IND 31,7,3,Matthew Stafford pass complete short left to Cooper Kupp for 14 yards (tackle by Kenny Moore),3.310,4.440
2,2:21,1,10,IND 17,7,3,Matthew Stafford pass incomplete short right intended for Darrell Henderson,4.440,3.850
2,2:16,2,10,IND 17,7,3,Darrell Henderson right tackle for 1 yard (tackle by Al-Quadin Muhammad and Taylor Stallworth),3.850,3.190
2,2:00,3,9,IND 16,7,3,Matthew Stafford pass incomplete deep left intended for Robert Woods (defended by DeForest Buckner),3.190,2.380
2,1:55,4,9,IND 16,10,3,Matt Gay 34 yard field goal good,2.380,3.000
2,1:51,,,LAR 35,10,3,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,1:51,1,10,IND 25,10,3,Carson Wentz pass complete short left to Jack Doyle for 13 yards (tackle by Darious Williams),0.610,1.470
2,1:28,1,10,IND 38,10,3,Carson Wentz pass incomplete short right,1.470,0.920
2,1:19,2,10,IND 38,10,3,Carson Wentz pass complete short left to Nyheim Hines for 7 yards (tackle by Kenny Young),0.920,1.290
2,0:52,3,2,IND 46,10,3,Nyheim Hines right guard for 5 yards (tackle by Taylor Rapp),1.290,2.260
2,0:46,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:46,1,10,IND 50,10,3,Carson Wentz scrambles right end for 12 yards (tackle by David Long),2.260,3.050
2,0:38,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:38,1,10,LAR 38,10,3,Carson Wentz pass complete short left to Michael Pittman for 3 yards (tackle by Darious Williams),3.050,2.910
2,0:21,2,7,LAR 35,10,3,Carson Wentz pass complete short left to Zach Pascal for 7 yards (tackle by Jalen Ramsey),2.910,3.710
2,0:16,1,10,LAR 28,10,3,Carson Wentz pass incomplete deep middle intended for Ashton Dulin,3.710,3.170
2,0:07,,,,,,Timeout #1 by Los Angeles Rams,,
2,0:07,2,10,LAR 28,10,3,Carson Wentz pass incomplete deep left intended for Mike Strachan,3.170,2.480
2,0:02,3,10,LAR 28,10,6,Rodrigo Blankenship 46 yard field goal good,2.480,3.000
Quarter,Time,Down,ToGo,Location,LAR,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,10,6,"Rigoberto Sanchez kicks off 60 yards, returned by Jake Funk for 21 yards (tackle by George Odum and Jordan Glasgow)",0.000,0.670
3,14:56,1,10,LAR 26,10,6,Matthew Stafford pass incomplete short right intended for Robert Woods,0.670,0.130
3,14:53,2,10,LAR 26,10,6,Matthew Stafford pass complete short left to Cooper Kupp for 43 yards (tackle by Julian Blackmon),0.130,3.510
3,14:16,1,10,IND 31,10,6,Robert Woods right end for 9 yards (tackle by Julian Blackmon),3.510,4.180
3,13:37,2,1,IND 22,10,6,Darrell Henderson left tackle for 10 yards (tackle by DeForest Buckner and Grover Stewart),4.180,4.780
3,12:56,1,10,IND 12,10,6,Darrell Henderson up the middle for 6 yards (tackle by Khari Willis),4.780,5.210
3,12:20,2,4,IND 6,10,6,Darrell Henderson left tackle for 4 yards (tackle by Rock Ya-Sin),5.210,6.740
3,11:41,1,2,IND 2,16,6,"Darrell Henderson left tackle for 2 yards, touchdown",6.740,7.000
3,11:36,,,IND 15,17,6,Matt Gay kicks extra point good,0.000,0.000
3,11:36,,,LAR 35,17,6,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,11:36,1,10,IND 25,17,6,Jonathan Taylor left tackle for 1 yard (tackle by Aaron Donald and Sebastian Joseph-Day),0.610,0.200
3,10:55,2,9,IND 26,17,6,Carson Wentz pass incomplete short middle intended for Mo Alie-Cox,0.200,-0.490
3,10:50,3,9,IND 26,17,6,Carson Wentz sacked by Sebastian Joseph-Day for -10 yards,-0.490,-2.390
3,10:11,4,19,IND 16,17,6,"Rigoberto Sanchez punts 45 yards, returned by Tutu Atwell for no gain (tackle by George Odum)",-2.390,-1.530
3,10:03,1,10,LAR 39,17,6,Matthew Stafford pass complete short left to Darrell Henderson for 2 yards (tackle by Kenny Moore),1.530,1.260
3,9:37,2,8,LAR 41,17,6,Matthew Stafford pass incomplete short left intended for Darrell Henderson,1.260,0.560
3,9:32,3,8,LAR 41,17,6,Matthew Stafford pass incomplete short middle intended for Cooper Kupp (defended by Shaquille Leonard),0.560,-0.650
3,9:28,4,8,LAR 41,17,6,Johnny Hekker punts 33 yards out of bounds,-0.650,-0.670
3,9:21,1,10,IND 26,17,6,Carson Wentz scrambles right tackle for 14 yards (tackle by Jordan Fuller),0.670,1.600
3,8:37,1,10,IND 40,17,6,Marlon Mack left tackle for 6 yards (tackle by Michael Hoecht),1.600,1.860
3,7:50,2,4,IND 46,17,6,Marlon Mack up the middle for 2 yards (tackle by Kenny Young and Leonard Floyd),1.860,1.420
3,7:08,3,2,IND 48,17,6,Carson Wentz pass complete short left to Jack Doyle for 12 yards (tackle by Darious Williams),1.420,2.920
3,6:24,1,10,LAR 40,17,6,Carson Wentz pass complete deep left to Michael Pittman for 23 yards (tackle by Taylor Rapp),2.920,4.440
3,5:48,1,10,LAR 17,17,6,Carson Wentz pass incomplete short left intended for Jack Doyle (defended by Darious Williams),4.440,3.850
3,5:44,2,10,LAR 17,17,6,Carson Wentz scrambles right end for 9 yards (tackle by Terrell Lewis),3.850,4.800
3,5:20,3,1,LAR 8,17,6,"Penalty on Sebastian Joseph-Day: Neutral Zone Infraction, 5 yards (accepted) (no play)",4.800,6.510
3,5:05,1,3,LAR 3,17,6,"Jonathan Taylor left guard for -1 yards (tackle by Aaron Donald and Leonard Floyd). Penalty on Zach Pascal: Taunting / Offense, 15 yards (accepted) . Penalty on Kenny Young: Disqualification / Defense, 10 yards (accepted)",6.510,5.140
3,4:36,1,9,LAR 9,17,6,Carson Wentz scrambles right tackle for 1 yard (tackle by Sebastian Joseph-Day),5.140,4.570
3,3:54,2,8,LAR 8,17,6,Carson Wentz pass incomplete short right intended for Michael Pittman,4.570,3.580
3,3:46,3,8,LAR 8,17,12,"Carson Wentz pass complete to Zach Pascal for 8 yards, touchdown",3.580,7.000
3,3:43,,,LAR 2,17,14,Two Point Attempt: Carson Wentz pass complete to to Jack Doyle for no gain,1.000,1.000
3,3:43,,,IND 35,17,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,3:43,1,10,LAR 25,17,14,Matthew Stafford sacked by Al-Quadin Muhammad for -8 yards,0.610,-1.150
3,3:02,2,18,LAR 17,17,14,Matthew Stafford pass incomplete short middle intended for Van Jefferson,-1.150,-1.930
3,2:57,3,18,LAR 17,17,14,Matthew Stafford pass incomplete deep middle intended for Robert Woods (defended by Julian Blackmon),-1.930,-2.320
3,2:55,4,18,LAR 17,17,14,Johnny Hekker punts 46 yards out of bounds,-2.320,-1.400
3,2:49,1,10,IND 37,17,14,Carson Wentz pass complete to Jack Doyle for no gain (tackle by Jordan Fuller),1.400,0.860
3,2:09,2,10,IND 37,17,14,Carson Wentz pass complete short right to Michael Pittman for 15 yards (tackle by Jordan Fuller and Jalen Ramsey),0.860,2.390
3,1:26,1,10,LAR 48,17,14,Carson Wentz pass incomplete short right intended for Marlon Mack,2.390,1.850
3,1:19,2,10,LAR 48,17,14,Carson Wentz scrambles right end for 1 yard (tackle by Justin Hollins),1.850,1.290
3,0:32,3,9,LAR 47,17,14,Carson Wentz pass incomplete deep right intended for Michael Pittman,1.290,0.130
3,0:28,4,9,LAR 47,17,14,"Rigoberto Sanchez punts 40 yards, fair catch by Cooper Kupp at LA-7",0.130,0.380
3,0:21,1,10,LAR 7,17,14,Darrell Henderson left tackle for 4 yards (tackle by Bobby Okereke and Kwity Paye),-0.380,-0.490
Quarter,Time,Down,ToGo,Location,LAR,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,LAR 11,17,14,Darrell Henderson left end for no gain (tackle by Khari Willis),-0.490,-0.950
4,14:22,3,6,LAR 11,17,14,Matthew Stafford pass incomplete deep left intended for Van Jefferson,-0.950,-2.490
4,14:17,4,6,LAR 11,17,20,"Matthew Orzech aborted snap, recovered by Johnny Hekker at LA-1 Johnny Hekker for no gain. Johnny Hekker fumbles (forced by E.J. Speed), recovered by Ashton Dulin in end zone, touchdown",-2.490,-7.000
4,14:12,,,LAR 15,17,21,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,14:12,,,IND 35,17,21,"Rigoberto Sanchez kicks off 63 yards, returned by Jake Funk for 28 yards (tackle by Jordan Glasgow and T.J. Carrie)",0.000,0.940
4,14:07,1,10,LAR 30,17,21,Matthew Stafford pass complete short left to Robert Woods for 11 yards (tackle by T.J. Carrie),0.940,1.660
4,13:37,1,10,LAR 41,17,21,Sony Michel left guard for 5 yards (tackle by Kwity Paye and Shaquille Leonard),1.660,1.800
4,12:55,2,5,LAR 46,17,21,Matthew Stafford pass complete deep left to Cooper Kupp for 44 yards (tackle by T.J. Carrie),1.800,4.910
4,12:13,1,10,IND 10,23,21,"Matthew Stafford pass complete short middle to Cooper Kupp for 10 yards, touchdown",4.910,7.000
4,12:09,,,IND 15,24,21,Matt Gay kicks extra point good,0.000,0.000
4,12:09,,,LAR 35,24,21,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,12:09,1,10,IND 25,24,21,Jonathan Taylor left tackle for 9 yards (tackle by Taylor Rapp),0.610,1.280
4,11:33,2,1,IND 34,24,21,Jonathan Taylor right guard for 3 yards (tackle by Sebastian Joseph-Day and Aaron Donald),1.280,1.400
4,10:47,1,10,IND 37,24,21,Carson Wentz pass complete short left to Zach Pascal for 9 yards (tackle by Taylor Rapp and Robert Rochell),1.400,2.070
4,10:02,2,1,IND 46,24,21,Marlon Mack for 3 yards (tackle by Troy Reeder and Jalen Ramsey),2.070,2.190
4,9:28,1,10,IND 49,24,21,"Penalty on IND: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",2.190,1.860
4,9:28,1,15,IND 44,24,21,Carson Wentz pass complete deep right to Jack Doyle for 34 yards (tackle by Jordan Fuller),1.860,4.110
4,8:57,1,10,LAR 22,24,21,Marlon Mack up the middle for 1 yard (tackle by Troy Reeder),4.110,3.700
4,8:18,2,9,LAR 21,24,21,Marlon Mack left guard for 4 yards (tackle by Greg Gaines),3.700,3.560
4,7:32,3,5,LAR 17,24,21,Carson Wentz pass incomplete short left intended for Michael Pittman,3.560,2.360
4,7:25,4,5,LAR 17,24,24,Rodrigo Blankenship 35 yard field goal good,2.360,3.000
4,7:22,,,IND 35,24,24,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,7:22,1,10,LAR 25,24,24,Matthew Stafford pass incomplete short right intended for Robert Woods,0.610,0.060
4,7:17,2,10,LAR 25,24,24,Matthew Stafford pass complete short right to Robert Woods for 14 yards (tackle by T.J. Carrie),0.060,1.530
4,6:42,1,10,LAR 39,24,24,Sony Michel right guard for 2 yards (tackle by Kwity Paye and DeForest Buckner),1.530,1.260
4,5:59,2,8,LAR 41,24,24,Matthew Stafford pass complete short left to Robert Woods for 7 yards (tackle by Kenny Moore),1.260,1.490
4,5:18,3,1,LAR 48,24,24,Matthew Stafford pass complete short right to Cooper Kupp for 3 yards (tackle by Shaquille Leonard),1.490,2.320
4,4:41,1,10,IND 49,24,24,Sony Michel right end for 10 yards (tackle by Khari Willis),2.320,2.980
4,4:03,1,10,IND 39,24,24,Sony Michel left tackle for 5 yards (tackle by Bobby Okereke),2.980,3.120
4,3:19,2,5,IND 34,24,24,Sony Michel left tackle for 11 yards (tackle by Khari Willis),3.120,4.040
4,2:39,1,10,IND 23,24,24,Sony Michel left tackle for 6 yards (tackle by Shaquille Leonard and DeForest Buckner),4.040,4.380
4,2:34,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:34,2,4,IND 17,24,24,Sony Michel right guard for 2 yards (tackle by Shaquille Leonard),4.380,4.050
4,2:30,,,,,,Timeout #2 by Indianapolis Colts,,
4,2:30,3,2,IND 15,24,24,Cooper Kupp left end for -5 yards (tackle by Shaquille Leonard),4.050,2.120
4,2:27,,,,,,Timeout #3 by Indianapolis Colts,,
4,2:27,4,7,IND 20,27,24,Matt Gay 38 yard field goal good,2.120,3.000
4,2:23,,,LAR 35,27,24,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,2:23,1,10,IND 25,27,24,Jacob Eason pass incomplete short left intended for Zach Pascal,0.610,0.060
4,2:19,2,10,IND 25,27,24,Jacob Eason pass intended for Jack Doyle is intercepted by Jalen Ramsey at IND-45 and returned for no gain,0.060,-2.590
4,2:13,1,10,IND 45,27,24,Sony Michel up the middle for 1 yard (tackle by Khari Willis and Kenny Moore),2.590,2.180
4,2:00,2,9,IND 44,27,24,Sony Michel left guard for 2 yards (tackle by Grover Stewart),2.180,1.750
4,1:19,3,7,IND 42,27,24,Sony Michel left guard for 2 yards (tackle by Khari Willis and DeForest Buckner),1.750,0.590
4,0:31,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:31,4,5,IND 40,27,24,"Johnny Hekker punts 30 yards, fair catch by Nyheim Hines at IND-10",0.590,0.380
4,0:24,1,10,IND 10,27,24,Jacob Eason pass incomplete deep middle intended for Michael Pittman (defended by Taylor Rapp),-0.380,-0.780
4,0:19,2,10,IND 10,27,24,Jacob Eason pass complete short left to Michael Pittman for 10 yards (tackle by Robert Rochell),-0.780,0.280
4,0:13,1,10,IND 20,27,24,"Jacob Eason pass complete to Zach Pascal for 5 yards, lateral to Michael Pittman for no gain, lateral to Jacob Eason for no gain, lateral to Nyheim Hines for no gain (tackle by Nick Scott)",0.280,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
