Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
2,9:27,1,10,DET 38,7,7,"Mason Rudolph pass incomplete. Penalty on Michael Brockers: Defensive Offside, 5 yards (accepted) (no play)",3.050,3.780
2,9:20,1,5,DET 33,7,7,Najee Harris up the middle for 2 yards (tackle by Jalen Reeves-Maybin),3.780,3.450
2,8:41,2,3,DET 31,7,7,Najee Harris left end for 9 yards (tackle by Tracy Walker and Jalen Reeves-Maybin),3.450,4.110
2,8:01,1,10,DET 22,7,7,Najee Harris up the middle for 3 yards (tackle by Alex Anzalone),4.110,3.970
2,7:21,2,7,DET 19,7,7,Najee Harris right guard for 12 yards (tackle by Tracy Walker and Alex Anzalone),3.970,5.600
2,6:41,1,7,DET 7,7,7,"Najee Harris left tackle for no gain, touchdown. Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",5.600,4.260
2,6:35,1,17,DET 17,7,7,Mason Rudolph pass complete short right to Pat Freiermuth for 6 yards (tackle by AJ Parker and Amani Oruwariye),4.260,4.020
2,5:51,2,11,DET 11,7,7,Mason Rudolph pass complete short left to Diontae Johnson for 3 yards (tackle by AJ Parker),4.020,3.580
2,5:07,3,8,DET 8,7,7,Mason Rudolph pass complete short right to Pat Freiermuth for 6 yards (tackle by Tracy Walker),3.580,3.250
2,4:25,4,2,DET 2,7,10,Chris Boswell 20 yard field goal good,3.250,3.000
2,4:22,,,PIT 35,7,10,"Chris Boswell kicks off 63 yards, returned by Godwin Igwebuike for 29 yards (tackle by Ulysees Gilbert and James Pierre)",0.000,1.000
2,4:16,1,10,DET 31,7,10,D'Andre Swift right guard for 15 yards (tackle by Terrell Edmunds and Joe Schobert),1.000,1.990
2,3:36,1,10,DET 46,7,10,Jared Goff pass incomplete short left intended for D'Andre Swift,1.990,1.450
2,3:31,2,10,DET 46,7,10,D'Andre Swift left guard for 4 yards (tackle by Alex Highsmith and Devin Bush),1.450,1.290
2,2:48,3,6,DET 50,7,10,Jared Goff pass complete short right to Amon-Ra St. Brown for 5 yards (tackle by Joe Schobert),1.290,0.270
2,2:03,4,1,PIT 45,7,10,D'Andre Swift left tackle for 10 yards (tackle by James Pierre),0.270,3.250
2,1:56,1,10,PIT 35,7,10,D'Andre Swift up the middle for 2 yards (tackle by Isaiah Buggs),3.250,2.970
2,1:17,2,8,PIT 33,7,10,D'Andre Swift right tackle for 5 yards (tackle by Isaiah Buggs),2.970,2.940
2,0:38,3,3,PIT 28,7,10,D'Andre Swift left end for 21 yards (tackle by Minkah Fitzpatrick),2.940,5.600
2,0:30,1,7,PIT 7,7,10,D'Andre Swift up the middle for -1 yards (tackle by T.J. Watt),5.600,4.570
2,0:24,,,,,,Timeout #1 by Detroit Lions,,
2,0:24,2,8,PIT 8,7,10,Jared Goff pass incomplete short left intended for T.J. Hockenson,4.570,3.580
2,0:20,,,,,,Timeout #2 by Detroit Lions,,
2,0:20,3,8,PIT 8,7,10,D'Andre Swift up the middle for 6 yards (tackle by Cameron Heyward),3.580,3.250
2,0:02,,,,,,Timeout #3 by Detroit Lions,,
2,0:02,4,2,PIT 2,10,10,Ryan Santoso 20 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,10,"Chris Boswell kicks off 59 yards, returned by Godwin Igwebuike for 19 yards (tackle by Marcus Allen). Penalty on KhaDarel Hodge: Offensive Holding, 10 yards (accepted)",0.000,-0.220
3,14:51,1,10,DET 15,10,10,D'Andre Swift left guard for 16 yards (tackle by Alex Highsmith and Minkah Fitzpatrick),-0.220,1.000
3,14:27,1,10,DET 31,10,10,D'Andre Swift right tackle for 1 yard (tackle by T.J. Watt and Joe Schobert),1.000,0.600
3,13:49,2,9,DET 32,10,10,Jared Goff pass incomplete short left intended for D'Andre Swift,0.600,-0.100
3,13:44,3,9,DET 32,10,10,D'Andre Swift left tackle for 12 yards (tackle by Minkah Fitzpatrick),-0.100,1.860
3,12:57,1,10,DET 44,10,10,Godwin Igwebuike right guard for 14 yards (tackle by Minkah Fitzpatrick and Devin Bush),1.860,2.790
3,12:19,1,10,PIT 42,16,10,"Godwin Igwebuike right guard for 42 yards, touchdown",2.790,7.000
3,12:09,,,PIT 15,16,10,Ryan Santoso kicks extra point no good,0.000,-1.000
3,12:09,,,DET 35,16,10,"Ryan Santoso kicks off 60 yards, returned by Ray-Ray McCloud for 21 yards (tackle by Jalen Elliott)",0.000,0.670
3,12:04,1,10,PIT 26,16,10,Mason Rudolph scrambles left end for 26 yards (tackle by Julian Okwara and Jerry Jacobs),0.670,2.390
3,11:22,1,10,DET 48,16,10,Mason Rudolph pass incomplete short middle intended for Pat Freiermuth,2.390,1.850
3,11:17,2,10,DET 48,16,10,"Najee Harris right end for 1 yard (tackle by Jalen Reeves-Maybin). Penalty on Jalen Reeves-Maybin: Unnecessary Roughness / Defense, 15 yards (accepted)",1.850,3.450
3,10:49,1,10,DET 32,16,10,Mason Rudolph pass incomplete short left intended for Diontae Johnson (defended by Jerry Jacobs),3.450,2.900
3,10:45,2,10,DET 32,16,10,Najee Harris left end for 7 yards (tackle by Tracy Walker),2.900,3.140
3,10:11,3,3,DET 25,16,10,Mason Rudolph pass complete short right to Najee Harris for 5 yards (tackle by Charles Harris and AJ Parker),3.140,4.240
3,9:46,1,10,DET 20,16,10,"Mason Rudolph pass incomplete deep right intended for Diontae Johnson. Penalty on Julian Okwara: Defensive Offside, 5 yards (offset) . Penalty on Diontae Johnson: Offensive Pass Interference, 10 yards (offset) (no play)",4.240,4.240
3,9:40,1,10,DET 20,16,10,Benny Snell left end for 4 yards (tackle by Amani Oruwariye),4.240,4.280
3,9:15,2,6,DET 16,16,10,Mason Rudolph pass incomplete deep left intended for James Washington (defended by Amani Oruwariye),4.280,3.520
3,9:09,3,6,DET 16,16,10,"Mason Rudolph scrambles left end for 11 yards (tackle by Tracy Walker). Penalty on Julian Okwara: Defensive Offside, 5 yards (declined)",3.520,6.060
3,8:42,1,5,DET 5,16,10,Mason Rudolph pass incomplete short right intended for James Washington (defended by Derrick Barnes),6.060,5.150
3,8:39,2,5,DET 5,16,10,Mason Rudolph pass incomplete short right,5.150,4.260
3,8:33,3,5,DET 5,16,10,Mason Rudolph pass incomplete short right intended for Ray-Ray McCloud,4.260,3.010
3,8:29,4,5,DET 5,16,13,Chris Boswell 23 yard field goal good,3.010,3.000
3,8:26,,,PIT 35,16,13,"Chris Boswell kicks off 60 yards, returned by Godwin Igwebuike for 28 yards (tackle by Cody White and James Pierre)",0.000,1.140
3,8:19,1,10,DET 33,16,13,Jared Goff pass incomplete short right intended for Brock Wright (defended by Terrell Edmunds),1.140,0.590
3,8:15,2,10,DET 33,16,13,D'Andre Swift left tackle for 4 yards (tackle by Joe Schobert),0.590,0.430
3,7:40,3,6,DET 37,16,13,Jared Goff pass complete short right to Amon-Ra St. Brown for 19 yards (tackle by James Pierre and Terrell Edmunds),0.430,2.650
3,7:00,1,10,PIT 44,16,13,D'Andre Swift up the middle for 1 yard (tackle by Cameron Heyward and Chris Wormley),2.650,2.250
3,6:20,2,9,PIT 43,16,13,D'Andre Swift right end for 4 yards (tackle by Terrell Edmunds and T.J. Watt),2.250,2.080
3,5:40,3,5,PIT 39,16,13,Jared Goff pass complete short right to Kalif Raymond for no gain (tackle by James Pierre and Joe Schobert),2.080,0.660
3,4:52,4,5,PIT 39,16,13,"Penalty on DET: Delay of Game, 5 yards (declined) (no play)",0.660,0.660
3,4:38,4,5,PIT 39,16,13,"Jack Fox punts 39 yards, touchback.",0.660,-0.280
3,4:32,1,10,PIT 20,16,13,Najee Harris left guard for 1 yard (tackle by Amani Oruwariye and Levi Onwuzurike),0.280,-0.130
3,3:54,2,9,PIT 21,16,13,Mason Rudolph pass incomplete short left intended for Diontae Johnson (defended by Jerry Jacobs),-0.130,-0.820
3,3:48,3,9,PIT 21,16,13,Mason Rudolph pass complete short right to Ray-Ray McCloud for 14 yards,-0.820,1.270
3,3:17,1,10,PIT 35,16,13,Najee Harris right end for no gain (tackle by Julian Okwara),1.270,0.720
3,2:37,2,10,PIT 35,16,13,Najee Harris right tackle for 6 yards (tackle by Da'Shawn Hand and Alex Anzalone),0.720,0.830
3,2:05,3,4,PIT 41,16,13,Mason Rudolph pass incomplete deep left intended for James Washington (defended by Amani Oruwariye),0.830,-0.650
3,1:59,4,4,PIT 41,16,13,"Pressley Harvin punts 46 yards, returned by Kalif Raymond for 5 yards (tackle by Justin Layne)",-0.650,-0.040
3,1:48,1,10,DET 18,16,13,D'Andre Swift up the middle for 1 yard (tackle by Joe Schobert and Isaiah Buggs),0.040,-0.320
3,1:08,2,9,DET 19,16,13,Jared Goff sacked by T.J. Watt for -6 yards,-0.320,-1.970
3,0:38,3,15,DET 13,16,13,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",-1.970,-2.590
3,0:23,3,20,DET 8,16,13,Jared Goff pass complete short middle to D'Andre Swift for 5 yards (tackle by Devin Bush),-2.590,-2.490
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,DET 13,16,13,"Jack Fox punts 42 yards, returned by Ray-Ray McCloud for 5 yards (tackle by Josh Woods)",-2.490,-2.260
4,14:52,1,10,PIT 50,16,13,Najee Harris left tackle for 8 yards (tackle by Derrick Barnes),2.260,2.790
4,14:15,2,2,DET 42,16,13,Najee Harris up the middle for 4 yards (tackle by Derrick Barnes and Mark Gilbert),2.790,3.050
4,13:40,1,10,DET 38,16,13,Najee Harris left end for 2 yards (tackle by Charles Harris),3.050,2.780
4,13:05,2,8,DET 36,16,13,Najee Harris up the middle for 3 yards (tackle by Derrick Barnes and Charles Harris),2.780,2.480
4,12:25,3,5,DET 33,16,13,"Mason Rudolph pass incomplete deep right intended for James Washington. Penalty on James Washington: Offensive Pass Interference, 10 yards (accepted) (no play)",2.480,1.160
4,12:18,3,15,DET 43,16,13,Mason Rudolph pass complete short middle to Najee Harris for 10 yards (tackle by Da'Shawn Hand),1.160,1.170
4,11:36,4,5,DET 33,16,16,Chris Boswell 51 yard field goal good,1.170,3.000
4,11:31,,,PIT 35,16,16,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,11:31,1,10,DET 25,16,16,D'Andre Swift up the middle for no gain (tackle by Devin Bush and Isaiah Buggs),0.610,0.060
4,10:50,2,10,DET 25,16,16,Jared Goff pass incomplete short left intended for Kalif Raymond,0.060,-0.620
4,10:47,3,10,DET 25,16,16,Jared Goff pass complete short left to Trinity Benson for 5 yards (tackle by Tre Norwood),-0.620,-1.370
4,10:08,4,5,DET 30,16,16,"Penalty on Miles Killebrew: Running Into the Kicker, 4 yards (accepted) (no play)",-1.370,-1.110
4,9:56,4,1,DET 34,16,16,Jason Cabinda up the middle for 2 yards (tackle by Taco Charlton and Isaiah Buggs),-1.110,1.330
4,9:17,1,10,DET 36,16,16,D'Andre Swift right guard for -5 yards (tackle by Alex Highsmith),1.330,0.120
4,8:36,2,15,DET 31,16,16,D'Andre Swift right tackle for no gain (tackle by James Pierre),0.120,-0.560
4,7:50,3,15,DET 31,16,16,D'Andre Swift left tackle for 4 yards (tackle by Minkah Fitzpatrick and Alex Highsmith),-0.560,-1.040
4,7:20,4,12,DET 35,16,16,"Jack Fox punts 49 yards, returned by Ray-Ray McCloud for 13 yards (tackle by Jalen Elliott)",-1.040,-0.870
4,7:09,1,10,PIT 29,16,16,Najee Harris left guard for 3 yards (tackle by Charles Harris and Michael Brockers),0.870,0.730
4,6:34,2,7,PIT 32,16,16,Mason Rudolph pass complete short right to Diontae Johnson for 9 yards (tackle by Amani Oruwariye),0.730,1.660
4,6:00,1,10,PIT 41,16,16,Najee Harris up the middle for 1 yard (tackle by Charles Harris and AJ Parker),1.660,1.260
4,5:21,2,9,PIT 42,16,16,Mason Rudolph pass complete short right to Najee Harris for 6 yards (tackle by Dean Marlowe),1.260,1.360
4,4:37,3,3,PIT 48,16,16,Mason Rudolph pass incomplete short right intended for Diontae Johnson,1.360,-0.190
4,4:34,4,3,PIT 48,16,16,"Pressley Harvin punts 39 yards, fair catch by Kalif Raymond at DET-13",-0.190,0.320
4,4:27,1,10,DET 13,16,16,"D'Andre Swift left end for -4 yards (tackle by Alex Highsmith). Penalty on T.J. Hockenson: Illegal Crackback, 6 yards (declined)",-0.320,-1.070
4,4:21,2,14,DET 9,16,16,D'Andre Swift right tackle for 2 yards (tackle by Isaiahh Loudermilk),-1.070,-1.650
4,4:14,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,4:14,,,,,,Timeout #1 by Detroit Lions,,
4,4:14,3,12,DET 11,16,16,Jared Goff sacked by Cameron Heyward for -9 yards,-1.650,-2.490
4,3:29,4,21,DET 2,16,16,"Jack Fox punts 46 yards, fair catch by Ray-Ray McCloud at DET-48",-2.490,-2.390
4,3:22,1,10,DET 48,16,16,Mason Rudolph pass incomplete short middle intended for Diontae Johnson (defended by Alim McNeill),2.390,1.850
4,3:19,2,10,DET 48,16,16,Najee Harris left guard for 3 yards (tackle by Levi Onwuzurike),1.850,1.550
4,2:35,3,7,DET 45,16,16,Mason Rudolph pass incomplete short right intended for James Washington (defended by Mark Gilbert),1.550,0.270
4,2:30,4,7,DET 45,16,16,"Pressley Harvin punts 45 yards, touchback.",0.270,-0.280
4,2:22,1,10,DET 20,16,16,D'Andre Swift right guard for 6 yards (tackle by Taco Charlton),0.280,0.540
4,2:00,2,4,DET 26,16,16,Jared Goff pass complete short right to Kalif Raymond for 9 yards (tackle by Joe Schobert and James Pierre),0.540,1.270
4,1:29,1,10,DET 35,16,16,D'Andre Swift left tackle for 5 yards (tackle by Alex Highsmith and Taco Charlton),1.270,1.400
4,0:57,2,5,DET 40,16,16,Jared Goff pass complete short right to Trinity Benson for 4 yards (tackle by Chris Wormley),1.400,1.220
4,0:51,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,0:51,3,1,DET 44,16,16,Jared Goff pass complete short right to D'Andre Swift for 1 yard (tackle by Devin Bush),1.220,1.930
4,0:47,1,10,DET 45,16,16,Jared Goff pass incomplete short right,1.930,1.380
4,0:41,2,10,DET 45,16,16,Jared Goff pass incomplete deep left intended for Amon-Ra St. Brown (defended by Tre Norwood),1.380,0.700
4,0:35,3,10,DET 45,16,16,Jared Goff pass incomplete deep right intended for Trinity Benson,0.700,-0.390
4,0:31,4,10,DET 45,16,16,"Jack Fox punts 43 yards, returned by Ray-Ray McCloud for 10 yards (tackle by C.J. Moore)",-0.390,-0.410
4,0:19,1,10,PIT 22,16,16,Mason Rudolph kneels for -1 yards,0.410,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,PIT,Detail,EPB,EPA
,,,,,,,"Lions won the coin toss, Lions to receive the overtime kickoff.",,
OT,10:00,,,PIT 35,16,16,"Chris Boswell kicks off 67 yards, returned by Godwin Igwebuike for 28 yards (tackle by Benny Snell and Robert Spillane)",0.000,0.670
OT,9:54,1,10,DET 26,16,16,Jared Goff pass complete short left to Amon-Ra St. Brown for 30 yards (tackle by Devin Bush),0.670,2.650
OT,9:20,1,10,PIT 44,16,16,D'Andre Swift up the middle for 3 yards (tackle by Joe Schobert),2.650,2.520
OT,8:44,2,7,PIT 41,16,16,D'Andre Swift right tackle for no gain (tackle by Miles Killebrew and Devin Bush),2.520,1.820
OT,7:59,3,7,PIT 41,16,16,"Jared Goff sacked by Cameron Heyward for -9 yards. Penalty on Taylor Decker: Offensive Holding, 10 yards (declined)",1.820,-0.060
OT,7:42,4,16,PIT 50,16,16,Jack Fox punts 33 yards,-0.060,0.060
OT,7:32,1,10,PIT 17,16,16,Najee Harris left guard for 2 yards (tackle by Mark Gilbert),-0.060,-0.250
OT,6:56,2,8,PIT 19,16,16,"Mason Rudolph pass complete deep right to Diontae Johnson for 36 yards. Diontae Johnson fumbles (forced by Mark Gilbert), recovered by Amani Oruwariye at DET-45 (tackle by Joe Haeg)",-0.250,-1.930
OT,6:42,1,10,DET 45,16,16,"Jared Goff pass short middle is intercepted by Minkah Fitzpatrick at DET-45 and returned for no gain. Penalty on Devin Bush: Defensive Holding, 5 yards (accepted) (no play)",1.930,2.260
OT,6:33,1,10,DET 50,16,16,D'Andre Swift right tackle for 1 yard (tackle by Isaiahh Loudermilk),2.260,1.850
OT,5:50,2,9,PIT 49,16,16,"Jared Goff pass incomplete intended for D'Andre Swift. Penalty on Tre Norwood: Roughing the Passer, 15 yards (accepted) (no play)",1.850,3.310
OT,5:45,1,10,PIT 34,16,16,D'Andre Swift up the middle for -2 yards (tackle by Joe Schobert and Cameron Heyward),3.310,2.500
OT,5:02,2,12,PIT 36,16,16,D'Andre Swift left tackle for 8 yards (tackle by Devin Bush),2.500,2.870
OT,4:21,3,4,PIT 28,16,16,"Jared Goff pass complete short right to Amon-Ra St. Brown for no gain. Penalty on T.J. Hockenson: Offensive Holding, 10 yards (accepted) (no play)",2.870,1.550
OT,4:15,3,14,PIT 38,16,16,Jared Goff pass complete short left to Kalif Raymond for 8 yards (tackle by Alex Highsmith),1.550,1.430
OT,4:08,,,,,,Timeout #1 by Pittsburgh Steelers,,
OT,4:08,4,6,PIT 30,16,16,Ryan Santoso 48 yard field goal no good,1.430,-1.470
OT,4:03,1,10,PIT 38,16,16,Najee Harris left guard for 4 yards (tackle by Alex Anzalone and Jalen Reeves-Maybin),1.470,1.460
OT,3:30,2,6,PIT 42,16,16,"Mason Rudolph aborted snap, recovered by Najee Harris at PIT-25 (tackle by Nick Williams)",1.460,-1.750
OT,2:42,3,25,PIT 23,16,16,Mason Rudolph pass incomplete deep middle intended for Pat Freiermuth,-1.750,-1.830
OT,2:36,4,25,PIT 23,16,16,"Pressley Harvin punts 50 yards, returned by Kalif Raymond for 18 yards (tackle by Robert Spillane)",-1.830,-1.930
OT,2:25,1,10,DET 45,16,16,Jared Goff sacked by Terrell Edmunds for -13 yards,1.930,-0.370
OT,2:00,2,23,DET 32,16,16,Jared Goff pass incomplete short right intended for D'Andre Swift,-0.370,-1.020
OT,1:54,3,23,DET 32,16,16,"Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown (defended by Tre Norwood). Penalty on D'Andre Swift: Offensive Holding, 10 yards (declined)",-1.020,-1.240
OT,1:47,4,23,DET 32,16,16,"Jack Fox punts 47 yards, returned by Ray-Ray McCloud for no gain (tackle by Jalen Reeves-Maybin). Penalty on Ulysees Gilbert: Offensive Holding, 10 yards (accepted)",-1.240,0.370
OT,1:37,1,10,PIT 11,16,16,Mason Rudolph pass complete short middle to Pat Freiermuth for 10 yards (tackle by Dean Marlowe),-0.370,0.340
OT,1:30,,,,,,Timeout #1 by Detroit Lions,,
OT,1:30,1,10,PIT 21,16,16,Mason Rudolph pass incomplete short right intended for Pat Freiermuth,0.340,-0.200
OT,1:26,2,10,PIT 21,16,16,Mason Rudolph pass complete short middle to Ray-Ray McCloud for 6 yards (tackle by AJ Parker),-0.200,-0.100
OT,1:20,,,,,,Timeout #2 by Detroit Lions,,
OT,1:20,3,4,PIT 27,16,16,Mason Rudolph pass complete short middle to Pat Freiermuth for 8 yards (tackle by Alex Anzalone and Dean Marlowe),-0.100,1.270
OT,1:03,1,10,PIT 35,16,16,Mason Rudolph pass incomplete short right intended for Diontae Johnson,1.270,0.720
OT,0:58,2,10,PIT 35,16,16,Mason Rudolph pass complete short middle to Eric Ebron for 9 yards (tackle by Alex Anzalone),0.720,1.220
OT,0:36,3,1,PIT 44,16,16,Mason Rudolph pass complete short left to Najee Harris for 7 yards (tackle by Jalen Elliott and Dean Marlowe),1.220,2.320
OT,0:29,,,,,,Timeout #2 by Pittsburgh Steelers,,
OT,0:29,1,10,DET 49,16,16,Mason Rudolph pass incomplete short right intended for Ray-Ray McCloud,2.320,1.780
