Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
1,2:47,2,10,ATL 17,3,0,Deebo Samuel left end for 2 yards (tackle by Fabian Moreau),3.850,3.340
1,2:06,3,8,ATL 15,3,0,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 3 yards (tackle by Jaylinn Hawkins),3.340,2.680
1,1:24,4,5,ATL 12,3,3,Robbie Gould 30 yard field goal good,2.680,3.000
1,1:21,,,SFO 35,3,3,"Mitch Wishnowsky kicks off 64 yards, returned by Avery Williams for 20 yards (tackle by Charlie Woerner)",0.000,0.340
1,1:16,1,10,ATL 21,3,3,Cordarrelle Patterson right end for 3 yards (tackle by Fred Warner),0.340,0.210
1,0:45,2,7,ATL 24,3,3,Matt Ryan pass incomplete short left,0.210,-0.490
1,0:42,3,7,ATL 24,3,3,"Penalty on SFO: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-0.490,0.170
1,0:42,3,2,ATL 29,3,3,Matt Ryan pass complete short right to Russell Gage for 14 yards (tackle by Jimmie Ward),0.170,1.800
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 43,3,3,Matt Ryan pass incomplete short right intended for Russell Gage,1.800,1.250
2,14:55,2,10,ATL 43,3,3,Mike Davis left guard for 2 yards (tackle by Jordan Willis),1.250,0.830
2,14:24,3,8,ATL 45,3,3,Matt Ryan sacked by Arden Key for -11 yards,0.830,-1.110
2,13:43,4,19,ATL 34,3,3,"Thomas Morstead punts 53 yards, returned by Brandon Aiyuk for 10 yards (tackle by Jaylinn Hawkins)",-1.110,-0.480
2,13:30,1,10,SFO 23,3,3,"Penalty on Brandon Aiyuk: False Start, 5 yards (accepted) (no play)",0.480,0.000
2,13:30,1,15,SFO 18,3,3,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 36 yards (tackle by AJ Terrell),0.000,2.520
2,12:44,1,10,ATL 46,3,3,Jeff Wilson right end for 17 yards (tackle by Duron Harmon),2.520,3.640
2,12:06,1,10,ATL 29,3,3,Jeff Wilson right tackle for 2 yards (tackle by Mike Pennel),3.640,3.370
2,11:25,2,8,ATL 27,3,3,Jeff Wilson right guard for 3 yards (tackle by Mike Pennel and Foyesade Oluokun),3.370,3.070
2,10:43,3,5,ATL 24,3,3,Jimmy Garoppolo pass complete short left to Jauan Jennings for 9 yards (tackle by AJ Terrell),3.070,4.580
2,10:10,1,10,ATL 15,3,3,Deebo Samuel pass incomplete short right intended for Brandon Aiyuk (defended by AJ Terrell),4.580,3.950
2,10:03,2,10,ATL 15,3,3,Jimmy Garoppolo pass complete short left to George Kittle for 9 yards (tackle by Deion Jones and Fabian Moreau),3.950,4.900
2,9:18,3,1,ATL 6,3,9,"Kyle Juszczyk up the middle for 6 yards, touchdown",4.900,7.000
2,9:14,,,ATL 15,3,10,Robbie Gould kicks extra point good,0.000,0.000
2,9:14,,,SFO 35,3,10,"Mitch Wishnowsky kicks off 56 yards, returned by Avery Williams for 26 yards (tackle by Brian Hill and Deommodore Lenoir)",0.000,1.270
2,9:08,1,10,ATL 35,3,10,Matt Ryan pass complete short right to Russell Gage for 5 yards (tackle by Ambry Thomas),1.270,1.400
2,8:33,2,5,ATL 40,3,10,Matt Ryan pass complete short left to Cordarrelle Patterson for no gain (tackle by Demetrius Flannigan-Fowles and D.J. Jones),1.400,0.700
2,7:50,3,5,ATL 40,3,10,"Penalty on Arden Key: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.700,1.930
2,7:30,1,10,ATL 45,3,10,Cordarrelle Patterson right guard for 3 yards (tackle by Arik Armstead),1.930,1.790
2,6:54,2,7,ATL 48,3,10,Cordarrelle Patterson left guard for 3 yards (tackle by Fred Warner),1.790,1.490
2,6:11,3,4,SFO 49,3,10,Matt Ryan pass complete short middle to Russell Gage for 13 yards (tackle by Jaquiski Tartt),1.490,3.180
2,5:37,1,10,SFO 36,3,10,Mike Davis left end for 6 yards (tackle by Fred Warner),3.180,3.450
2,4:55,2,4,SFO 30,3,10,Matt Ryan pass incomplete short middle intended for Russell Gage,3.450,2.740
2,4:50,3,4,SFO 30,3,10,"Matt Ryan sacked by Arden Key for no gain. Penalty on Arden Key: Roughing the Passer, 15 yards (accepted) (no play)",2.740,4.580
2,4:29,1,10,SFO 15,3,10,"Penalty on Jalen Mayfield: False Start, 5 yards (accepted) (no play)",4.580,4.260
2,4:06,1,15,SFO 19,9,10,"Matt Ryan pass complete deep right to Russell Gage for 20 yards, touchdown. Penalty on Ambry Thomas: Defensive Holding, 5 yards (declined)",4.260,7.000
2,4:00,,,SFO 15,10,10,Younghoe Koo kicks extra point good,0.000,0.000
2,4:00,,,ATL 35,10,10,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,4:00,1,10,SFO 25,10,10,Jimmy Garoppolo pass complete deep left to Deebo Samuel for 30 yards (tackle by Duron Harmon),0.610,2.590
2,3:23,1,10,ATL 45,10,10,Jimmy Garoppolo pass complete short left to George Kittle for 3 yards (tackle by Deion Jones),2.590,2.450
2,2:43,2,7,ATL 42,10,10,Jeff Wilson left end for no gain (tackle by Anthony Rush and Steven Means),2.450,1.750
2,2:00,3,7,ATL 42,10,10,"Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk. Penalty on Fabian Moreau: Defensive Pass Interference, 14 yards (accepted) (no play)",1.750,3.710
2,1:56,1,10,ATL 28,10,10,Jeff Wilson up the middle for 3 yards (tackle by Dante Fowler),3.710,3.640
2,1:21,2,6,ATL 25,10,10,Jimmy Garoppolo pass complete short left to Jauan Jennings for 15 yards (tackle by Deion Jones),3.640,4.910
2,0:42,1,10,ATL 10,10,16,"Deebo Samuel for 10 yards, touchdown",4.910,7.000
2,0:33,,,ATL 15,10,17,Robbie Gould kicks extra point good,0.000,0.000
2,0:33,,,SFO 35,10,17,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,0:33,1,10,ATL 25,10,17,Matt Ryan pass incomplete deep right intended for Kyle Pitts (defended by Ambry Thomas),0.610,0.060
2,0:26,2,10,ATL 25,10,17,Mike Davis left tackle for no gain (tackle by Samson Ebukam),0.060,-0.620
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,10,17,"Mitch Wishnowsky kicks off 58 yards, returned by Avery Williams for 33 yards (tackle by Demetrius Flannigan-Fowles)",0.000,1.600
3,14:47,1,10,ATL 40,10,17,Matt Ryan sacked by Samson Ebukam for -8 yards,1.600,-0.030
3,14:11,2,18,ATL 32,10,17,Matt Ryan pass complete short left to Russell Gage for 10 yards (tackle by Fred Warner),-0.030,0.630
3,13:29,3,8,ATL 42,10,17,"Matt Ryan sacked by Nick Bosa for -4 yards. Matt Ryan fumbles (forced by Nick Bosa), recovered by Fred Warner at ATL-38 (tackle by Nick Bosa)",0.630,-3.050
3,13:21,1,10,ATL 38,10,17,"Jimmy Garoppolo aborted snap, recovered by Jeff Wilson at ATL-38 Jeff Wilson for no gain (tackle by Adetokunbo Ogundeji)",3.050,2.370
3,12:46,2,11,ATL 39,10,17,Jimmy Garoppolo pass complete short left to George Kittle for 13 yards (tackle by Steven Means and Anthony Rush),2.370,3.840
3,11:57,1,10,ATL 26,10,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 21 yards (tackle by Duron Harmon and AJ Terrell),3.840,6.060
3,11:15,1,5,ATL 5,10,23,"Jeff Wilson up the middle for 5 yards, touchdown",6.060,7.000
3,11:11,,,ATL 15,10,24,Robbie Gould kicks extra point good,0.000,0.000
3,11:11,,,SFO 35,10,24,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,11:11,1,10,ATL 25,10,24,Cordarrelle Patterson left guard for no gain (tackle by Kentavius Street),0.610,0.060
3,10:31,2,10,ATL 25,10,24,Matt Ryan scrambles right tackle for 2 yards (tackle by Jordan Willis),0.060,-0.360
3,9:49,3,8,ATL 27,10,24,Matt Ryan pass complete deep right to Russell Gage for 21 yards (tackle by Ambry Thomas),-0.360,2.130
3,9:07,1,10,ATL 48,10,24,Cordarrelle Patterson right tackle for -1 yards (tackle by K'Waun Williams and Fred Warner),2.130,1.450
3,8:31,2,11,ATL 47,10,24,"Penalty on Kyle Pitts: False Start, 5 yards (accepted) (no play)",1.450,0.770
3,8:07,2,16,ATL 42,10,24,Matt Ryan pass complete deep middle to Olamide Zaccheaus for 49 yards (tackle by Josh Norman),0.770,5.140
3,7:23,1,9,SFO 9,10,24,Mike Davis right end for 5 yards (tackle by Jimmie Ward),5.140,5.340
3,6:42,2,4,SFO 4,10,24,Matt Ryan pass incomplete short right intended for Mike Davis,5.340,4.490
3,6:35,3,4,SFO 4,10,24,Matt Ryan pass incomplete short right intended for Tajae Sharpe,4.490,3.030
3,6:32,4,4,SFO 4,13,24,Younghoe Koo 22 yard field goal good,3.030,3.000
3,6:28,,,ATL 35,13,24,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,6:28,1,10,SFO 25,13,24,Deebo Samuel right guard for 6 yards (tackle by Shawn Williams),0.610,0.870
3,5:56,2,4,SFO 31,13,24,Jimmy Garoppolo pass incomplete short right intended for Jauan Jennings,0.870,0.170
3,5:52,3,4,SFO 31,13,24,Jimmy Garoppolo pass complete short left to George Kittle for 15 yards (tackle by Duron Harmon),0.170,1.990
3,5:13,1,10,SFO 46,13,24,Jeff Wilson up the middle for 12 yards (tackle by Foyesade Oluokun),1.990,2.790
3,4:29,1,10,ATL 42,13,24,Jeff Wilson left end for 8 yards (tackle by Tyeler Davison and Deion Jones),2.790,3.320
3,3:50,2,2,ATL 34,13,24,Jeff Wilson left guard for 13 yards (tackle by Duron Harmon),3.320,4.170
3,3:26,1,10,ATL 21,13,24,Jamycal Hasty left tackle for 13 yards (tackle by Jaylinn Hawkins),4.170,5.370
3,2:43,1,8,ATL 8,13,24,Jeff Wilson up the middle for 1 yard (tackle by Grady Jarrett and Foyesade Oluokun),5.370,4.760
3,2:02,2,7,ATL 7,13,24,Jimmy Garoppolo pass complete short middle to Jeff Wilson for 3 yards (tackle by Grady Jarrett and Darren Hall),4.760,4.490
3,1:20,3,4,ATL 4,13,30,"Jimmy Garoppolo pass complete short left to Jauan Jennings for 4 yards, touchdown",4.490,7.000
3,1:17,,,ATL 15,13,31,Robbie Gould kicks extra point good,0.000,0.000
3,1:17,,,SFO 35,13,31,"Mitch Wishnowsky kicks off 58 yards, returned by Olamide Zaccheaus for 24 yards (tackle by Tyrell Adams)",0.000,1.000
3,1:11,1,10,ATL 31,13,31,Matt Ryan pass complete short left to Hayden Hurst for 2 yards (tackle by D.J. Jones),1.000,0.730
3,0:41,2,8,ATL 33,13,31,Matt Ryan pass complete short left to Hayden Hurst for 4 yards,0.730,0.560
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,ATL 37,13,31,"Matt Ryan pass incomplete intended for Russell Gage. Penalty on Chris Lindstrom: Ineligible Downfield Pass, 5 yards (declined)",0.560,-0.910
4,14:54,4,4,ATL 37,13,31,"Thomas Morstead punts 46 yards, returned by Brandon Aiyuk for -2 yards (tackle by Richie Grant)",-0.910,0.220
4,14:43,1,10,SFO 15,13,31,Jeff Wilson left tackle for 3 yards (tackle by Foyesade Oluokun),-0.220,-0.280
4,14:02,2,7,SFO 18,13,31,Jeff Wilson right tackle for 5 yards (tackle by Foyesade Oluokun),-0.280,-0.390
4,13:21,3,2,SFO 23,13,31,Jeff Wilson left guard for 1 yard (tackle by Tyeler Davison),-0.390,-1.770
4,12:39,4,1,SFO 24,13,31,Mitch Wishnowsky punts 42 yards out of bounds,-1.770,-1.200
4,12:32,1,10,ATL 34,13,31,Matt Ryan pass complete deep right to Kyle Pitts for 49 yards (tackle by Jaquiski Tartt and Jimmie Ward),1.200,4.440
4,12:08,1,10,SFO 17,13,31,Cordarrelle Patterson right tackle for 4 yards (tackle by Charles Omenihu),4.440,4.500
4,11:30,2,6,SFO 13,13,31,Matt Ryan pass incomplete short left intended for Kyle Pitts,4.500,3.680
4,11:25,3,6,SFO 13,13,31,Matt Ryan pass complete short left to Russell Gage for 5 yards (tackle by Marcell Harris),3.680,2.990
4,10:42,4,1,SFO 8,13,31,Cordarrelle Patterson left end for no gain (tackle by Jimmie Ward),2.990,0.380
4,10:37,1,10,SFO 9,13,31,Jimmy Garoppolo pass incomplete short right intended for Jauan Jennings,-0.380,-0.780
4,10:29,2,10,SFO 9,13,31,Jeff Wilson up the middle for 1 yard (tackle by Deion Jones),-0.780,-1.300
4,9:51,3,9,SFO 10,13,31,Jimmy Garoppolo pass incomplete intended for Deebo Samuel (defended by AJ Terrell),-1.300,-2.490
4,9:48,4,9,SFO 10,13,31,"Mitch Wishnowsky punts 60 yards, returned by Avery Williams for 23 yards (tackle by Charlie Woerner)",-2.490,-2.520
4,9:36,1,10,SFO 46,13,31,"Penalty on Kentavius Street: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.520,3.190
4,9:36,1,5,SFO 42,13,31,Matt Ryan pass complete short middle to Kyle Pitts for 14 yards (tackle by Jaquiski Tartt),3.190,3.710
4,9:10,1,10,SFO 28,13,31,Matt Ryan pass complete short left to Russell Gage for 3 yards,3.710,3.500
4,8:46,2,8,SFO 25,13,31,Matt Ryan scrambles right end for 8 yards (tackle by K'Waun Williams),3.500,4.440
4,8:09,1,10,SFO 17,13,31,Matt Ryan pass complete short middle to Olamide Zaccheaus for 4 yards (tackle by K'Waun Williams),4.440,4.500
4,7:33,2,6,SFO 13,13,31,Matt Ryan pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Josh Norman),4.500,4.800
4,7:01,3,1,SFO 8,13,31,Matt Ryan up the middle for 2 yards (tackle by Marcell Harris),4.800,5.830
4,6:37,1,6,SFO 6,13,31,Matt Ryan pass incomplete short right,5.830,4.950
4,6:29,2,6,SFO 6,13,31,Matt Ryan pass complete short left to Qadree Ollison for 4 yards (tackle by Josh Norman),4.950,4.950
4,5:57,3,2,SFO 2,13,31,Matt Ryan scrambles right guard for 1 yard (tackle by Marcell Harris and Jaquiski Tartt),4.950,3.550
4,5:12,4,1,SFO 1,13,31,Matt Ryan pass incomplete short middle intended for Christian Blake,3.550,0.380
4,5:08,1,10,SFO 2,13,31,Jeff Wilson right tackle for 16 yards (tackle by AJ Terrell),-0.380,0.040
4,4:25,1,10,SFO 18,13,31,Jeff Wilson right guard for 3 yards (tackle by Foyesade Oluokun),0.040,0.010
4,4:22,,,,,,Timeout #3 by Atlanta Falcons,,
4,4:22,2,7,SFO 21,13,31,Jimmy Garoppolo pass complete short left to Deebo Samuel for 8 yards (tackle by Shawn Williams),0.010,0.870
4,4:16,,,,,,Timeout #3 by Atlanta Falcons,,
4,4:16,1,10,SFO 29,13,31,Jeff Wilson up the middle for 3 yards (tackle by Deion Jones and Adetokunbo Ogundeji),0.870,0.730
4,4:11,,,,,,Timeout #3 by Atlanta Falcons,,
4,4:11,2,7,SFO 32,13,31,Jeff Wilson left tackle for 2 yards (tackle by Grady Jarrett),0.730,0.300
4,3:26,3,5,SFO 34,13,31,Deebo Samuel up the middle for 6 yards (tackle by Foyesade Oluokun and Mike Pennel),0.300,1.600
4,2:42,1,10,SFO 40,13,31,Jeff Wilson up the middle for 2 yards (tackle by Foyesade Oluokun),1.600,1.320
4,2:00,2,8,SFO 42,13,31,Deebo Samuel up the middle for 2 yards (tackle by Grady Jarrett),1.320,0.890
4,1:15,3,6,SFO 44,13,31,Jimmy Garoppolo pass complete short right to Deebo Samuel for 1 yard (tackle by Adetokunbo Ogundeji and Grady Jarrett),0.890,-0.390
4,0:29,,,,,,Timeout #1 by San Francisco 49ers,,
4,0:29,4,5,SFO 45,13,31,"Mitch Wishnowsky punts 55 yards, touchback.",-0.390,-0.280
4,0:14,1,10,ATL 20,13,31,Qadree Ollison left guard for 3 yards (tackle by Arik Armstead),0.280,0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
