Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
1,9:28,1,10,BUF 22,0,3,"Josh Allen scrambles left end for no gain. Penalty on Dion Dawkins: Offensive Holding, 10 yards (accepted) (no play)",0.410,-0.660
1,9:04,1,20,BUF 12,0,3,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Minkah Fitzpatrick),-0.660,-0.770
1,8:24,2,14,BUF 18,0,3,Josh Allen pass complete short left to Cole Beasley for 5 yards (tackle by Tre Norwood and Devin Bush),-0.770,-0.690
1,7:47,3,9,BUF 23,0,3,Josh Allen pass complete short right to Dawson Knox for 10 yards (tackle by Tre Norwood and Minkah Fitzpatrick),-0.690,1.140
1,7:04,1,10,BUF 33,0,3,Josh Allen pass incomplete short left intended for Cole Beasley,1.140,0.590
1,7:00,2,10,BUF 33,0,3,Josh Allen pass complete deep left to Emmanuel Sanders for 16 yards (tackle by Cameron Sutton),0.590,2.190
1,6:33,1,10,BUF 49,0,3,"Josh Allen pass complete to Stefon Diggs for no gain. Penalty on Mitch Morse: Offensive Holding, 10 yards (accepted) (no play)",2.190,1.530
1,6:05,1,20,BUF 39,0,3,Devin Singletary left guard for 6 yards (tackle by Devin Bush and Joe Schobert),1.530,1.110
1,5:28,2,14,BUF 45,0,3,Josh Allen pass incomplete deep right intended for Emmanuel Sanders,1.110,0.430
1,5:21,3,14,BUF 45,0,3,"Josh Allen pass incomplete deep left intended for Cole Beasley. Penalty on Jon Feliciano: Offensive Holding, 10 yards (declined)",0.430,-0.390
1,5:15,4,14,BUF 45,0,3,"Matt Haack punts 55 yards, touchback.",-0.390,-0.280
1,5:05,1,10,PIT 20,0,3,Ben Roethlisberger pass complete short left to Diontae Johnson for 6 yards (tackle by Levi Wallace),0.280,0.540
1,4:29,2,4,PIT 26,0,3,Ben Roethlisberger pass incomplete short left intended for Chase Claypool,0.540,-0.160
1,4:26,3,4,PIT 26,0,3,"Ben Roethlisberger sacked by Mario Addison for -1 yards. Ben Roethlisberger fumbles (forced by Mario Addison), recovered by Chukwuma Okorafor at PIT-25. Penalty on Chase Claypool: Unsportsmanlike Conduct / Offense, 12 yards (accepted)",-0.160,-2.490
1,4:02,4,17,PIT 13,0,3,"Pressley Harvin punts 51 yards, returned by Isaiah McKenzie for 1 yard (tackle by Justin Layne and Benny Snell)",-2.490,-1.400
1,3:50,1,10,BUF 37,0,3,Josh Allen pass incomplete deep right,1.400,0.860
1,3:45,2,10,BUF 37,0,3,Josh Allen up the middle for 9 yards (tackle by Joe Schobert),0.860,1.360
1,2:59,3,1,BUF 46,0,3,Josh Allen pass incomplete deep left intended for Stefon Diggs (defended by Cameron Sutton),1.360,-0.320
1,2:53,4,1,BUF 46,0,3,"Matt Haack punts 46 yards, returned by Ray-Ray McCloud for 5 yards (tackle by Siran Neal)",-0.320,0.320
1,2:41,1,10,PIT 13,0,3,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 6 yards (tackle by Jordan Poyer),-0.320,0.030
1,2:02,2,4,PIT 19,0,3,Najee Harris right tackle for 2 yards (tackle by Ed Oliver),0.030,-0.470
1,1:15,3,2,PIT 21,0,3,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 12 yards (tackle by Micah Hyde),-0.470,1.140
1,0:46,1,10,PIT 33,0,3,Ben Roethlisberger pass complete short right to James Washington for 9 yards (tackle by Micah Hyde),1.140,1.810
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PIT 42,0,3,Najee Harris left tackle for -4 yards (tackle by Ed Oliver),1.810,0.560
2,14:16,3,5,PIT 38,0,3,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool (defended by Levi Wallace),0.560,-0.850
2,14:09,4,5,PIT 38,0,3,Pressley Harvin punts 39 yards out of bounds,-0.850,-0.480
2,14:01,1,10,BUF 23,0,3,Devin Singletary left tackle for 1 yard (tackle by Alex Highsmith),0.480,0.070
2,13:33,2,9,BUF 24,0,3,Josh Allen pass complete short left to Emmanuel Sanders for 13 yards (tackle by Minkah Fitzpatrick),0.070,1.400
2,13:08,1,10,BUF 37,0,3,Josh Allen pass complete short right to Cole Beasley for 4 yards (tackle by Joe Haden and Devin Bush),1.400,1.400
2,12:35,2,6,BUF 41,0,3,"Josh Allen for 9 yards. Josh Allen fumbles (forced by Cameron Heyward), recovered by Josh Allen at 50",1.400,2.260
2,12:02,1,10,BUF 50,0,3,Josh Allen pass complete short right to Stefon Diggs for 7 yards (tackle by Joe Haden),2.260,2.660
2,11:18,2,3,PIT 43,0,3,Josh Allen pass incomplete deep middle intended for Stefon Diggs,2.660,1.950
2,11:10,3,3,PIT 43,0,3,Josh Allen pass incomplete short left intended for Cole Beasley,1.950,0.400
2,11:05,4,3,PIT 43,0,3,Matt Haack punts 36 yards out of bounds,0.400,0.380
2,10:58,1,10,PIT 7,0,3,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson (defended by Micah Hyde),-0.380,-0.780
2,10:53,2,10,PIT 7,0,3,Najee Harris up the middle for 2 yards (tackle by Taron Johnson and Tre'Davious White),-0.780,-1.190
2,10:07,3,8,PIT 9,0,3,"Penalty on Kevin Dotson: False Start, 4 yards (accepted) (no play)",-1.190,-1.650
2,9:45,3,12,PIT 5,0,3,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster (defended by Taron Johnson),-1.650,-2.490
2,9:39,4,12,PIT 5,0,3,Pressley Harvin punts 30 yards out of bounds,-2.490,-3.250
2,9:32,1,10,PIT 35,0,3,Isaiah McKenzie left end for -3 yards (tackle by Melvin Ingram),3.250,2.300
2,8:53,2,13,PIT 38,0,3,Josh Allen pass incomplete short middle intended for Emmanuel Sanders,2.300,1.620
2,8:47,3,13,PIT 38,0,3,"Josh Allen sacked by T.J. Watt for -5 yards. Josh Allen fumbles (forced by T.J. Watt), recovered by Cameron Heyward at PIT-45",1.620,-1.930
2,8:38,1,10,PIT 45,0,3,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 10 yards (tackle by Jordan Poyer),1.930,2.590
2,7:57,1,10,BUF 45,0,3,Ben Roethlisberger sacked by Jordan Poyer for -10 yards,2.590,0.690
2,7:01,2,20,PIT 45,0,3,Najee Harris left tackle for no gain (tackle by Taron Johnson),0.690,0.040
2,6:17,3,20,PIT 45,0,3,Ben Roethlisberger pass incomplete short middle intended for Najee Harris,0.040,-0.390
2,6:12,4,20,PIT 45,0,3,Pressley Harvin punts 46 yards downed by James Pierre,-0.390,0.380
2,6:01,1,10,BUF 9,0,3,Devin Singletary left tackle for 1 yard (tackle by Alex Highsmith),-0.380,-0.710
2,5:24,2,9,BUF 10,0,3,Josh Allen pass complete short middle to Dawson Knox for 12 yards (tackle by Terrell Edmunds),-0.710,0.410
2,4:49,1,10,BUF 22,0,3,"Josh Allen pass incomplete intended for Emmanuel Sanders. Penalty on Dion Dawkins: Offensive Holding, 10 yards (accepted) (no play)",0.410,-0.660
2,4:42,1,20,BUF 12,0,3,Josh Allen pass complete short right to Cole Beasley for 10 yards (tackle by Devin Bush),-0.660,-0.130
2,4:07,2,10,BUF 22,0,3,Josh Allen pass complete short left to Devin Singletary for 5 yards (tackle by Cameron Sutton),-0.130,-0.160
2,3:42,3,5,BUF 27,0,3,"Josh Allen pass complete deep middle to Gabriel Davis for 37 yards (tackle by Terrell Edmunds and Joe Haden) Penalty on PIT: Defensive Too Many Men on Field, 5 yards (declined)",-0.160,3.180
2,3:31,1,10,PIT 36,0,3,Josh Allen left end for 3 yards (tackle by Arthur Maulet),3.180,3.040
2,2:36,2,7,PIT 33,0,3,"Josh Allen pass complete to Stefon Diggs for no gain. Penalty on Alex Highsmith: Defensive Offside, 5 yards (accepted) (no play)",3.040,3.720
2,2:11,2,2,PIT 28,0,3,Josh Allen pass complete short middle to Stefon Diggs for 10 yards (tackle by Cameron Sutton),3.720,4.370
2,2:00,1,10,PIT 18,0,3,Josh Allen left tackle for 1 yard (tackle by Cameron Heyward and Arthur Maulet),4.370,3.940
2,1:22,2,9,PIT 17,0,3,Josh Allen pass complete short middle to Cole Beasley for 8 yards (tackle by Terrell Edmunds),3.940,4.740
2,0:43,3,1,PIT 9,0,3,Josh Allen up the middle for 3 yards (tackle by Tyson Alualu and Joe Schobert),4.740,5.830
2,0:39,,,,,,Timeout #1 by Buffalo Bills,,
2,0:39,1,6,PIT 6,0,3,Josh Allen pass incomplete short right,5.830,4.950
2,0:32,2,6,PIT 6,0,3,Josh Allen right guard for 3 yards (tackle by Tyson Alualu),4.950,4.720
2,0:27,,,,,,Timeout #2 by Buffalo Bills,,
2,0:27,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,0:27,3,3,PIT 3,0,9,"Josh Allen pass complete short right to Gabriel Davis for 3 yards, touchdown",4.720,7.000
2,0:22,,,PIT 15,0,10,Tyler Bass kicks extra point good,0.000,0.000
2,0:22,,,BUF 35,0,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:22,1,10,PIT 25,0,10,Ben Roethlisberger kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,0,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,14:59,1,10,PIT 25,0,10,Najee Harris up the middle for 9 yards (tackle by Taron Johnson),0.610,1.280
3,14:22,2,1,PIT 34,0,10,Najee Harris left guard for 2 yards (tackle by Matt Milano),1.280,1.330
3,13:56,1,10,PIT 36,0,10,"Ben Roethlisberger pass is intercepted by Tre'Davious White at PIT-44 and returned for no gain. Penalty on Tre'Davious White: Defensive Holding, 5 yards (accepted) (no play)",1.330,1.660
3,13:48,1,10,PIT 41,0,10,Ben Roethlisberger pass complete short right to Diontae Johnson for 6 yards (tackle by Taron Johnson),1.660,1.930
3,13:09,2,4,PIT 47,0,10,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster,1.930,1.220
3,13:06,3,4,PIT 47,0,10,Ben Roethlisberger pass complete deep right to Eric Ebron for 19 yards (tackle by Micah Hyde),1.220,3.310
3,12:21,1,10,BUF 34,0,10,Ben Roethlisberger pass complete deep right to Chase Claypool for 22 yards (tackle by Tre'Davious White),3.310,4.780
3,11:53,1,10,BUF 12,0,10,Ben Roethlisberger pass complete short left to Diontae Johnson for 5 yards (tackle by Levi Wallace),4.780,5.020
3,11:15,2,5,BUF 7,0,10,Najee Harris up the middle for 1 yard (tackle by Micah Hyde and Matt Milano),5.020,4.380
3,10:31,3,4,BUF 6,0,10,Ben Roethlisberger pass incomplete short right intended for Najee Harris,4.380,3.000
3,10:26,4,4,BUF 6,3,10,Chris Boswell 24 yard field goal good,3.000,3.000
3,10:23,,,PIT 35,3,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,10:23,1,10,BUF 25,3,10,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by James Pierre),0.610,1.010
3,9:53,2,3,BUF 32,3,10,Josh Allen pass incomplete short left intended for Stefon Diggs,1.010,0.300
3,9:48,3,3,BUF 32,3,10,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by James Pierre),0.300,1.660
3,9:14,1,10,BUF 41,3,10,Josh Allen pass complete short middle to Emmanuel Sanders for 9 yards (tackle by Terrell Edmunds and Joe Schobert),1.660,2.340
3,8:45,2,1,PIT 50,3,10,Devin Singletary up the middle for 3 yards (tackle by Minkah Fitzpatrick and Tyson Alualu),2.340,2.460
3,8:07,1,10,PIT 47,3,10,Josh Allen pass incomplete deep right intended for Emmanuel Sanders,2.460,1.910
3,8:02,2,10,PIT 47,3,10,Matt Breida up the middle for 7 yards (tackle by Carlos Davis),1.910,2.150
3,7:20,3,3,PIT 40,3,10,Josh Allen up the middle for 3 yards (tackle by Chris Wormley and Minkah Fitzpatrick),2.150,3.120
3,6:44,1,10,PIT 37,3,10,Josh Allen pass incomplete short left intended for Gabriel Davis,3.120,2.570
3,6:41,2,10,PIT 37,3,10,Matt Breida up the middle for 2 yards (tackle by T.J. Watt and Cameron Heyward),2.570,2.150
3,6:01,3,8,PIT 35,3,10,Josh Allen pass incomplete short middle intended for Cole Beasley,2.150,0.970
3,5:54,4,8,PIT 35,3,10,Josh Allen pass incomplete deep middle intended for Gabriel Davis (defended by Cameron Sutton),0.970,-1.330
3,5:48,1,10,PIT 36,3,10,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by Tremaine Edmunds),1.330,0.790
3,5:45,2,10,PIT 36,3,10,Ben Roethlisberger pass complete short left to Chase Claypool for 9 yards (tackle by Levi Wallace),0.790,1.290
3,5:07,3,1,PIT 45,3,10,Najee Harris right guard for 2 yards (tackle by Levi Wallace),1.290,2.060
3,4:22,1,10,PIT 47,3,10,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster (defended by Matt Milano),2.060,1.520
3,4:15,2,10,PIT 47,3,10,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 24 yards (tackle by Jordan Poyer and Tremaine Edmunds),1.520,3.640
3,3:47,1,10,BUF 29,3,10,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,3.640,3.100
3,3:45,2,10,BUF 29,3,10,Chase Claypool up the middle for 25 yards (tackle by Micah Hyde),3.100,6.280
3,3:20,1,4,BUF 4,3,10,Najee Harris up the middle for -2 yards (tackle by Tre'Davious White),6.280,4.950
3,2:34,2,6,BUF 6,3,10,Ben Roethlisberger pass incomplete short left intended for Eric Ebron (defended by Taron Johnson),4.950,4.040
3,2:26,3,6,BUF 6,3,10,Ben Roethlisberger pass complete short middle to Najee Harris for 4 yards (tackle by Matt Milano),4.040,3.250
3,1:49,4,2,BUF 2,6,10,Chris Boswell 20 yard field goal good,3.250,3.000
3,1:47,,,PIT 35,6,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,1:47,1,10,BUF 25,6,10,Josh Allen pass complete short right to Cole Beasley for 12 yards (tackle by Devin Bush),0.610,1.400
3,1:12,1,10,BUF 37,6,10,Josh Allen pass incomplete short middle intended for Cole Beasley (defended by Cameron Heyward),1.400,0.860
3,1:07,2,10,BUF 37,6,10,Devin Singletary right end for 2 yards (tackle by Devin Bush),0.860,0.430
3,0:25,3,8,BUF 39,6,10,Josh Allen scrambles left end for 11 yards (tackle by James Pierre),0.430,2.260
3,0:00,1,10,BUF 50,6,10,Josh Allen pass incomplete,2.260,1.710
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,BUF 50,6,10,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by James Pierre),1.710,1.950
4,14:27,3,3,PIT 43,6,10,Matt Breida right end for 2 yards (tackle by Minkah Fitzpatrick),1.950,0.530
4,13:46,4,1,PIT 41,6,10,Matt Breida left tackle for -7 yards (tackle by Cameron Sutton),0.530,-2.130
4,13:42,1,10,PIT 48,6,10,Ben Roethlisberger pass complete short right to Zach Gentry for -2 yards (tackle by Matt Milano),2.130,1.310
4,13:02,2,12,PIT 46,6,10,Najee Harris right guard for 5 yards (tackle by Tremaine Edmunds),1.310,1.290
4,12:16,3,7,BUF 49,6,10,"Ben Roethlisberger pass incomplete deep left intended for Chase Claypool. Penalty on Levi Wallace: Defensive Pass Interference, 26 yards (accepted) (no play)",1.290,4.040
4,12:11,1,10,BUF 23,6,10,Najee Harris right guard for 18 yards (tackle by Tremaine Edmunds),4.040,6.060
4,11:24,1,5,BUF 5,12,10,"Ben Roethlisberger pass complete short left to Diontae Johnson for 5 yards, touchdown",6.060,7.000
4,11:19,,,BUF 15,13,10,Chris Boswell kicks extra point good,0.000,0.000
4,11:19,,,PIT 35,13,10,"Chris Boswell kicks off 63 yards, returned by Isaiah McKenzie for 23 yards (tackle by Derek Watt)",0.000,0.610
4,11:12,1,10,BUF 25,13,10,Josh Allen pass complete short left to Cole Beasley for 4 yards (tackle by Devin Bush),0.610,0.600
4,10:37,2,6,BUF 29,13,10,Josh Allen pass incomplete deep left intended for Emmanuel Sanders (defended by James Pierre),0.600,-0.100
4,10:31,3,6,BUF 29,13,10,Josh Allen sacked by Cameron Heyward for -6 yards,-0.100,-1.830
4,9:52,4,12,BUF 23,19,10,"Matt Haack punts blocked by Miles Killebrew, touchdown",-1.830,-7.000
4,9:45,,,BUF 15,20,10,Chris Boswell kicks extra point good,0.000,0.000
4,9:45,,,PIT 35,20,10,"Chris Boswell kicks off 58 yards, returned by Isaiah McKenzie for 19 yards (tackle by Arthur Maulet)",0.000,0.670
4,9:40,1,10,BUF 26,20,10,Josh Allen pass complete short middle to Dawson Knox for 6 yards (tackle by Minkah Fitzpatrick),0.670,0.940
4,9:20,2,4,BUF 32,20,10,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Joe Haden and Minkah Fitzpatrick),0.940,1.860
4,8:42,1,10,BUF 44,20,10,Devin Singletary left guard for 6 yards (tackle by Devin Bush and Joe Schobert),1.860,2.130
4,8:16,2,4,BUF 50,20,10,Devin Singletary left guard for 15 yards (tackle by Terrell Edmunds),2.130,3.250
4,7:46,1,10,PIT 35,20,10,Devin Singletary left tackle for 25 yards (tackle by Minkah Fitzpatrick),3.250,4.910
4,7:18,1,10,PIT 10,20,10,Josh Allen up the middle for 2 yards (tackle by Isaiah Buggs and Alex Highsmith),4.910,4.570
4,6:41,2,8,PIT 8,20,10,Devin Singletary right tackle for 3 yards (tackle by Alex Highsmith),4.570,4.260
4,6:08,3,5,PIT 5,20,10,Josh Allen pass complete short right to Devin Singletary for -2 yards. Devin Singletary fumbles (forced by Joe Haden). Devin Singletary fumbles out of bounds,4.260,2.970
4,5:26,4,7,PIT 7,20,13,Tyler Bass 25 yard field goal good,2.970,3.000
4,5:23,,,BUF 35,20,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,5:23,1,10,PIT 25,20,13,"Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson. Penalty on Levi Wallace: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
4,5:17,1,10,PIT 30,20,13,Najee Harris right guard for 3 yards (tackle by Jordan Poyer),0.940,0.800
4,4:46,2,7,PIT 33,20,13,Ben Roethlisberger pass complete deep right to JuJu Smith-Schuster for 24 yards (tackle by Taron Johnson),0.800,2.720
4,4:00,1,10,BUF 43,20,13,"Penalty on JuJu Smith-Schuster: False Start, 6 yards (accepted) (no play)",2.720,2.320
4,3:58,1,16,BUF 49,20,13,Ben Roethlisberger scrambles up the middle for 8 yards (tackle by Gregory Rousseau),2.320,2.450
4,3:12,2,8,BUF 41,20,13,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,2.450,1.750
4,3:08,3,8,BUF 41,20,13,Ben Roethlisberger pass complete short right to Chase Claypool for 14 yards (tackle by Taron Johnson),1.750,3.780
4,3:00,,,,,,Timeout #1 by Buffalo Bills,,
4,3:00,1,10,BUF 27,20,13,Najee Harris up the middle for -1 yards (tackle by Matt Milano and Justin Zimmer),3.780,3.100
4,2:56,,,,,,Timeout #2 by Buffalo Bills,,
4,2:56,2,11,BUF 28,20,13,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,3.100,2.410
4,2:52,3,11,BUF 28,20,13,Ben Roethlisberger pass complete short left to James Washington for 1 yard (tackle by Taron Johnson),2.410,1.670
4,2:47,,,,,,Timeout #3 by Buffalo Bills,,
4,2:47,4,10,BUF 27,23,13,Chris Boswell 45 yard field goal good,1.670,3.000
4,2:42,,,PIT 35,23,13,"Chris Boswell kicks off 55 yards, returned by Isaiah McKenzie for 26 yards (tackle by Tre Norwood and James Pierre)",0.000,1.330
4,2:34,1,10,BUF 36,23,13,Josh Allen pass incomplete short right intended for Gabriel Davis,1.330,0.790
4,2:32,2,10,BUF 36,23,13,Josh Allen pass incomplete short right intended for Devin Singletary,0.790,0.100
4,2:30,3,10,BUF 36,23,13,Josh Allen pass incomplete short middle intended for Devin Singletary (defended by Melvin Ingram),0.100,-0.980
4,2:19,4,10,BUF 36,23,13,Josh Allen pass complete short left to Emmanuel Sanders for 14 yards (tackle by James Pierre),-0.980,2.260
4,2:00,1,10,PIT 50,23,13,Josh Allen pass complete short right to Dawson Knox for 13 yards (tackle by Tre Norwood),2.260,3.120
4,1:53,1,10,PIT 37,23,13,"Josh Allen sacked by T.J. Watt for -5 yards. Penalty on Dion Dawkins: Offensive Holding, 10 yards (declined)",3.120,1.900
4,1:47,2,15,PIT 42,23,13,"Penalty on Emmanuel Sanders: False Start, 5 yards (accepted) (no play)",1.900,1.220
4,1:47,2,20,PIT 47,23,13,Josh Allen pass complete short middle to Cole Beasley for 10 yards (tackle by Tre Norwood and Minkah Fitzpatrick),1.220,1.880
4,1:27,3,10,PIT 37,23,13,Josh Allen pass complete short left to Stefon Diggs for 13 yards (tackle by James Pierre),1.880,3.970
4,1:20,1,10,PIT 24,23,13,Josh Allen pass complete short left to Devin Singletary for 5 yards. Devin Singletary fumbles (forced by Devin Bush). Devin Singletary fumbles out of bounds,3.970,4.120
4,0:59,2,5,PIT 19,23,13,"Josh Allen pass incomplete intended for Cole Beasley. Penalty on Melvin Ingram: Defensive Offside, 5 yards (accepted) (no play)",4.120,4.650
4,0:54,1,10,PIT 14,23,13,"Josh Allen pass incomplete intended for Emmanuel Sanders. Penalty on Daryl Williams: Offensive Holding, 10 yards (accepted) (no play)",4.650,3.970
4,0:49,1,20,PIT 24,23,16,Tyler Bass 42 yard field goal good,3.970,3.000
4,0:46,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,0:46,,,BUF 35,23,16,"Tyler Bass kicks onside 10 yards, returned by JuJu Smith-Schuster for no gain",0.000,2.590
4,0:45,1,10,BUF 45,23,16,Ben Roethlisberger kneels for -1 yards,2.590,1.910
4,0:26,2,11,BUF 46,23,16,Ben Roethlisberger kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
