Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3,10:14,1,10,NWE 38,0,20,Mac Jones pass incomplete deep right intended for Nelson Agholor (defended by Kenny Moore),1.470,0.920
3,10:06,2,10,NWE 38,0,20,"Rhamondre Stevenson up the middle for no gain (tackle by Andrew Sendejo). Penalty on Kendrick Bourne: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",0.920,-0.430
3,9:39,2,20,NWE 28,0,20,Mac Jones pass complete short left to Nelson Agholor for 9 yards (tackle by Isaiah Rodgers),-0.430,0.100
3,8:58,3,11,NWE 37,0,20,Mac Jones pass complete short left to Nelson Agholor for 10 yards (tackle by Isaiah Rodgers),0.100,-0.260
3,8:17,4,1,NWE 47,0,20,Mac Jones pass incomplete deep right intended for Nelson Agholor,-0.260,-2.460
3,8:12,1,10,NWE 47,0,20,Carson Wentz pass incomplete short right intended for Michael Pittman (defended by J.C. Jackson),2.460,1.910
3,8:06,2,10,NWE 47,0,20,Jonathan Taylor up the middle for 6 yards (tackle by Davon Godchaux),1.910,2.010
3,7:19,3,4,NWE 41,0,20,Carson Wentz up the middle for 3 yards (tackle by Jamie Collins and Dont'a Hightower),2.010,0.720
3,6:33,4,1,NWE 38,0,20,Carson Wentz left guard for 2 yards (tackle by Myles Bryant and Kyle Van Noy),0.720,3.180
3,5:49,1,10,NWE 36,0,20,Carson Wentz pass incomplete short right intended for Nyheim Hines (defended by Jamie Collins),3.180,2.640
3,5:44,2,10,NWE 36,0,20,"Jonathan Taylor right tackle for 7 yards (tackle by J.C. Jackson and Matt Judon). Penalty on Kyle Dugger: Personal Foul / Defense, 15 yards (offset) . Penalty on Michael Pittman: Personal Foul / Offense, 15 yards (offset)",2.640,2.870
3,5:14,3,3,NWE 29,0,20,Jonathan Taylor up the middle for -2 yards (tackle by Adrian Phillips),2.870,1.350
3,4:38,4,5,NWE 31,0,20,Michael Badgley 49 yard field goal no good,1.350,-1.530
3,4:33,1,10,NWE 39,0,20,Mac Jones pass complete short middle to Hunter Henry for 14 yards (tackle by Khari Willis),1.530,2.460
3,4:00,1,10,IND 47,0,20,Mac Jones pass complete short middle to Nelson Agholor for 10 yards (tackle by Shaquille Leonard),2.460,3.120
3,3:19,1,10,IND 37,0,20,Rhamondre Stevenson right tackle for 6 yards (tackle by Andrew Sendejo),3.120,3.380
3,2:38,2,4,IND 31,0,20,Mac Jones pass incomplete deep middle intended for Jonnu Smith,3.380,2.680
3,2:33,3,4,IND 31,0,20,Mac Jones pass complete short middle to Hunter Henry for 8 yards (tackle by T.J. Carrie),2.680,4.040
3,1:54,1,10,IND 23,0,20,Mac Jones pass complete short left to Hunter Henry for 11 yards (tackle by Shaquille Leonard and Khari Willis),4.040,4.780
3,1:13,1,10,IND 12,0,20,"Jonnu Smith right end for 2 yards (tackle by Shaquille Leonard). Penalty on Jakobi Meyers: Offensive Holding, 10 yards (accepted)",4.780,4.240
3,0:53,1,18,IND 20,0,20,"Penalty on Isaiah Wynn: False Start, 5 yards (accepted) (no play)",4.240,3.910
3,0:31,1,23,IND 25,0,20,Mac Jones pass complete short right to Brandon Bolden for 13 yards (tackle by Bobby Okereke),3.910,4.100
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 12,6,20,"Mac Jones pass complete short left to Hunter Henry for 12 yards, touchdown",4.100,7.000
4,14:55,,,IND 15,7,20,Nick Folk kicks extra point good,0.000,0.000
4,14:55,,,NWE 35,7,20,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,IND 25,7,20,Jonathan Taylor right tackle for 2 yards (tackle by Matt Judon and J.C. Jackson),0.610,0.330
4,14:11,2,8,IND 27,7,20,Carson Wentz pass complete short right to T.Y. Hilton for 19 yards (tackle by Devin McCourty),0.330,1.990
4,13:31,1,10,IND 46,7,20,Carson Wentz pass short right (defended by Jamie Collins) intended for Zach Pascal is intercepted by Devin McCourty at NE-47 and returned for no gain,1.990,-2.060
4,13:25,1,10,NWE 47,7,20,Mac Jones pass incomplete deep left intended for Jakobi Meyers,2.060,1.520
4,13:20,2,10,NWE 47,7,20,Mac Jones pass incomplete short left intended for N'Keal Harry,1.520,0.830
4,13:14,3,10,NWE 47,7,20,Mac Jones pass complete short left to Brandon Bolden for 12 yards (tackle by Xavier Rhodes),0.830,2.850
4,12:39,1,10,IND 41,7,20,Mac Jones pass incomplete short left intended for Jakobi Meyers,2.850,2.310
4,12:32,2,10,IND 41,7,20,Mac Jones pass complete short middle to N'Keal Harry for 9 yards (tackle by Andrew Sendejo),2.310,2.810
4,11:54,3,1,IND 32,7,20,Brandon Bolden up the middle for no gain (tackle by Isaiah Rodgers and Shaquille Leonard),2.810,1.310
4,11:14,4,1,IND 32,7,20,Mac Jones pass complete short middle to Jakobi Meyers for 10 yards (tackle by Andrew Sendejo),1.310,4.110
4,10:37,1,10,IND 22,7,20,Kendrick Bourne left end for 18 yards (tackle by Isaac Rochell and Khari Willis),4.110,6.280
4,9:53,1,4,IND 4,7,20,Mac Jones pass incomplete short right intended for Jakobi Meyers,6.280,5.340
4,9:47,2,4,IND 4,7,20,Brandon Bolden left end for 2 yards (tackle by Xavier Rhodes and Kwity Paye),5.340,4.950
4,9:08,3,2,IND 2,7,20,"Penalty on Michael Onwenu: False Start, 5 yards (accepted) (no play)",4.950,3.810
4,9:08,3,7,IND 7,7,20,Mac Jones pass incomplete short left intended for Hunter Henry,3.810,2.970
4,9:00,4,7,IND 7,10,20,Nick Folk 25 yard field goal good,2.970,3.000
4,8:57,,,NWE 35,10,20,"Jake Bailey kicks off 65 yards, returned by Isaiah Rodgers for 22 yards (tackle by Jahlani Tavai and Cody Davis)",0.000,0.410
4,8:52,1,10,IND 22,10,20,Jonathan Taylor right tackle for 12 yards (tackle by Devin McCourty and Matt Judon),0.410,1.200
4,8:03,1,10,IND 34,10,20,Jonathan Taylor up the middle for 6 yards (tackle by Carl Davis and Dont'a Hightower),1.200,1.470
4,7:13,2,4,IND 40,10,20,Jonathan Taylor right guard for 3 yards (tackle by Davon Godchaux and Kyle Van Noy),1.470,1.160
4,6:26,3,1,IND 43,10,20,Jonathan Taylor up the middle for no gain (tackle by Lawrence Guy and Jamie Collins),1.160,-0.520
4,5:38,4,1,IND 43,10,20,Carson Wentz left guard for 1 yard (tackle by Dont'a Hightower and Christian Barmore),-0.520,1.860
4,4:50,,,,,,Timeout #1 by Indianapolis Colts,,
4,4:50,1,10,IND 44,10,20,Jonathan Taylor left guard for no gain (tackle by Christian Barmore and Adrian Phillips),1.860,1.320
4,4:04,2,10,IND 44,10,20,Jonathan Taylor up the middle for -4 yards (tackle by Jamie Collins),1.320,0.100
4,4:00,,,,,,Timeout #1 by New England Patriots,,
4,4:00,3,14,IND 40,10,20,Carson Wentz left end for 1 yard (tackle by Kyle Van Noy),0.100,-0.650
4,3:55,,,,,,Timeout #2 by New England Patriots,,
4,3:55,4,13,IND 41,10,20,"Rigoberto Sanchez punts 41 yards, fair catch by Gunner Olszewski at NE-18",-0.650,-0.040
4,3:48,1,10,NWE 18,10,20,Mac Jones pass complete deep middle to Kendrick Bourne for 20 yards (tackle by Khari Willis),0.040,1.470
4,3:23,1,10,NWE 38,10,20,Mac Jones pass incomplete short left intended for Brandon Bolden,1.470,0.920
4,3:16,2,10,NWE 38,10,20,Mac Jones pass complete short middle to Jakobi Meyers for 4 yards (tackle by Khari Willis),0.920,0.760
4,2:58,3,6,NWE 42,10,20,"to Hunter Henry for 12 yards (tackle by Shaquille Leonard and Rock Ya-Sin). Penalty on Rock Ya-Sin: Illegal Use of Hands / Defense, 5 yards (offset) . Penalty on Hunter Henry: Offensive Pass Interference, 10 yards (offset) (no play)",0.760,0.760
4,2:50,3,6,NWE 42,10,20,"Mac Jones pass complete deep middle to N'Keal Harry for 43 yards (tackle by Isaiah Rodgers). Penalty on Al-Quadin Muhammad: Roughing the Passer, 8 yards (accepted)",0.760,5.600
4,2:35,1,7,IND 7,10,20,Mac Jones pass incomplete short right intended for Jakobi Meyers (defended by Kenny Moore),5.600,4.760
4,2:30,2,7,IND 7,10,20,Mac Jones pass incomplete short left intended for N'Keal Harry,4.760,3.810
4,2:25,3,7,IND 7,16,20,"Mac Jones pass complete short left to Hunter Henry for 7 yards, touchdown",3.810,7.000
4,2:21,,,IND 15,17,20,Nick Folk kicks extra point good,0.000,0.000
4,2:21,,,NWE 35,17,20,"Nick Folk kicks off 54 yards, returned by Nyheim Hines for 20 yards (tackle by Gunner Olszewski)",0.000,1.000
4,2:16,1,10,IND 31,17,20,Ashton Dulin right end for 2 yards (tackle by Devin McCourty and Kyle Van Noy),1.000,0.730
4,2:11,,,,,,Timeout #3 by New England Patriots,,
4,2:11,2,8,IND 33,17,26,"Jonathan Taylor left guard for 67 yards, touchdown",0.730,7.000
4,2:01,,,NWE 15,17,27,Michael Badgley kicks extra point good,0.000,0.000
4,2:01,,,IND 35,17,27,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,2:01,1,10,NWE 25,17,27,Mac Jones pass complete short middle to Jakobi Meyers for 9 yards (tackle by Rock Ya-Sin),0.610,1.280
4,1:54,2,1,NWE 34,17,27,Mac Jones pass complete short left to Brandon Bolden for 16 yards (tackle by Shaquille Leonard),1.280,2.260
4,1:33,1,10,IND 50,17,27,Mac Jones pass incomplete deep middle intended for N'Keal Harry (defended by Andrew Sendejo),2.260,1.710
4,1:27,2,10,IND 50,17,27,Mac Jones pass incomplete deep left intended for Jakobi Meyers,1.710,1.030
4,1:22,3,10,IND 50,17,27,Mac Jones pass incomplete short middle,1.030,-0.060
4,1:15,4,10,IND 50,17,27,Mac Jones pass incomplete short right intended for Gunner Olszewski (defended by Rock Ya-Sin),-0.060,-2.260
4,1:10,1,10,IND 50,17,27,Carson Wentz kneels for -1 yards,2.260,1.580
4,0:36,2,11,IND 49,17,27,Carson Wentz kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
