Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2,7:36,,,KAN 2,14,0,Two Point Attempt: Justin Herbert pass complete to to Mike Williams for no gain,1.000,1.000
2,7:36,,,LAC 35,14,0,"Tristan Vizcaino kicks off 65 yards, touchback.",0.000,0.610
2,7:36,1,10,KAN 25,14,0,Clyde Edwards-Helaire left guard for 5 yards (tackle by Jerry Tillery and Kyzir White),0.610,0.740
2,7:06,2,5,KAN 30,14,0,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for -1 yards (tackle by Drue Tranquill),0.740,-0.160
2,6:25,3,7,KAN 29,14,0,Patrick Mahomes sacked by and Drue Tranquill for -8 yards and Joey Bosa for -8 yards,-0.160,-1.960
2,5:44,4,14,KAN 21,14,0,"Tommy Townsend punts 51 yards, returned by K.J. Hill for no gain",-1.960,-0.810
2,5:34,1,10,LAC 28,14,0,Justin Herbert pass complete short middle to Austin Ekeler for 5 yards (tackle by Anthony Hitchens),0.810,0.940
2,4:59,2,5,LAC 33,14,0,Justin Herbert pass complete to Austin Ekeler for 12 yards (tackle by Rashad Fenton and Nick Bolton),0.940,1.930
2,4:17,1,10,LAC 45,14,0,Justin Jackson up the middle for -1 yards (tackle by L'Jarius Sneed),1.930,1.250
2,3:40,2,11,LAC 44,14,0,Justin Herbert pass complete to Austin Ekeler for 7 yards (tackle by Deandre Baker),1.250,1.490
2,3:19,3,4,KAN 49,14,0,Justin Herbert pass incomplete deep left intended for Jalen Guyton (defended by Daniel Sorensen),1.490,0.000
2,3:07,4,4,KAN 49,14,0,"Justin Herbert pass complete short middle to Keenan Allen for no gain (tackle by Mike Hughes). Penalty on Jalen Guyton: Illegal Shift, 5 yards (accepted) (no play)",0.000,-0.320
2,2:40,4,9,LAC 46,14,0,"Ty Long punts 40 yards, fair catch by Mecole Hardman at KC-14",-0.320,0.280
2,2:33,1,10,KAN 14,14,0,Patrick Mahomes pass complete short middle to Byron Pringle for 5 yards (tackle by Drue Tranquill),-0.280,-0.040
2,2:14,2,5,KAN 19,14,0,Patrick Mahomes pass incomplete short right,-0.040,-0.800
2,2:08,3,5,KAN 19,14,0,Patrick Mahomes pass complete short left to Travis Kelce for 15 yards (tackle by Alohi Gilman),-0.800,1.200
2,2:00,1,10,KAN 34,14,0,Patrick Mahomes pass complete to Travis Kelce for 28 yards (tackle by Mark Webb),1.200,3.050
2,1:34,1,10,LAC 38,14,0,Patrick Mahomes pass incomplete short right intended for Mecole Hardman,3.050,2.510
2,1:32,2,10,LAC 38,14,0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Nasir Adderley),2.510,2.740
2,1:08,3,3,LAC 31,14,0,Clyde Edwards-Helaire right guard for 14 yards (tackle by Kyzir White and Asante Samuel),2.740,4.440
2,0:41,1,10,LAC 17,14,0,"Penalty on Joe Thuney: False Start, 5 yards (accepted) (no play)",4.440,4.110
2,0:41,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:41,1,15,LAC 22,14,0,Patrick Mahomes pass incomplete short right intended for Byron Pringle,4.110,3.220
2,0:36,2,15,LAC 22,14,0,Patrick Mahomes pass incomplete short left intended for Byron Pringle,3.220,2.540
2,0:31,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:31,3,15,LAC 22,14,0,Patrick Mahomes pass complete short left to Demarcus Robinson for 6 yards (tackle by Alohi Gilman),2.540,2.380
2,0:23,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:23,4,9,LAC 16,14,3,Harrison Butker 34 yard field goal good,2.380,3.000
2,0:19,,,KAN 35,14,3,"Harrison Butker kicks off 73 yards, returned by Larry Rountree for 17 yards (tackle by Marcus Kemp)",0.000,-0.380
2,0:16,1,10,LAC 9,14,3,Justin Herbert kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,14,3,"Tristan Vizcaino kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,14,3,Patrick Mahomes pass complete short right to Demarcus Robinson for 11 yards (tackle by Nasir Adderley),0.610,1.330
3,14:30,1,10,KAN 36,14,3,Clyde Edwards-Helaire left guard for 10 yards (tackle by Nasir Adderley),1.330,1.990
3,13:52,1,10,KAN 46,14,3,Patrick Mahomes pass incomplete deep right intended for Byron Pringle,1.990,1.450
3,13:47,2,10,KAN 46,14,3,Clyde Edwards-Helaire left guard for 4 yards (tackle by Christian Covington and Joe Gaziano),1.450,1.290
3,13:11,3,6,KAN 50,14,3,Patrick Mahomes pass complete short middle to Tyreek Hill for 12 yards (tackle by Drue Tranquill),1.290,3.050
3,12:49,1,10,LAC 38,14,3,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Kyzir White),3.050,3.590
3,12:10,2,2,LAC 30,14,3,Darrel Williams left guard for 2 yards (tackle by Chris Rumph),3.590,3.710
3,11:29,1,10,LAC 28,14,3,"Patrick Mahomes pass incomplete short middle. Penalty on Michael Davis: Defensive Holding, 5 yards (accepted) (no play)",3.710,4.040
3,11:29,1,10,LAC 23,14,3,Clyde Edwards-Helaire left guard for 3 yards (tackle by Christian Covington and Linval Joseph),4.040,3.900
3,10:52,2,7,LAC 20,14,3,Patrick Mahomes pass complete short middle to Mecole Hardman for 10 yards (tackle by Michael Davis and Linval Joseph),3.900,4.910
3,10:04,1,10,LAC 10,14,3,Patrick Mahomes pass incomplete short right,4.910,4.190
3,10:00,2,10,LAC 10,14,3,Clyde Edwards-Helaire left guard for 8 yards (tackle by Nasir Adderley),4.190,4.950
3,9:19,3,2,LAC 2,14,9,"Patrick Mahomes pass complete short middle to Jody Fortson for 2 yards, touchdown",4.950,7.000
3,9:15,,,LAC 15,14,10,Harrison Butker kicks extra point good,0.000,0.000
3,9:15,,,KAN 35,14,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,9:15,1,10,LAC 25,14,10,Austin Ekeler left end for 5 yards (tackle by Daniel Sorensen),0.610,0.740
3,8:45,2,5,LAC 30,14,10,Justin Herbert sacked by Michael Danna for -6 yards,0.740,-0.760
3,8:06,3,11,LAC 24,14,10,Justin Herbert pass incomplete deep right,-0.760,-1.770
3,7:56,4,11,LAC 24,14,10,"Ty Long punts 53 yards, returned by Mecole Hardman for 7 yards (tackle by Chris Rumph)",-1.770,-0.940
3,7:44,1,10,KAN 30,14,10,Clyde Edwards-Helaire right guard for 4 yards (tackle by Chris Rumph and Kenneth Murray),0.940,0.870
3,7:09,2,7,KAN 34,14,10,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by Nasir Adderley),0.870,1.600
3,6:30,1,10,KAN 40,14,10,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,1.600,1.050
3,6:23,2,10,KAN 40,14,10,Patrick Mahomes pass incomplete short left,1.050,0.370
3,6:20,3,10,KAN 40,14,10,Patrick Mahomes pass complete short middle to Travis Kelce for 23 yards (tackle by Alohi Gilman),0.370,3.120
3,5:38,1,10,LAC 37,14,10,"Mecole Hardman left end for 2 yards (tackle by Kyzir White). Penalty on Kyzir White: Unnecessary Roughness / Defense, 15 yards (accepted)",3.120,4.240
3,5:20,1,10,LAC 20,14,10,"Patrick Mahomes scrambles right end for no gain. Patrick Mahomes fumbles, recovered by Patrick Mahomes at LAC-3 (tackle by Derwin James). Penalty on Lucas Niang: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",4.240,3.580
3,5:06,1,20,LAC 30,14,10,Patrick Mahomes pass complete short left to Tyreek Hill for 18 yards (tackle by Michael Davis),3.580,5.040
3,4:25,2,2,LAC 12,14,10,Darrel Williams left guard for 2 yards (tackle by Linval Joseph),5.040,4.910
3,3:46,1,10,LAC 10,14,10,Patrick Mahomes pass incomplete short left intended for Darrel Williams,4.910,4.190
3,3:41,2,10,LAC 10,14,16,"Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 10 yards, touchdown",4.190,7.000
3,3:35,,,LAC 15,14,17,Harrison Butker kicks extra point good,0.000,0.000
3,3:35,,,KAN 35,14,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,3:35,1,10,LAC 25,14,17,Justin Herbert pass incomplete short left,0.610,0.060
3,3:30,2,10,LAC 25,14,17,Austin Ekeler left guard for 9 yards (tackle by Daniel Sorensen and Chris Jones),0.060,0.560
3,2:51,3,1,LAC 34,14,17,Justin Herbert pass complete deep left to Jared Cook for 21 yards (tackle by Daniel Sorensen),0.560,2.590
3,2:12,1,10,KAN 45,14,17,Justin Herbert pass incomplete short right intended for Keenan Allen,2.590,2.040
3,2:07,2,10,KAN 45,14,17,Justin Herbert pass complete short right to Keenan Allen for 11 yards (tackle by Tyrann Mathieu),2.040,3.310
3,1:32,1,10,KAN 34,14,17,Justin Jackson right tackle for 1 yard (tackle by Nick Bolton and Anthony Hitchens),3.310,2.910
3,0:55,2,9,KAN 33,14,17,Justin Herbert pass complete short left to Keenan Allen for 5 yards (tackle by L'Jarius Sneed),2.910,2.870
3,0:15,3,4,KAN 28,14,17,Justin Herbert pass complete short right to Keenan Allen for no gain (tackle by Deandre Baker),2.870,1.650
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,KAN 28,14,17,Justin Herbert pass complete short right to Keenan Allen for 9 yards (tackle by Deandre Baker),1.650,4.310
4,14:22,1,10,KAN 19,14,17,Austin Ekeler right tackle for -1 yards (tackle by Chris Jones),4.310,3.630
4,13:46,2,11,KAN 20,20,17,"Justin Herbert pass complete deep right to Mike Williams for 20 yards, touchdown",3.630,7.000
4,13:39,,,KAN 15,21,17,Tristan Vizcaino kicks extra point good,0.000,0.000
4,13:39,,,LAC 35,21,17,"Tristan Vizcaino kicks off 67 yards, returned by Byron Pringle for 30 yards (tackle by Alohi Gilman)",0.000,0.810
4,13:33,1,10,KAN 28,21,17,Patrick Mahomes pass complete short right to Noah Gray for 5 yards (tackle by Kyzir White),0.810,0.940
4,13:00,2,5,KAN 33,21,17,Clyde Edwards-Helaire right end for 12 yards (tackle by Joey Bosa and Kyzir White),0.940,1.930
4,12:28,1,10,KAN 45,21,17,Clyde Edwards-Helaire right guard for 7 yards (tackle by Nasir Adderley and Linval Joseph),1.930,2.330
4,11:52,2,3,LAC 48,21,17,Patrick Mahomes pass complete short left to Darrel Williams for 5 yards (tackle by Tevaughn Campbell),2.330,2.720
4,11:18,1,10,LAC 43,21,17,Darrel Williams up the middle for 5 yards (tackle by Derwin James),2.720,2.850
4,10:41,2,5,LAC 38,21,17,Patrick Mahomes pass complete short left to Byron Pringle for 7 yards (tackle by Derwin James),2.850,3.510
4,10:01,1,10,LAC 31,21,17,Darrel Williams right guard for 7 yards (tackle by Drue Tranquill),3.510,3.910
4,9:23,2,3,LAC 24,21,17,Darrel Williams right tackle for 4 yards (tackle by Linval Joseph) (tackle by Linval Joseph),3.910,4.240
4,8:39,1,10,LAC 20,21,17,Clyde Edwards-Helaire right tackle for -1 yards (tackle by Jerry Tillery),4.240,3.560
4,8:00,2,11,LAC 21,21,17,Patrick Mahomes pass complete short left to Tyreek Hill for 11 yards (tackle by Alohi Gilman),3.560,4.910
4,7:31,1,10,LAC 10,21,17,Patrick Mahomes scrambles left end for 2 yards (tackle by Drue Tranquill),4.910,4.570
4,6:50,2,8,LAC 8,21,23,"Patrick Mahomes pass complete short middle to Mecole Hardman for 8 yards, touchdown",4.570,7.000
4,6:43,,,LAC 15,21,24,Harrison Butker kicks extra point good,0.000,0.000
4,6:43,,,KAN 35,21,24,"Harrison Butker kicks off 60 yards, returned by Larry Rountree for 20 yards (tackle by Armani Watts and Noah Gray)",0.000,0.610
4,6:38,1,10,LAC 25,21,24,Justin Herbert pass complete deep left to Mike Williams for 43 yards (tackle by Daniel Sorensen),0.610,3.450
4,5:53,1,10,KAN 32,21,24,Austin Ekeler left guard for 11 yards (tackle by Nick Bolton and Daniel Sorensen),3.450,4.170
4,5:22,1,10,KAN 21,21,24,Austin Ekeler left guard for 6 yards (tackle by Anthony Hitchens),4.170,4.550
4,4:46,2,4,KAN 15,21,24,Austin Ekeler left guard for 9 yards (tackle by L'Jarius Sneed),4.550,5.830
4,4:04,1,6,KAN 6,21,24,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)",5.830,4.770
4,4:04,1,11,KAN 11,21,24,Justin Herbert pass incomplete short right intended for Keenan Allen,4.770,4.020
4,4:01,2,11,KAN 11,21,24,Justin Herbert scrambles right guard for 6 yards (tackle by Nick Bolton),4.020,4.260
4,3:24,3,5,KAN 5,21,24,"Justin Herbert pass incomplete intended for Keenan Allen. Penalty on L'Jarius Sneed: Defensive Pass Interference, 4 yards (accepted) (no play)",4.260,6.970
4,3:19,1,1,KAN 1,21,24,Larry Rountree right tackle for no gain (tackle by Jarran Reed and Nick Bolton),6.970,5.910
4,2:36,2,1,KAN 1,21,24,"Justin Herbert pass complete short right to Gabe Nabers for no gain, touchdown. Penalty on Jared Cook: Illegal Shift, 5 yards (accepted) (no play)",5.910,4.950
4,2:30,2,6,KAN 6,21,24,Justin Herbert pass incomplete short left,4.950,4.040
4,2:24,3,6,KAN 6,21,24,Justin Herbert pass incomplete right intended for Keenan Allen,4.040,2.990
4,2:17,4,6,KAN 6,24,24,Tristan Vizcaino 24 yard field goal good,2.990,3.000
4,2:14,,,LAC 35,24,24,"Tristan Vizcaino kicks off 65 yards, touchback.",0.000,0.610
4,2:14,1,10,KAN 25,24,24,Clyde Edwards-Helaire right tackle for 2 yards (tackle by Linval Joseph and Drue Tranquill),0.610,0.330
4,2:00,2,8,KAN 27,24,24,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,0.330,-0.360
4,1:55,3,8,KAN 27,24,24,Patrick Mahomes pass deep right intended for Travis Kelce is intercepted by Alohi Gilman at LAC-41 and returned for no gain,-0.360,-1.660
4,1:42,1,10,LAC 41,24,24,Justin Herbert pass incomplete short left intended for Jared Cook,1.660,1.120
4,1:39,2,10,LAC 41,24,24,Austin Ekeler right guard for 8 yards (tackle by Tyrann Mathieu),1.120,1.490
4,1:06,3,2,LAC 49,24,24,Justin Herbert pass complete short right to Keenan Allen for 15 yards (tackle by Tyrann Mathieu),1.490,3.180
4,0:58,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:58,1,10,KAN 36,24,24,Justin Herbert pass complete short right to Jared Cook for 6 yards (tackle by Daniel Sorensen),3.180,3.450
4,0:54,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:54,2,4,KAN 30,24,24,Justin Herbert pass incomplete short right intended for Mike Williams,3.450,2.740
4,0:51,3,4,KAN 30,24,24,Justin Herbert pass incomplete short left intended for Mike Williams (defended by Mike Hughes),2.740,1.460
4,0:48,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:48,4,4,KAN 30,24,24,"Penalty on Rashawn Slater: False Start, 5 yards (accepted) (no play)",1.460,0.970
4,0:48,4,9,KAN 35,24,24,"Justin Herbert pass incomplete short right intended for Mike Williams. Penalty on Deandre Baker: Defensive Pass Interference, 15 yards (accepted) (no play)",0.970,4.240
4,0:42,1,10,KAN 20,24,24,Justin Herbert pass complete short left to Mike Williams for 16 yards (tackle by Mike Hughes),4.240,6.280
4,0:36,1,4,KAN 4,30,24,"Justin Herbert pass complete short left to Mike Williams for 4 yards, touchdown",6.280,7.000
4,0:32,,,KAN 15,30,24,Tristan Vizcaino kicks extra point no good,0.000,-1.000
4,0:32,,,LAC 35,30,24,"Tristan Vizcaino kicks off 65 yards, touchback.",0.000,0.610
4,0:32,1,10,KAN 25,30,24,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill (defended by Tevaughn Campbell),0.610,0.060
4,0:00,2,10,KAN 25,30,24,"Patrick Mahomes scrambles left end for 21 yards (tackle by Alohi Gilman). Penalty on Tevaughn Campbell: Defensive Holding, 5 yards (accepted)",0.060,2.320
4,0:14,1,10,LAC 49,30,24,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,2.320,1.780
4,0:10,2,10,LAC 49,30,24,Patrick Mahomes pass incomplete deep left intended for Byron Pringle,1.780,1.090
4,0:04,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:04,3,10,LAC 49,30,24,Patrick Mahomes pass incomplete deep right (defended by Tevaughn Campbell),1.090,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
