Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
2,14:55,1,10,WAS 6,7,3,Antonio Gibson left guard for 3 yards (tackle by Alex Okafor),-0.380,-0.560
2,14:29,2,7,WAS 9,7,3,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 3 yards (tackle by Juan Thornhill),-0.560,-0.720
2,13:57,3,4,WAS 12,7,3,Taylor Heinicke pass incomplete short middle intended for Dyami Brown (defended by Michael Danna),-0.720,-2.490
2,13:52,4,4,WAS 12,7,3,"Tress Way punts 60 yards, returned by Mecole Hardman for 31 yards (tackle by Tress Way)",-2.490,-2.850
2,13:39,1,10,WAS 41,7,3,Patrick Mahomes pass incomplete short left intended for Darrel Williams,2.850,2.310
2,13:34,2,10,WAS 41,7,3,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,2.310,1.620
2,13:30,3,10,WAS 41,7,3,Patrick Mahomes pass complete short left to Byron Pringle for 7 yards (tackle by Kendall Fuller),1.620,1.090
2,12:40,4,3,WAS 34,10,3,Harrison Butker 52 yard field goal good,1.090,3.000
2,12:33,,,KAN 35,10,3,"Harrison Butker kicks off 62 yards, returned by DeAndre Carter for 23 yards (tackle by Marcus Kemp)",0.000,0.670
2,12:28,1,10,WAS 26,10,3,"Taylor Heinicke pass complete short right to John Bates for 7 yards (tackle by Nick Bolton and Anthony Hitchens). Penalty on Anthony Hitchens: Defensive Lowering the head to initiate contact, 15 yards (accepted)",0.670,2.130
2,12:12,1,10,WAS 48,10,3,Taylor Heinicke pass complete short middle to Terry McLaurin for 12 yards (tackle by Mike Hughes),2.130,2.920
2,11:34,1,10,KAN 40,10,3,Taylor Heinicke pass complete short left to Ricky Seals-Jones for 2 yards (tackle by Nick Bolton and Tyrann Mathieu),2.920,2.640
2,10:51,2,8,KAN 38,10,3,Taylor Heinicke pass complete short right to Terry McLaurin for 7 yards (tackle by Rashad Fenton),2.640,2.870
2,10:16,3,1,KAN 31,10,3,Antonio Gibson right guard for 2 yards (tackle by Ben Niemann),2.870,3.640
2,9:30,1,10,KAN 29,10,3,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin,3.640,3.100
2,9:24,2,10,KAN 29,10,3,J.D. McKissic up the middle for 2 yards (tackle by Frank Clark),3.100,2.680
2,8:55,3,8,KAN 27,10,3,Taylor Heinicke pass complete short right to Terry McLaurin for 3 yards (tackle by Rashad Fenton),2.680,1.920
2,8:13,4,5,KAN 24,10,6,Dustin Hopkins 43 yard field goal good,1.920,3.000
2,8:07,,,WAS 35,10,6,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,8:07,1,10,KAN 25,10,6,Darrel Williams right guard for 3 yards (tackle by Daron Payne),0.610,0.470
2,7:33,2,7,KAN 28,10,6,Patrick Mahomes pass incomplete short middle intended for Jerick McKinnon,0.470,-0.230
2,7:28,3,7,KAN 28,10,6,Patrick Mahomes scrambles left end for 17 yards (tackle by Bobby McCain),-0.230,1.930
2,6:49,1,10,KAN 45,10,6,Jerick McKinnon left tackle for 3 yards (tackle by Jonathan Allen and Jamin Davis),1.930,1.790
2,6:06,2,7,KAN 48,10,6,Patrick Mahomes pass incomplete short middle intended for Jerick McKinnon,1.790,1.090
2,6:02,3,7,KAN 48,10,6,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,1.090,-0.190
2,5:59,4,7,KAN 48,10,6,"Tommy Townsend punts 34 yards, fair catch by DeAndre Carter at WAS-18",-0.190,-0.040
2,5:50,1,10,WAS 18,10,6,Taylor Heinicke pass incomplete deep middle intended for Adam Humphries,0.040,-0.490
2,5:45,2,10,WAS 18,10,6,Antonio Gibson left guard for 15 yards (tackle by L'Jarius Sneed),-0.490,1.140
2,5:10,1,10,WAS 33,10,6,"Antonio Gibson right tackle for 1 yard. Antonio Gibson fumbles (forced by Michael Danna), recovered by L'Jarius Sneed at WAS-34 (tackle by Antonio Gibson)",1.140,-3.310
2,5:07,1,10,WAS 34,10,6,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,3.310,2.770
2,5:01,2,10,WAS 34,10,6,"Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Cole Holcomb). Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (accepted) (no play)",2.770,1.420
2,4:57,2,20,WAS 44,10,6,"Mecole Hardman right end for 6 yards. Mecole Hardman fumbles (forced by Cole Holcomb), recovered by Kamren Curl at WAS-33",1.420,-1.140
2,4:50,1,10,WAS 33,10,6,Taylor Heinicke pass incomplete short left intended for Antonio Gibson,1.140,0.590
2,4:45,2,10,WAS 33,10,6,Taylor Heinicke pass complete short middle to Dyami Brown for 5 yards (tackle by Nick Bolton),0.590,0.560
2,4:08,3,5,WAS 38,10,6,Taylor Heinicke pass complete short right to Terry McLaurin for 6 yards (tackle by Rashad Fenton),0.560,1.860
2,3:24,1,10,WAS 44,10,6,"Taylor Heinicke pass complete short left to Ricky Seals-Jones for no gain (tackle by Ben Niemann). Penalty on Terry McLaurin: Offensive Pass Interference, 10 yards (accepted) (no play)",1.860,1.200
2,2:53,1,20,WAS 34,10,6,Taylor Heinicke pass complete short right to J.D. McKissic for 4 yards (tackle by Rashad Fenton),1.200,0.510
2,2:24,2,16,WAS 38,10,6,Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin,0.510,-0.160
2,2:19,3,16,WAS 38,10,6,Taylor Heinicke pass complete short right to J.D. McKissic for 16 yards (tackle by Michael Danna and Jarran Reed),-0.160,2.520
2,2:00,1,10,KAN 46,10,6,J.D. McKissic right end for 7 yards (tackle by Nick Bolton),2.520,2.920
2,1:27,2,3,KAN 39,10,12,"Taylor Heinicke pass complete deep left to Ricky Seals-Jones for 39 yards, touchdown",2.920,7.000
2,1:18,,,KAN 15,10,13,Dustin Hopkins kicks extra point good,0.000,0.000
2,1:18,,,WAS 35,10,13,"Dustin Hopkins kicks off 73 yards, returned by Byron Pringle for 23 yards (tackle by Casey Toohill and Danny Johnson). Penalty on Michael Burton: Illegal Wedge, 7 yards (accepted)",0.000,-0.380
2,1:13,1,10,KAN 8,10,13,Patrick Mahomes pass complete deep right to Byron Pringle for 27 yards (tackle by Kamren Curl),-0.380,1.270
2,1:08,1,10,KAN 35,10,13,Patrick Mahomes pass complete short right to Travis Kelce for 19 yards (tackle by William Jackson),1.270,2.520
2,1:02,1,10,WAS 46,10,13,Patrick Mahomes pass complete short middle to Travis Kelce for 17 yards (tackle by Kamren Curl),2.520,3.640
2,0:44,1,10,WAS 29,10,13,"Penalty on Joe Thuney: False Start, 5 yards (accepted) (no play)",3.640,3.310
2,0:43,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:43,1,15,WAS 34,10,13,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,3.310,2.420
2,0:38,2,15,WAS 34,10,13,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Cole Holcomb),2.420,3.600
2,0:31,3,1,WAS 20,10,13,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at WAS-23 and returned for 3 yards Patrick Mahomes pass intended for Travis Kelce is intercepted by Bobby McCain at WAS-16 and returned for 5 yards (tackle by Darrel Williams)",3.600,-0.340
2,0:23,1,10,WAS 21,10,13,Taylor Heinicke pass incomplete short right intended for Ricky Seals-Jones,0.340,-0.200
2,0:16,2,10,WAS 21,10,13,J.D. McKissic left tackle for 8 yards (tackle by Tyrann Mathieu),-0.200,0.170
2,0:11,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:11,3,2,WAS 29,10,13,J.D. McKissic right tackle for 6 yards (tackle by Ben Niemann),0.170,1.270
Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,13,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,10,13,Darrel Williams left tackle for 1 yard (tackle by Chase Young and Jonathan Allen),0.610,0.200
3,14:23,2,9,KAN 26,10,13,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Kendall Fuller),0.200,1.270
3,13:50,1,10,KAN 35,10,13,Patrick Mahomes pass complete short left to Demarcus Robinson for 10 yards (tackle by Kendall Fuller),1.270,1.930
3,13:25,1,10,KAN 45,10,13,"Darrel Williams left end for 4 yards (tackle by Kamren Curl and Jamin Davis). Penalty on Demarcus Robinson: Offensive Holding, 10 yards (accepted)",1.930,1.530
3,13:11,1,16,KAN 39,10,13,Patrick Mahomes sacked by and Chase Young for -7 yards and Matthew Ioannidis for -7 yards,1.530,-0.370
3,12:24,2,23,KAN 32,10,13,Patrick Mahomes pass incomplete short middle intended for Demarcus Robinson (defended by Cole Holcomb),-0.370,-1.020
3,12:20,3,23,KAN 32,10,13,Patrick Mahomes pass complete short right to Mecole Hardman for 5 yards (tackle by Kendall Fuller),-1.020,-0.910
3,11:40,4,18,KAN 37,10,13,Tommy Townsend punts 19 yards out of bounds,-0.910,-1.860
3,11:34,1,10,WAS 44,10,13,Taylor Heinicke pass complete short right to J.D. McKissic for 10 yards (tackle by Rashad Fenton),1.860,2.520
3,10:54,1,10,KAN 46,10,13,J.D. McKissic right end for 4 yards (tackle by Juan Thornhill),2.520,2.520
3,10:35,2,6,KAN 42,10,13,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 14 yards (tackle by Rashad Fenton),2.520,3.710
3,10:02,1,10,KAN 28,10,13,Taylor Heinicke pass complete short right to Antonio Gibson for 4 yards (tackle by Nick Bolton),3.710,3.710
3,9:36,2,6,KAN 24,10,13,Antonio Gibson right guard for 4 yards (tackle by Tyrann Mathieu),3.710,3.530
3,9:12,3,2,KAN 20,10,13,Taylor Heinicke pass complete short right to Adam Humphries for -4 yards (tackle by Juan Thornhill),3.530,1.890
3,8:29,4,6,KAN 24,10,13,Dustin Hopkins 42 yard field goal no good,1.890,-1.070
3,8:25,1,10,KAN 32,10,13,Patrick Mahomes pass complete short right to Darrel Williams for 13 yards (tackle by Matthew Ioannidis),1.070,1.930
3,7:52,1,10,KAN 45,10,13,Patrick Mahomes pass complete to Tyreek Hill for 9 yards (tackle by Kendall Fuller),1.930,2.600
3,7:26,2,1,WAS 46,10,13,Darrel Williams right guard for 4 yards (tackle by Matthew Ioannidis and Jamin Davis),2.600,2.790
3,6:49,1,10,WAS 42,10,13,Patrick Mahomes pass complete short left to Darrel Williams for 5 yards (tackle by Daron Payne),2.790,2.920
3,6:26,2,5,WAS 37,10,13,Patrick Mahomes pass complete short middle to Tyreek Hill for 12 yards (tackle by Bobby McCain),2.920,3.910
3,5:55,1,10,WAS 25,10,13,Darrel Williams up the middle for no gain (tackle by Chase Young),3.910,3.360
3,5:19,2,10,WAS 25,10,13,Patrick Mahomes pass incomplete short left intended for Travis Kelce,3.360,2.680
3,5:15,3,10,WAS 25,10,13,"Patrick Mahomes pass incomplete short left intended for Tyreek Hill. Penalty on Montez Sweat: Defensive Offside, 5 yards (accepted) (no play)",2.680,3.340
3,5:11,3,5,WAS 20,10,13,"Patrick Mahomes pass complete short right to Tyreek Hill for 13 yards (tackle by Kendall Fuller). Penalty on Chase Young: Defensive Offside, 5 yards (declined)",3.340,5.600
3,4:52,1,7,WAS 7,10,13,Darrel Williams left guard for 5 yards (tackle by Jamin Davis),5.600,5.720
3,4:12,2,2,WAS 2,16,13,"Patrick Mahomes pass complete short middle to Tyreek Hill for 2 yards, touchdown",5.720,7.000
3,4:07,,,WAS 15,17,13,Harrison Butker kicks extra point good,0.000,0.000
3,4:07,,,KAN 35,17,13,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,4:07,1,10,WAS 25,17,13,Taylor Heinicke pass complete short left to Antonio Gibson for -4 yards (tackle by Nick Bolton),0.610,-0.480
3,3:26,2,14,WAS 21,17,13,Taylor Heinicke pass complete short left to J.D. McKissic for 9 yards (tackle by Mike Hughes),-0.480,0.040
3,2:57,3,5,WAS 30,17,13,Taylor Heinicke pass incomplete short right intended for Ricky Seals-Jones,0.040,-1.370
3,2:52,4,5,WAS 30,17,13,"Tress Way punts 55 yards, returned by Mecole Hardman for 25 yards (tackle by Tress Way). Penalty on Tress Way: Low Block, 15 yards (accepted)",-1.370,-2.590
3,2:38,1,10,WAS 45,17,13,Darrel Williams right end for 11 yards (tackle by Daron Payne and William Jackson),2.590,3.310
3,2:05,1,10,WAS 34,17,13,Patrick Mahomes pass complete short right to Tyreek Hill for 9 yards (tackle by Kamren Curl),3.310,3.990
3,1:43,2,1,WAS 25,17,13,Patrick Mahomes pass complete short left to Tyreek Hill for no gain (tackle by Kendall Fuller),3.990,3.270
3,1:04,3,1,WAS 25,17,13,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Kamren Curl),3.270,4.110
3,0:30,1,10,WAS 22,17,13,Patrick Mahomes scrambles left end for 4 yards (tackle by Landon Collins),4.110,4.130
Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,WAS 18,17,13,Patrick Mahomes pass incomplete short right,4.130,3.400
4,14:56,3,6,WAS 18,17,13,Patrick Mahomes pass complete short left to Travis Kelce for 11 yards (tackle by Kamren Curl),3.400,5.600
4,14:08,1,7,WAS 7,17,13,"Patrick Mahomes pass incomplete short left. Penalty on Khaleke Hudson: Defensive Holding, 4 yards (accepted) (no play)",5.600,6.510
4,14:08,1,3,WAS 3,23,13,"Darrel Williams up the middle for 3 yards, touchdown",6.510,7.000
4,14:02,,,WAS 15,24,13,Harrison Butker kicks extra point good,0.000,0.000
4,14:02,,,KAN 35,24,13,"Penalty on Benjamin St-Juste: Defensive Offside, 5 yards (accepted) (no play)",0.000,-2.920
4,14:02,1,10,KAN 40,24,13,"Harrison Butker kicks off 61 yards, returned by DeAndre Carter for 19 yards (tackle by Michael Burton and Armani Watts)",2.920,0.040
4,13:58,1,10,WAS 18,24,13,J.D. McKissic right end for 11 yards (tackle by Rashad Fenton),0.040,0.870
4,13:24,1,10,WAS 29,24,13,Taylor Heinicke pass incomplete deep right intended for Terry McLaurin,0.870,0.330
4,13:18,2,10,WAS 29,24,13,J.D. McKissic left guard for 2 yards (tackle by Alex Okafor and Tyrann Mathieu),0.330,-0.100
4,12:37,3,8,WAS 31,24,13,Taylor Heinicke pass complete short middle to Dyami Brown for 12 yards (tackle by L'Jarius Sneed),-0.100,1.800
4,12:02,1,10,WAS 43,24,13,Taylor Heinicke pass complete short right to J.D. McKissic for 4 yards (tackle by Tyrann Mathieu),1.800,1.790
4,11:31,2,6,WAS 47,24,13,Taylor Heinicke pass complete short left to Jaret Patterson for -2 yards (tackle by L'Jarius Sneed and Tershawn Wharton),1.790,0.830
4,10:50,3,8,WAS 45,24,13,Taylor Heinicke pass incomplete short left intended for Dax Milne,0.830,-0.390
4,10:38,4,8,WAS 45,24,13,"Tress Way punts 51 yards, fair catch by Mecole Hardman at KC-4",-0.390,0.380
4,10:32,1,10,KAN 4,24,13,Darrel Williams left guard for 3 yards (tackle by Casey Toohill),-0.380,-0.560
4,9:57,2,7,KAN 7,24,13,Darrel Williams left tackle for 3 yards (tackle by Cole Holcomb),-0.560,-0.720
4,9:15,3,4,KAN 10,24,13,Patrick Mahomes scrambles right end for 10 yards (tackle by Landon Collins),-0.720,0.280
4,8:40,1,10,KAN 20,24,13,Patrick Mahomes pass complete short left to Mecole Hardman for 5 yards (tackle by Cole Holcomb),0.280,0.410
4,8:02,2,5,KAN 25,24,13,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,0.410,-0.300
4,7:57,3,5,KAN 25,24,13,Patrick Mahomes pass complete deep middle to Byron Pringle for 21 yards (tackle by Kamren Curl),-0.300,1.990
4,7:20,1,10,KAN 46,24,13,Jerick McKinnon left guard for 5 yards (tackle by Cole Holcomb and Jamin Davis),1.990,2.130
4,6:44,2,5,WAS 49,24,13,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.130,1.420
4,6:40,3,5,WAS 49,24,13,"Patrick Mahomes pass complete to Tyreek Hill for no gain (tackle by William Jackson). Penalty on Travis Kelce: Offensive Low Block, 15 yards (offset) . Penalty on Kamren Curl: Defensive Holding, 5 yards (offset) (no play)",1.420,1.420
4,6:05,3,5,WAS 49,24,13,Patrick Mahomes pass complete short right to Tyreek Hill for 6 yards (tackle by William Jackson),1.420,2.720
4,5:31,1,10,WAS 43,24,13,Patrick Mahomes sacked by Casey Toohill for no gain,2.720,2.180
4,5:00,2,10,WAS 43,24,13,Jerick McKinnon left guard for 2 yards (tackle by Cole Holcomb),2.180,1.750
4,4:22,3,8,WAS 41,24,13,Patrick Mahomes pass complete short right to Demarcus Robinson for 12 yards (tackle by William Jackson),1.750,3.640
4,3:34,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:34,1,10,WAS 29,24,13,Darrel Williams right end for -1 yards (tackle by Landon Collins),3.640,2.970
4,3:30,,,,,,Timeout #1 by Washington Football Team,,
4,3:30,2,11,WAS 30,24,13,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Landon Collins and Jamin Davis),2.970,3.070
4,3:19,,,,,,Timeout #2 by Washington Football Team,,
4,3:19,3,5,WAS 24,30,13,"Patrick Mahomes pass complete deep right to Demarcus Robinson for 24 yards, touchdown. Penalty on William Jackson: Illegal Use of Hands / Defense, 5 yards (declined)",3.070,7.000
4,3:14,,,WAS 15,31,13,Harrison Butker kicks extra point good,0.000,0.000
4,3:14,,,KAN 35,31,13,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,3:14,1,10,WAS 25,31,13,Taylor Heinicke pass complete short right to J.D. McKissic for 7 yards (tackle by Daniel Sorensen),0.610,1.010
4,2:47,2,3,WAS 32,31,13,Taylor Heinicke pass short right intended for J.D. McKissic is intercepted by Tershawn Wharton at WAS-24 and returned for no gain (tackle by Cornelius Lucas),1.010,-3.970
4,2:41,1,10,WAS 24,31,13,Darrel Williams left end for 1 yard (tackle by Kamren Curl and James Smith-Williams),3.970,3.570
4,2:00,2,9,WAS 23,31,13,Darrel Williams right guard for 3 yards (tackle by Daron Payne and Khaleke Hudson),3.570,3.270
4,1:19,3,6,WAS 20,31,13,Darrel Williams left end for no gain (tackle by Jamin Davis),3.270,2.150
4,0:32,4,6,WAS 20,31,13,Darrel Williams right end for -1 yards (tackle by Tim Settle),2.150,-0.340
4,0:26,1,10,WAS 21,31,13,Jaret Patterson right guard for 5 yards (tackle by Willie Gay and Ben Niemann),0.340,0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
