Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2,8:47,2,25,SFO 44,0,3,Jimmy Garoppolo pass complete deep left to Deebo Samuel for 17 yards (tackle by Marcus Epps),0.280,1.880
2,8:05,3,8,PHI 39,0,3,Deebo Samuel right end for 1 yard (tackle by Eric Wilson and Javon Hargrave),1.880,0.720
2,7:21,4,7,PHI 38,0,3,Mitch Wishnowsky punts 35 yards,0.720,0.380
2,7:12,1,10,PHI 3,0,3,Jalen Hurts pass complete deep right to Quez Watkins for 91 yards (tackle by Deommodore Lenoir and Jaquiski Tartt),-0.380,5.830
2,6:27,1,6,SFO 6,0,3,"Penalty on Isaac Seumalo: False Start, 5 yards (accepted) (no play)",5.830,4.770
2,6:04,1,11,SFO 11,0,3,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell (defended by Arden Key),4.770,4.020
2,5:59,2,11,SFO 11,0,3,"Jalen Hurts pass incomplete short left intended for DeVonta Smith. Penalty on Josh Norman: Defensive Pass Interference, 10 yards (accepted) (no play)",4.020,6.970
2,5:54,1,1,SFO 1,0,3,Jalen Hurts pass incomplete short right intended for Zach Ertz,6.970,5.910
2,5:48,2,1,SFO 1,0,3,Miles Sanders right end for -3 yards (tackle by Fred Warner),5.910,4.490
2,5:06,3,4,SFO 4,0,3,Jalen Hurts right end for 1 yard (tackle by Jimmie Ward),4.490,3.040
2,4:31,4,3,SFO 3,0,3,Greg Ward pass incomplete short right intended for Jalen Hurts,3.040,0.380
2,4:20,1,10,SFO 3,0,3,Kyle Juszczyk up the middle for 2 yards (tackle by Genard Avery and Anthony Harris),-0.380,-0.630
2,3:51,2,8,SFO 5,0,3,Elijah Mitchell left guard for 5 yards (tackle by T.J. Edwards and Genard Avery),-0.630,-0.600
2,3:07,3,3,SFO 10,0,3,Jimmy Garoppolo pass complete short left to Deebo Samuel for 5 yards (tackle by Steven Nelson),-0.600,-0.220
2,2:29,1,10,SFO 15,0,3,Elijah Mitchell right tackle for 2 yards (tackle by Anthony Harris and Patrick Johnson),-0.220,-0.440
2,2:00,2,8,SFO 17,0,3,Jimmy Garoppolo pass complete short right to George Kittle for 8 yards (tackle by K'Von Wallace),-0.440,0.610
2,1:51,1,10,SFO 25,0,3,Jimmy Garoppolo pass complete short left to Jamycal Hasty for 5 yards (tackle by Anthony Harris),0.610,0.740
2,1:20,2,5,SFO 30,0,3,Jimmy Garoppolo pass complete short middle to Jamycal Hasty for 6 yards (tackle by Alex Singleton and Eric Wilson),0.740,1.330
2,0:58,1,10,SFO 36,0,3,Jimmy Garoppolo scrambles right end for 7 yards (tackle by Eric Wilson),1.330,1.740
2,0:34,2,3,SFO 43,0,3,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 2 yards (tackle by Alex Singleton),1.740,1.290
2,0:28,3,1,SFO 45,0,3,Jimmy Garoppolo up the middle for 4 yards (tackle by Eric Wilson and Patrick Johnson),1.290,2.190
2,0:25,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:25,1,10,SFO 49,0,3,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 40 yards (tackle by Darius Slay),2.190,4.840
2,0:17,1,10,PHI 11,6,3,"Jimmy Garoppolo pass complete short left to Jauan Jennings for 11 yards, touchdown",4.840,7.000
2,0:12,,,PHI 15,7,3,Robbie Gould kicks extra point good,0.000,0.000
2,0:12,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,PHI 25,7,3,Jalen Hurts kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,7,3,Miles Sanders left tackle for 7 yards (tackle by Marcell Harris),0.610,1.010
3,14:39,2,3,PHI 32,7,3,"Jalen Hurts sacked by Nick Bosa for -7 yards. Jalen Hurts fumbles (forced by Nick Bosa), recovered by Jack Stoll at PHI-25 (tackle by Jaquiski Tartt)",1.010,-0.890
3,13:43,3,12,PHI 23,7,3,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by Deommodore Lenoir),-0.890,-1.830
3,13:43,4,12,PHI 23,7,3,"Arryn Siposs punts 54 yards, returned by Brandon Aiyuk for 13 yards (tackle by Marcus Epps and Shaun Bradley). Penalty on Marcell Harris: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.830,-0.670
3,13:31,1,10,SFO 26,7,3,"Penalty on Javon Hargrave: Encroachment, 5 yards (accepted) (no play)",0.670,1.400
3,13:31,1,5,SFO 31,7,3,Elijah Mitchell left end for 5 yards (tackle by T.J. Edwards),1.400,1.330
3,12:54,1,10,SFO 36,7,3,Jimmy Garoppolo pass complete short left to Trent Sherfield for 9 yards (tackle by Alex Singleton),1.330,2.010
3,12:20,2,1,SFO 45,7,3,Elijah Mitchell up the middle for 2 yards (tackle by Javon Hargrave and Derek Barnett),2.010,2.060
3,11:39,1,10,SFO 47,7,3,Jimmy Garoppolo scrambles right end for 2 yards (tackle by Genard Avery),2.060,1.790
3,10:54,2,8,SFO 49,7,3,"Jimmy Garoppolo pass complete short right to George Kittle for 2 yards. George Kittle fumbles (forced by Avonte Maddox), recovered by Alex Mack at PHI-49 (tackle by Eric Wilson)",1.790,1.360
3,10:06,3,6,PHI 49,7,3,Jimmy Garoppolo pass incomplete short left intended for Deebo Samuel (defended by Steven Nelson),1.360,0.000
3,10:00,4,6,PHI 49,7,3,Mitch Wishnowsky punts 42 yards downed by Trent Sherfield,0.000,0.380
3,9:51,1,10,PHI 7,7,3,Jalen Hurts left end for 9 yards (tackle by Jimmie Ward),-0.380,-0.020
3,9:26,2,1,PHI 16,7,3,Miles Sanders up the middle for 7 yards (tackle by Arik Armstead and Kentavius Street),-0.020,0.480
3,8:54,1,10,PHI 23,7,3,Miles Sanders right tackle for 6 yards (tackle by Jaquiski Tartt),0.480,0.740
3,8:30,2,4,PHI 29,7,3,Miles Sanders for 6 yards (tackle by Azeez Al-Shaair and Kentavius Street),0.740,1.270
3,7:56,1,10,PHI 35,7,3,Jalen Hurts scrambles right end for 13 yards (tackle by Deommodore Lenoir),1.270,2.130
3,7:27,1,10,PHI 48,7,3,Jalen Hurts right end for 3 yards (tackle by Fred Warner),2.130,1.990
3,6:55,2,7,SFO 49,7,3,Kenneth Gainwell right tackle for 3 yards (tackle by D.J. Jones),1.990,1.680
3,6:14,3,4,SFO 46,7,3,Jalen Hurts pass complete short right to Zach Ertz for 6 yards (tackle by Azeez Al-Shaair),1.680,2.920
3,5:46,1,10,SFO 40,7,3,Kenneth Gainwell right guard for no gain (tackle by Samson Ebukam),2.920,2.370
3,5:11,2,10,SFO 40,7,3,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,2.370,1.680
3,5:04,3,10,SFO 40,7,3,Jalen Hurts pass incomplete short right intended for Jalen Reagor,1.680,0.590
3,5:00,4,10,SFO 40,7,3,Arryn Siposs punts 32 yards downed by Eric Wilson,0.590,0.380
3,4:51,1,10,SFO 8,7,3,Jimmy Garoppolo pass complete short left to Deebo Samuel for 6 yards (tackle by Milton Williams and Anthony Harris),-0.380,-0.320
3,4:16,2,4,SFO 14,7,3,Elijah Mitchell right end for 10 yards (tackle by Davion Taylor and Marcus Epps),-0.320,0.540
3,3:37,1,10,SFO 24,7,3,Elijah Mitchell left end for 2 yards (tackle by Genard Avery),0.540,0.270
3,2:59,2,8,SFO 26,7,3,Jimmy Garoppolo pass complete short right to Jauan Jennings for 6 yards (tackle by Milton Williams),0.270,0.300
3,2:17,3,3,SFO 32,7,3,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 6 yards (tackle by Darius Slay),0.300,1.470
3,1:29,1,10,SFO 38,7,3,Elijah Mitchell left end for 3 yards (tackle by Derek Barnett),1.470,1.330
3,0:48,2,7,SFO 41,7,3,Jimmy Garoppolo pass complete short right to Elijah Mitchell for no gain (tackle by Javon Hargrave and Davion Taylor),1.330,0.630
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,SFO 41,7,3,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 15 yards (tackle by Genard Avery and Anthony Harris),0.630,2.650
4,14:28,1,10,PHI 44,7,3,Elijah Mitchell right guard for 2 yards (tackle by Fletcher Cox),2.650,2.380
4,13:50,2,8,PHI 42,7,3,Deebo Samuel left end for 7 yards (tackle by Anthony Harris and Derek Barnett),2.380,2.610
4,13:09,3,1,PHI 35,7,3,"Jimmy Garoppolo scrambles left end for 4 yards (tackle by Genard Avery). Penalty on Fletcher Cox: Illegal Use of Hands / Defense, 5 yards (accepted)",2.610,3.840
4,12:33,,,,,,Timeout #1 by San Francisco 49ers,,
4,12:33,1,10,PHI 26,7,3,Jamycal Hasty right end for 21 yards (tackle by Darius Slay),3.840,6.060
4,11:53,1,5,PHI 5,7,3,Jamycal Hasty up the middle for 2 yards (tackle by Anthony Harris and Fletcher Cox),6.060,5.530
4,11:13,2,3,PHI 3,7,3,Jimmy Garoppolo pass incomplete short middle intended for Jamycal Hasty,5.530,4.720
4,11:09,3,3,PHI 3,7,3,"Jimmy Garoppolo pass incomplete short left intended for Mohamed Sanu. Penalty on Anthony Harris: Defensive Pass Interference, 2 yards (accepted) (no play)",4.720,6.970
4,11:04,1,1,PHI 1,7,3,"Elijah Mitchell left guard for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Elijah Mitchell for no gain (tackle by Javon Hargrave and T.J. Edwards)",6.970,5.910
4,10:57,2,1,PHI 1,13,3,"Jimmy Garoppolo up the middle for 1 yard, touchdown",5.910,7.000
4,10:52,,,PHI 15,14,3,Robbie Gould kicks extra point good,0.000,0.000
4,10:52,,,SFO 35,14,3,"Mitch Wishnowsky kicks off 65 yards, returned by Quez Watkins for 20 yards (tackle by Trenton Cannon)",0.000,0.280
4,10:47,1,10,PHI 20,14,3,Jalen Hurts pass incomplete deep right intended for Jalen Reagor (defended by Jimmie Ward),0.280,-0.270
4,10:41,2,10,PHI 20,14,3,Jalen Hurts pass complete short left to Dallas Goedert for 10 yards (tackle by Samson Ebukam and Jaquiski Tartt),-0.270,0.940
4,10:02,1,10,PHI 30,14,3,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Fred Warner),0.940,0.390
4,9:50,2,10,PHI 30,14,3,Jalen Hurts scrambles right end for 8 yards (tackle by Jimmie Ward),0.390,0.760
4,9:04,3,2,PHI 38,14,3,Jalen Hurts sacked by Nick Bosa for -6 yards,0.760,-1.240
4,8:28,4,8,PHI 32,14,3,"Arryn Siposs punts 68 yards, touchback.",-1.240,-0.280
4,8:17,1,10,SFO 20,14,3,Jamycal Hasty up the middle for 3 yards (tackle by T.J. Edwards),0.280,0.140
4,7:34,2,7,SFO 23,14,3,Jamycal Hasty right end for 9 yards (tackle by T.J. Edwards and Alex Singleton),0.140,1.070
4,6:46,1,10,SFO 32,14,3,Jamycal Hasty right guard for 3 yards (tackle by Alex Singleton and Javon Hargrave),1.070,0.930
4,6:01,2,7,SFO 35,14,3,"Jimmy Garoppolo aborted snap. Penalty on Derek Barnett: Unnecessary Roughness / Defense, 15 yards (accepted)",0.930,1.730
4,5:45,1,10,SFO 42,14,3,"Trey Sermon left end for 8 yards (tackle by K'Von Wallace). Penalty on K'Von Wallace: Unnecessary Roughness / Defense, 15 yards (accepted)",1.730,3.250
4,5:30,1,10,PHI 35,14,3,Trenton Cannon right guard for -1 yards (tackle by Anthony Harris and Alex Singleton),3.250,2.570
4,5:26,,,,,,Timeout #3 by Philadelphia Eagles,,
4,5:26,2,11,PHI 36,14,3,Elijah Mitchell up the middle for 8 yards (tackle by K'Von Wallace),2.570,2.940
4,5:20,,,,,,Timeout #3 by Philadelphia Eagles,,
4,5:20,3,3,PHI 28,14,3,Elijah Mitchell for 1 yard (tackle by T.J. Edwards),2.940,1.680
4,5:12,,,,,,Timeout #3 by Philadelphia Eagles,,
4,5:12,4,3,PHI 28,17,3,Robbie Gould 46 yard field goal good,1.680,3.000
4,5:07,,,SFO 35,17,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,5:07,1,10,PHI 25,17,3,Jalen Hurts pass complete short left to Kenneth Gainwell for 9 yards (tackle by Fred Warner),0.610,1.280
4,4:45,2,1,PHI 34,17,3,Jalen Hurts scrambles right end for 9 yards (tackle by Deommodore Lenoir),1.280,1.800
4,4:38,1,10,PHI 43,17,3,"Jalen Hurts scrambles right end for 27 yards (tackle by Jimmie Ward). Penalty on Jimmie Ward: Unnecessary Roughness / Defense, 15 yards (accepted)",1.800,4.580
4,4:30,1,10,SFO 15,17,3,Jalen Hurts pass complete to Dallas Goedert for 14 yards (tackle by Fred Warner),4.580,6.970
4,4:07,1,1,SFO 1,17,9,"Jalen Hurts up the middle for 1 yard, touchdown. Penalty on Dee Ford: Defensive Offside, 5 yards (declined)",6.970,7.000
4,4:02,,,SFO 2,17,11,"Two Point Attempt: Kenneth Gainwell rushes, conversion succeeds.",1.000,1.000
4,4:02,,,PHI 35,17,11,"Jake Elliott kicks off 62 yards, returned by Trenton Cannon for 11 yards (tackle by Jack Stoll)",0.000,-0.280
4,3:58,1,10,SFO 14,17,11,Elijah Mitchell for 1 yard (tackle by Fletcher Cox),-0.280,-0.640
4,3:13,2,9,SFO 15,17,11,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 8 yards (tackle by Alex Singleton),-0.640,-0.320
4,2:28,3,1,SFO 23,17,11,Jimmy Garoppolo up the middle for 3 yards (tackle by Alex Singleton),-0.320,0.670
4,2:00,1,10,SFO 26,17,11,Jimmy Garoppolo kneels for -1 yards,0.670,-0.010
4,1:23,2,11,SFO 25,17,11,Jimmy Garoppolo kneels for -1 yards,-0.010,-0.820
4,0:39,3,12,SFO 24,17,11,Jimmy Garoppolo kneels for -1 yards,-0.820,-1.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
