Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
1,7:44,2,7,MIN 50,3,7,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,1.920,1.220
1,7:35,3,7,MIN 50,3,7,Kirk Cousins pass complete short right to Dede Westbrook for 7 yards (tackle by Keith Taylor),1.220,2.720
1,6:56,1,10,CAR 43,3,7,Kirk Cousins pass complete short left to Justin Jefferson for 7 yards (tackle by Haason Reddick),2.720,3.120
1,6:23,2,3,CAR 36,3,7,Dalvin Cook left guard for 4 yards (tackle by Julian Stanford and Sean Chandler),3.120,3.450
1,5:41,1,10,CAR 32,3,7,Kirk Cousins pass complete short right to Adam Thielen for 3 yards (tackle by Frankie Luvu),3.450,3.310
1,5:05,2,7,CAR 29,3,7,Dalvin Cook right tackle for 14 yards (tackle by Sean Chandler),3.310,4.580
1,4:27,1,10,CAR 15,3,7,Alexander Mattison left end for 5 yards (tackle by Sean Chandler),4.580,4.840
1,3:45,2,5,CAR 10,3,7,Kirk Cousins pass incomplete short middle,4.840,4.000
1,3:41,3,5,CAR 10,3,7,Kirk Cousins pass complete short right to Adam Thielen for 3 yards (tackle by Keith Taylor),4.000,3.000
1,3:01,4,2,CAR 7,6,7,Greg Joseph 25 yard field goal good,3.000,3.000
1,2:57,,,MIN 35,6,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,2:57,1,10,CAR 25,6,7,Chuba Hubbard right end for 8 yards (tackle by Danielle Hunter),0.610,1.140
1,2:36,2,2,CAR 33,6,7,Chuba Hubbard right tackle for 5 yards (tackle by D.J. Wonnum and James Lynch),1.140,1.470
1,1:58,1,10,CAR 38,6,7,Royce Freeman right guard for 3 yards (tackle by D.J. Wonnum and Xavier Woods),1.470,1.330
1,1:12,2,7,CAR 41,6,7,Sam Darnold sacked by James Lynch for -8 yards,1.330,-0.690
1,0:25,,,,,,Timeout #1 by Carolina Panthers,,
1,0:25,3,17,CAR 31,6,7,Sam Darnold pass incomplete short left intended for D.J. Moore,-0.690,-1.180
1,0:22,4,15,CAR 33,6,7,"Ryan Winslow punts 41 yards, returned by Dede Westbrook for 4 yards. Dede Westbrook fumbles (forced by Sean Chandler), recovered by Kris Boyd at MIN-25 (tackle by Stantley Thomas-Oliver (tackle by Sean Chandler). Penalty on Kris Boyd: Offensive Holding, 10 yards (accepted)",-1.180,0.220
1,0:07,1,10,MIN 15,6,7,Dalvin Cook up the middle for 9 yards (tackle by Haason Reddick and Sean Chandler),-0.220,0.620
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIN 24,6,7,Dalvin Cook up the middle for 1 yard (tackle by Derrick Brown),0.620,0.610
2,14:22,1,10,MIN 25,6,7,Dalvin Cook right end for 3 yards (tackle by Haason Reddick),0.610,0.470
2,13:48,2,7,MIN 28,6,7,Kirk Cousins pass complete deep middle to Adam Thielen for 20 yards (tackle by Donte Jackson),0.470,2.130
2,13:15,1,10,MIN 48,6,7,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Keith Taylor and Jeremy Chinn),2.130,2.530
2,12:56,2,3,CAR 45,6,7,Kirk Cousins pass complete short left to Adam Thielen for 24 yards (tackle by Sean Chandler),2.530,4.170
2,12:26,1,10,CAR 21,6,7,Dalvin Cook left guard for 4 yards (tackle by Jermaine Carter and Daviyon Nixon),4.170,4.200
2,11:48,2,6,CAR 17,6,7,Kirk Cousins pass complete short right to K.J. Osborn for 13 yards (tackle by A.J. Bouye),4.200,6.280
2,11:16,1,4,CAR 4,6,7,Dalvin Cook up the middle for no gain (tackle by DaQuan Jones and Derrick Brown) (no play),6.280,6.740
2,11:05,1,2,CAR 2,12,7,"Kirk Cousins pass complete to Chris Herndon for 2 yards, touchdown",6.740,7.000
2,10:59,,,CAR 15,12,7,"Penalty on Derrick Brown: Unnecessary Roughness / Defense, 1 yard (accepted) (no play)",0.000,1.000
2,10:59,1,1,CAR 1,12,7,"Two Point Attempt: Dalvin Cook rushes, conversion fails.",1.000,-1.000
2,10:59,,,MIN 35,12,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,10:59,1,10,CAR 25,12,7,Sam Darnold pass incomplete deep right intended for Robbie Anderson,0.610,0.060
2,10:53,2,10,CAR 25,12,7,Sam Darnold pass incomplete short right,0.060,-0.620
2,10:47,3,10,CAR 25,12,7,Sam Darnold pass incomplete short left intended for Robbie Anderson,-0.620,-1.700
2,10:42,4,10,CAR 25,12,7,"Ryan Winslow punts 44 yards, returned by Dede Westbrook for no gain (tackle by Sam Franklin). Penalty on Kris Boyd: Offensive Holding, 10 yards (accepted)",-1.700,-0.340
2,10:33,1,10,MIN 21,12,7,Dalvin Cook left guard for 3 yards (tackle by Jeremy Chinn and Haason Reddick),0.340,0.210
2,10:12,2,7,MIN 24,12,7,Kirk Cousins pass complete short left to Dalvin Cook for -6 yards (tackle by Haason Reddick),0.210,-1.410
2,9:30,3,13,MIN 18,12,7,"Penalty on Oli Udoh: False Start, 5 yards (accepted) (no play)",-1.410,-2.300
2,9:13,3,18,MIN 13,12,7,"Alexander Mattison left tackle for 5 yards (tackle by Morgan Fox and Brian Burns). Penalty on Oli Udoh: Offensive Holding, 10 yards (declined)",-2.300,-2.240
2,8:54,4,13,MIN 18,12,7,"Jordan Berry punts 44 yards, returned by Alex Erickson for 1 yard (tackle by Kris Boyd)",-2.240,-1.530
2,8:43,1,10,CAR 39,12,7,Chuba Hubbard left end for 6 yards (tackle by Xavier Woods),1.530,1.800
2,7:59,2,4,CAR 45,12,7,Chuba Hubbard left guard for 2 yards (tackle by Eric Kendricks and Danielle Hunter),1.800,1.360
2,7:15,3,2,CAR 47,12,7,Chuba Hubbard up the middle for 3 yards (tackle by Eric Kendricks),1.360,2.260
2,6:32,1,10,CAR 50,12,7,Sam Darnold pass incomplete short right intended for Robbie Anderson,2.260,1.710
2,6:28,2,10,CAR 50,12,7,Sam Darnold pass incomplete short middle intended for Terrace Marshall (defended by Anthony Barr),1.710,1.030
2,6:24,3,10,CAR 50,12,7,Sam Darnold pass complete short right to D.J. Moore for 18 yards (tackle by Harrison Smith),1.030,3.450
2,5:48,1,10,MIN 32,12,7,Chuba Hubbard left guard for 5 yards (tackle by Dalvin Tomlinson and Danielle Hunter),3.450,3.580
2,5:15,2,5,MIN 27,12,7,Chuba Hubbard left tackle for -2 yards (tackle by Patrick Peterson and Armon Watts),3.580,2.610
2,4:29,3,7,MIN 29,12,7,Sam Darnold pass incomplete short middle intended for Robbie Anderson,2.610,1.500
2,4:25,4,7,MIN 29,12,10,Zane Gonzalez 47 yard field goal good,1.500,3.000
2,4:20,,,CAR 35,12,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,4:20,1,10,MIN 25,12,10,Kirk Cousins pass complete short right to Adam Thielen for 8 yards (tackle by Keith Taylor),0.610,1.140
2,3:47,2,2,MIN 33,12,10,Dalvin Cook left guard for 1 yard (tackle by Jermaine Carter),1.140,0.560
2,3:15,3,1,MIN 34,12,10,Kirk Cousins pass incomplete short middle,0.560,-1.110
2,3:11,4,1,MIN 34,12,10,"Jordan Berry punts 54 yards, fair catch by Alex Erickson at CAR-12",-1.110,0.350
2,3:04,1,10,CAR 12,12,10,Chuba Hubbard right tackle for 6 yards (tackle by Armon Watts and D.J. Wonnum),-0.350,-0.070
2,2:24,2,4,CAR 18,12,10,Chuba Hubbard up the middle for 9 yards (tackle by Harrison Smith),-0.070,0.740
2,2:00,1,10,CAR 27,12,10,"Sam Darnold pass incomplete short middle intended for Terrace Marshall. Penalty on Xavier Woods: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.740,1.730
2,1:56,1,10,CAR 42,12,10,D.J. Moore left end for 6 yards (tackle by Patrick Peterson),1.730,2.000
2,1:51,2,4,CAR 48,12,10,Sam Darnold pass complete short middle to Alex Erickson for 17 yards (tackle by Patrick Peterson and Harrison Smith),2.000,3.250
2,1:09,1,10,MIN 35,12,10,Sam Darnold pass incomplete short left intended for Chuba Hubbard,3.250,2.700
2,1:05,2,10,MIN 35,12,10,Sam Darnold pass incomplete short middle intended for Robbie Anderson (defended by Eric Kendricks),2.700,2.010
2,1:02,,,,,,Timeout #2 by Carolina Panthers,,
2,1:02,3,10,MIN 35,12,10,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",2.010,1.350
2,1:02,3,15,MIN 40,12,10,"Sam Darnold scrambles right end for no gain. Penalty on John Miller: Offensive Holding, 10 yards (accepted) (no play)",1.350,0.040
2,0:55,3,25,MIN 50,12,10,Sam Darnold pass incomplete deep left intended for D.J. Moore,0.040,-0.060
2,0:50,4,25,MIN 50,12,10,"Ryan Winslow punts 39 yards, fair catch by Dede Westbrook at MIN-11",-0.060,0.370
2,0:44,1,10,MIN 11,12,10,Kirk Cousins pass incomplete short right intended for Justin Jefferson (defended by Brian Burns),-0.370,-0.780
2,0:40,2,10,MIN 11,12,10,Dalvin Cook right end for 8 yards (tackle by Sam Franklin),-0.780,-0.480
2,0:31,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:31,3,2,MIN 19,12,10,Kirk Cousins pass complete short middle to Justin Jefferson for 14 yards (tackle by Jeremy Chinn),-0.480,1.140
2,0:27,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:27,1,10,MIN 33,12,10,Kirk Cousins pass incomplete short right intended for Tyler Conklin,1.140,0.590
2,0:23,2,10,MIN 33,12,10,"Kirk Cousins pass incomplete intended for K.J. Osborn. Penalty on Garrett Bradbury: Offensive Holding, 10 yards (accepted) (no play)",0.590,-0.760
2,0:18,2,20,MIN 23,12,10,Dalvin Cook right tackle for 9 yards (tackle by Jermaine Carter and Jeremy Chinn),-0.760,-0.230
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,12,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,12,10,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Donte Jackson),0.610,0.060
3,14:55,2,10,MIN 25,12,10,"Dalvin Cook for 3 yards (tackle by Keith Taylor). Penalty on K.J. Osborn: Offensive Illegal Block Above the Waist, 15 yards (declined) . Penalty on Oli Udoh: Offensive Holding, 10 yards (accepted)",0.060,-0.980
3,14:38,2,17,MIN 18,12,10,Kirk Cousins aborted snap. Kirk Cousins fumbles out of bounds,-0.980,-3.290
3,13:56,3,26,MIN 9,12,10,Kirk Cousins pass complete short right to Tyler Conklin for 7 yards (tackle by Brian Burns),-3.290,-2.390
3,13:21,4,19,MIN 16,12,10,"Jordan Berry punts 53 yards, returned by Alex Erickson for 4 yards (tackle by Josh Metellus and Kris Boyd)",-2.390,-1.270
3,13:12,1,10,CAR 35,12,10,Chuba Hubbard right tackle for no gain (tackle by Dalvin Tomlinson and Danielle Hunter),1.270,0.720
3,12:26,2,10,CAR 35,12,10,Sam Darnold sacked by Eric Kendricks for no gain,0.720,0.040
3,11:41,3,10,CAR 35,12,10,"Sam Darnold pass incomplete intended for Robbie Anderson. Penalty on Mackensie Alexander: Defensive Holding, 5 yards (accepted) (no play)",0.040,1.600
3,11:36,1,10,CAR 40,12,10,Chuba Hubbard right end for 5 yards (tackle by Danielle Hunter),1.600,1.730
3,10:46,2,5,CAR 45,12,10,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",1.730,1.050
3,10:44,2,10,CAR 40,12,10,Sam Darnold sacked by and Dalvin Tomlinson for -4 yards and Anthony Barr for -4 yards,1.050,-0.160
3,9:56,3,14,CAR 36,12,10,"Sam Darnold pass incomplete intended for D.J. Moore. Penalty on Bashaud Breeland: Defensive Holding, 5 yards (accepted) (no play)",-0.160,1.660
3,9:51,1,10,CAR 41,12,10,Chuba Hubbard up the middle for 2 yards (tackle by Armon Watts and Dalvin Tomlinson),1.660,1.390
3,9:07,2,8,CAR 43,12,10,Sam Darnold pass incomplete short left intended for Ian Thomas,1.390,0.700
3,9:02,3,8,CAR 43,12,10,Sam Darnold pass complete short middle to Brandon Zylstra for 5 yards (tackle by Everson Griffen),0.700,-0.190
3,8:19,4,3,CAR 48,12,10,Ryan Winslow punts 44 yards,-0.190,0.380
3,8:10,1,10,MIN 8,12,10,Dalvin Cook left guard for 14 yards (tackle by A.J. Bouye and Sean Chandler),-0.380,0.410
3,7:45,1,10,MIN 22,12,10,Dalvin Cook up the middle for 2 yards (tackle by Brian Burns and Bravvion Roy),0.410,0.140
3,7:04,2,8,MIN 24,12,10,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Keith Taylor),0.140,-0.560
3,7:01,3,8,MIN 24,12,10,Kirk Cousins pass incomplete short right intended for Dede Westbrook (defended by Keith Taylor),-0.560,-1.770
3,6:56,4,8,MIN 24,12,16,"blocked by Frankie Luvu, touchdown",-1.770,-7.000
3,6:49,,,MIN 15,12,17,Zane Gonzalez kicks extra point good,0.000,0.000
3,6:49,,,CAR 35,12,17,"Zane Gonzalez kicks off 67 yards, returned by Ameer Abdullah for 23 yards (tackle by Frankie Luvu)",0.000,0.340
3,6:45,1,10,MIN 21,12,17,Dalvin Cook right tackle for no gain (tackle by Jeremy Chinn),0.340,-0.200
3,6:07,2,10,MIN 21,12,17,Kirk Cousins pass complete short left to Dalvin Cook for 9 yards (tackle by Jeremy Chinn),-0.200,0.300
3,5:28,3,1,MIN 30,12,17,C.J. Ham up the middle for 30 yards (tackle by Donte Jackson),0.300,2.920
3,4:48,1,10,CAR 40,12,17,Kirk Cousins pass complete short left to Tyler Conklin for 24 yards (tackle by Sean Chandler),2.920,4.510
3,4:06,1,10,CAR 16,18,17,"Dalvin Cook right guard for no gain (tackle by Jeremy Chinn) MIN challenged the runner broke the plane ruling, and the original play was overturned. Dalvin Cook right guard for 16 yards, touchdown",4.510,7.000
3,4:00,,,CAR 2,18,17,Two Point Attempt: Kirk Cousins pass incomplete intended for intended for Justin Jefferson,1.000,-1.000
3,4:00,,,MIN 35,18,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,4:00,1,10,CAR 25,18,17,"Sam Darnold pass complete short middle to D.J. Moore for 15 yards. D.J. Moore fumbles (forced by Xavier Woods), recovered by Eric Kendricks at CAR-41 and returned for 2 yards (tackle by D.J. Moore)",0.610,-2.980
3,3:51,1,10,CAR 39,18,17,Kirk Cousins pass complete deep left to Adam Thielen for 35 yards (tackle by Jeremy Chinn),2.980,6.280
3,3:11,1,4,CAR 4,18,17,Dalvin Cook right guard for -1 yards (tackle by Haason Reddick and Jermaine Carter),6.280,5.150
3,2:34,2,5,CAR 5,18,17,Kirk Cousins pass incomplete short right intended for Justin Jefferson,5.150,4.260
3,2:30,3,5,CAR 5,24,17,"Kirk Cousins pass complete short right to Adam Thielen for 5 yards, touchdown",4.260,7.000
3,2:24,,,CAR 15,25,17,Greg Joseph kicks extra point good,0.000,0.000
3,2:24,,,MIN 35,25,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,2:24,1,10,CAR 25,25,17,Chuba Hubbard right end for 5 yards (tackle by Sheldon Richardson),0.610,0.740
3,1:42,2,5,CAR 30,25,17,Sam Darnold pass complete short left to D.J. Moore for 14 yards (tackle by Harrison Smith),0.740,1.860
3,0:56,1,10,CAR 44,25,17,Chuba Hubbard left guard for 2 yards (tackle by Mackensie Alexander),1.860,1.590
3,0:10,2,8,CAR 46,25,17,Sam Darnold pass incomplete deep right intended for Tommy Tremble (defended by Mackensie Alexander),1.590,0.890
3,0:03,3,8,CAR 46,25,17,Sam Darnold pass complete short right to D.J. Moore for 1 yard (tackle by Mackensie Alexander),0.890,-0.260
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,CAR 47,25,17,"Ryan Winslow punts 36 yards, fair catch by Dede Westbrook at MIN-17",-0.260,0.060
4,14:52,1,10,MIN 17,25,17,"Dalvin Cook for no gain. Penalty on Oli Udoh: Offensive Holding, 8 yards (accepted) (no play)",-0.060,-0.680
4,14:26,1,18,MIN 9,25,17,Kirk Cousins pass complete short right to Justin Jefferson for 17 yards (tackle by Sean Chandler),-0.680,0.750
4,13:43,2,1,MIN 26,25,17,Dalvin Cook right tackle for -1 yards (tackle by Haason Reddick),0.750,-0.240
4,13:02,,,,,,Timeout #1 by Carolina Panthers,,
4,13:02,3,2,MIN 25,25,17,Kirk Cousins pass complete deep right to Justin Jefferson for 26 yards (tackle by Donte Jackson),-0.240,2.320
4,12:31,1,10,CAR 49,25,17,"Dalvin Cook left tackle for 23 yards. Dalvin Cook fumbles (forced by Keith Taylor), recovered by Adam Thielen at CAR-24 (tackle by Keith Taylor)",2.320,3.970
4,11:45,1,10,CAR 24,25,17,Dalvin Cook up the middle for 4 yards (tackle by Jermaine Carter),3.970,3.970
4,11:06,2,6,CAR 20,25,17,Alexander Mattison right end for no gain (tackle by Donte Jackson),3.970,3.270
4,10:24,3,6,CAR 20,25,17,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,3.270,2.150
4,10:19,4,6,CAR 20,28,17,Greg Joseph 38 yard field goal good,2.150,3.000
4,10:15,,,MIN 35,28,17,"Greg Joseph kicks off 69 yards, returned by Shi Smith for 24 yards (tackle by Blake Lynch)",0.000,0.280
4,10:11,1,10,CAR 20,28,17,Sam Darnold pass complete short left to Shi Smith for 4 yards (tackle by Harrison Smith and Anthony Barr),0.280,0.270
4,9:37,2,6,CAR 24,28,17,Sam Darnold scrambles right tackle for 6 yards (tackle by Anthony Barr),0.270,0.940
4,9:09,1,10,CAR 30,28,17,Sam Darnold pass incomplete deep right intended for D.J. Moore,0.940,0.390
4,9:05,2,10,CAR 30,28,17,"Sam Darnold sacked by Dalvin Tomlinson for no gain. Penalty on Dalvin Tomlinson: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.390,1.930
4,8:42,1,10,CAR 45,28,17,Sam Darnold pass incomplete deep left intended for D.J. Moore,1.930,1.380
4,8:36,2,10,CAR 45,28,17,"Sam Darnold sacked by Armon Watts for -7 yards. Sam Darnold fumbles (forced by Armon Watts), recovered by Dalvin Tomlinson at CAR-38 (tackle by Armon Watts)",1.380,-3.050
4,8:30,1,10,CAR 38,28,17,Dalvin Cook right guard for 3 yards (tackle by Brian Burns),3.050,2.910
4,7:54,2,7,CAR 35,28,17,Dalvin Cook up the middle for 3 yards (tackle by Brian Burns and Frankie Luvu),2.910,2.610
4,7:10,3,4,CAR 32,28,17,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by A.J. Bouye),2.610,1.270
4,7:05,4,4,CAR 32,28,17,Greg Joseph 50 yard field goal no good,1.270,-1.600
4,7:00,1,10,CAR 40,28,17,Sam Darnold scrambles up the middle for 30 yards (tackle by Harrison Smith),1.600,3.580
4,6:32,1,10,MIN 30,28,17,Sam Darnold pass complete short middle to Chuba Hubbard for 4 yards (tackle by Eric Kendricks),3.580,3.570
4,6:09,2,6,MIN 26,28,17,Sam Darnold pass complete deep middle to Brandon Zylstra for 21 yards (tackle by Harrison Smith),3.570,6.060
4,5:43,1,5,MIN 5,28,17,Sam Darnold pass incomplete short right intended for D.J. Moore,6.060,5.150
4,5:36,2,5,MIN 5,28,17,Tommy Tremble left end for no gain (tackle by Eric Kendricks and Anthony Barr),5.150,4.260
4,4:52,3,5,MIN 5,28,17,Sam Darnold pass incomplete short right intended for Robbie Anderson,4.260,3.010
4,4:44,4,5,MIN 5,28,20,Zane Gonzalez 23 yard field goal good,3.010,3.000
4,4:41,,,CAR 35,28,20,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,4:41,1,10,MIN 25,28,20,Kirk Cousins pass complete short right to Tyler Conklin for 40 yards (tackle by Jeremy Chinn),0.610,3.250
4,3:51,1,10,CAR 35,28,20,Dalvin Cook right tackle for -1 yards (tackle by Frankie Luvu and Derrick Brown),3.250,2.570
4,3:08,2,11,CAR 36,28,20,Kirk Cousins pass complete short right to Adam Thielen for 3 yards (tackle by A.J. Bouye),2.570,2.280
4,3:05,,,,,,Timeout #2 by Carolina Panthers,,
4,3:05,3,8,CAR 33,28,20,Dalvin Cook right end for -3 yards (tackle by Brian Burns),2.280,0.880
4,2:18,4,11,CAR 36,28,20,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.880,0.530
4,2:18,4,16,CAR 41,28,20,Jordan Berry punts 37 yards downed by Dan Chisena,0.530,0.380
4,2:09,1,10,CAR 4,28,20,Sam Darnold pass incomplete deep left intended for D.J. Moore,-0.380,-0.780
4,2:03,2,10,CAR 4,28,20,Sam Darnold pass incomplete short middle intended for Chuba Hubbard,-0.780,-1.420
4,1:59,3,10,CAR 4,28,20,Sam Darnold pass incomplete short left intended for Robbie Anderson,-1.420,-2.490
4,1:54,4,10,CAR 4,28,20,Sam Darnold pass complete deep middle to Ian Thomas for 41 yards (tackle by Xavier Woods),-2.490,1.930
4,1:29,1,10,CAR 45,28,20,Sam Darnold pass complete short left to Brandon Zylstra for 6 yards (tackle by Mackensie Alexander),1.930,2.190
4,1:11,2,4,MIN 49,28,20,Sam Darnold scrambles left end for 13 yards (tackle by Cameron Dantzler),2.190,3.180
4,1:04,1,10,MIN 36,28,20,Sam Darnold pass incomplete short right intended for Tommy Tremble (defended by Xavier Woods),3.180,2.640
4,1:00,2,10,MIN 36,28,20,Sam Darnold pass complete to Robbie Anderson for 4 yards (tackle by Mackensie Alexander),2.640,2.480
4,0:54,3,6,MIN 32,28,20,Sam Darnold pass incomplete short right intended for D.J. Moore,2.480,1.250
4,0:51,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:51,4,6,MIN 32,28,20,Sam Darnold pass complete deep left to D.J. Moore for 25 yards (tackle by Cameron Dantzler),1.250,5.600
4,0:46,1,7,MIN 7,28,26,"Sam Darnold pass complete short middle to Robbie Anderson for 7 yards, touchdown",5.600,7.000
4,0:42,,,MIN 2,28,28,Two Point Attempt: Sam Darnold pass complete to to Tommy Tremble for no gain,1.000,1.000
4,0:42,,,CAR 35,28,28,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,0:42,1,10,MIN 25,28,28,Kirk Cousins pass complete short left to K.J. Osborn for 4 yards (tackle by A.J. Bouye),0.610,0.600
4,0:38,2,6,MIN 29,28,28,Kirk Cousins scrambles left end for 16 yards (tackle by Keith Taylor),0.600,1.930
4,0:31,1,10,MIN 45,28,28,Kirk Cousins pass complete short middle to K.J. Osborn for 12 yards (tackle by Keith Taylor),1.930,2.720
4,0:24,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:24,1,10,CAR 43,28,28,Kirk Cousins pass complete short right to Dede Westbrook for 6 yards (tackle by Haason Reddick),2.720,2.990
4,0:19,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:19,2,4,CAR 37,28,28,Kirk Cousins pass complete to Adam Thielen for 8 yards (tackle by Jermaine Carter),2.990,3.640
4,0:06,1,10,CAR 29,28,28,Kirk Cousins spiked the ball,3.640,3.100
4,0:06,,,,,,Timeout #3 by Carolina Panthers,,
4,0:06,2,10,CAR 29,28,28,Greg Joseph 47 yard field goal no good,3.100,-1.400
4,0:01,1,10,CAR 37,28,28,Sam Darnold kneels for -1 yards,1.400,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
,,,,,,,"Vikings won the coin toss, Vikings to receive the overtime kickoff.",,
OT,10:00,,,CAR 35,28,28,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,MIN 25,28,28,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Frankie Luvu),0.610,0.870
OT,9:54,2,4,MIN 31,28,28,Dalvin Cook right tackle for 5 yards (tackle by Morgan Fox),0.870,1.330
