Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,1:05,,,PIT 15,0,14,Elliott Fry kicks extra point good,0.000,0.000
1,1:05,,,KAN 35,0,14,"Elliott Fry kicks off 64 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Zayne Anderson)",0.000,0.280
1,1:00,1,10,PIT 20,0,14,Najee Harris left end for 2 yards (tackle by Anthony Hitchens and Michael Danna),0.280,0.000
1,0:21,2,8,PIT 22,0,14,Ben Roethlisberger pass complete short right to Diontae Johnson for 9 yards (tackle by Juan Thornhill),0.000,1.000
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 31,0,14,Ben Roethlisberger pass complete short right to Najee Harris for 5 yards (tackle by Charvarius Ward),1.000,1.140
2,14:27,2,5,PIT 36,0,14,Najee Harris left end for 1 yard (tackle by Willie Gay),1.140,0.560
2,13:58,3,4,PIT 37,0,14,Ben Roethlisberger pass incomplete short right intended for Ray-Ray McCloud (defended by L'Jarius Sneed),0.560,-0.910
2,13:53,4,4,PIT 37,0,14,"Corliss Waitman punts 63 yards, touchback.",-0.910,-0.280
2,13:46,1,10,KAN 20,0,14,Darrel Williams left end for 8 yards (tackle by Minkah Fitzpatrick and Robert Spillane),0.280,0.810
2,13:01,2,2,KAN 28,0,14,Patrick Mahomes pass complete short middle to Noah Gray for 7 yards (tackle by Alex Highsmith and Robert Spillane),0.810,1.270
2,12:29,1,10,KAN 35,0,14,Darrel Williams right end for 12 yards (tackle by Minkah Fitzpatrick),1.270,2.060
2,11:53,1,10,KAN 47,0,14,Darrel Williams up the middle for 5 yards (tackle by Terrell Edmunds),2.060,2.190
2,11:16,2,5,PIT 48,0,14,Patrick Mahomes pass complete short right to Byron Pringle for 3 yards (tackle by Robert Spillane),2.190,1.880
2,10:30,3,2,PIT 45,0,14,Patrick Mahomes pass complete short right to Mecole Hardman for 14 yards (tackle by Tre Norwood),1.880,3.510
2,9:45,1,10,PIT 31,0,14,Patrick Mahomes pass incomplete deep left intended for Josh Gordon,3.510,2.970
2,9:39,2,10,PIT 31,0,14,Clyde Edwards-Helaire right end for 5 yards (tackle by Robert Spillane),2.970,2.940
2,8:59,3,5,PIT 26,0,14,Patrick Mahomes pass incomplete deep right intended for Josh Gordon,2.940,1.790
2,8:50,4,5,PIT 26,0,17,Elliott Fry 44 yard field goal good,1.790,3.000
2,8:45,,,KAN 35,0,17,"Elliott Fry kicks off 65 yards, touchback.",0.000,0.610
2,8:45,1,10,PIT 25,0,17,Najee Harris right end for 21 yards (tackle by Juan Thornhill),0.610,1.990
2,8:14,1,10,PIT 46,0,17,Najee Harris right end for 5 yards (tackle by Chris Jones and Willie Gay),1.990,2.130
2,7:38,2,5,KAN 49,0,17,Ben Roethlisberger pass complete short right to Ray-Ray McCloud for -3 yards (tackle by L'Jarius Sneed),2.130,1.030
2,6:55,3,8,PIT 48,0,17,Ben Roethlisberger pass complete deep middle to Chase Claypool for 24 yards (tackle by L'Jarius Sneed),1.030,3.710
2,6:25,1,10,KAN 28,0,17,Ben Roethlisberger pass complete short left to Chase Claypool for 10 yards (tackle by Charvarius Ward),3.710,4.370
2,5:55,1,10,KAN 18,0,17,Ben Roethlisberger pass incomplete short right intended for Ray-Ray McCloud,4.370,3.800
2,5:51,2,10,KAN 18,0,17,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson,3.800,3.050
2,5:48,3,10,KAN 18,0,17,Ben Roethlisberger pass complete short right to Najee Harris for no gain (tackle by L'Jarius Sneed and Juan Thornhill),3.050,2.250
2,5:09,4,10,KAN 18,0,17,Chris Boswell 36 yard field goal no good,2.250,-0.670
2,5:03,1,10,KAN 26,0,17,Patrick Mahomes pass complete short left to Derrick Gore for 8 yards (tackle by Minkah Fitzpatrick and Robert Spillane),0.670,1.210
2,4:22,2,2,KAN 34,0,17,Derrick Gore up the middle for 2 yards (tackle by Isaiahh Loudermilk),1.210,1.330
2,3:43,1,10,KAN 36,0,17,Derrick Gore left end for 3 yards (tackle by Joe Schobert and Robert Spillane),1.330,1.200
2,3:07,2,7,KAN 39,0,17,Patrick Mahomes pass complete deep right to Derrick Gore for 50 yards (tackle by Joe Haden),1.200,4.840
2,2:44,1,10,PIT 11,0,17,Patrick Mahomes pass complete short right to Derrick Gore for 3 yards (tackle by Minkah Fitzpatrick),4.840,4.700
2,2:19,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,2:19,2,7,PIT 8,0,23,"Patrick Mahomes pass complete short left to Mecole Hardman for 8 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.700,7.000
2,2:13,,,PIT 15,0,23,Elliott Fry kicks extra point no good,0.000,-1.000
2,2:13,,,KAN 35,0,23,"Elliott Fry kicks off 65 yards, touchback.",0.000,0.610
2,2:13,1,10,PIT 25,0,23,Najee Harris up the middle for 5 yards (tackle by Juan Thornhill),0.610,0.740
2,2:00,2,5,PIT 30,0,23,Ben Roethlisberger pass complete short left to Najee Harris for 1 yard (tackle by Ben Niemann),0.740,0.170
2,1:34,3,4,PIT 31,0,23,Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 3 yards (tackle by L'Jarius Sneed),0.170,-1.110
2,1:28,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:28,4,1,PIT 34,0,23,Najee Harris right end for -3 yards (tackle by Charvarius Ward),-1.110,-3.510
2,1:23,1,10,PIT 31,0,23,Patrick Mahomes pass complete short right to Demarcus Robinson for 9 yards (tackle by Robert Spillane),3.510,4.180
2,0:47,2,1,PIT 22,0,23,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Terrell Edmunds and Cameron Heyward),4.180,4.240
2,0:42,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:42,1,10,PIT 20,0,23,Patrick Mahomes pass incomplete deep right,4.240,3.690
2,0:37,2,10,PIT 20,0,23,"Penalty on Byron Pringle: False Start, 5 yards (accepted) (no play)",3.690,3.020
2,0:37,2,15,PIT 25,0,23,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 4 yards (tackle by Ulysees Gilbert),3.020,2.870
2,0:30,3,11,PIT 21,0,23,Patrick Mahomes pass incomplete deep right intended for Josh Gordon (defended by Ahkello Witherspoon),2.870,2.060
2,0:22,4,11,PIT 21,0,23,Elliott Fry 39 yard field goal no good,2.060,-0.870
2,0:18,1,10,PIT 29,0,23,Ben Roethlisberger pass complete short right to Najee Harris for 5 yards (tackle by Mike Hughes),0.870,1.000
2,0:10,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:10,2,5,PIT 34,0,23,Ben Roethlisberger pass complete short middle to Zach Gentry for 10 yards (tackle by Tyrann Mathieu),1.000,1.860
2,0:04,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:04,1,10,PIT 44,0,23,Ben Roethlisberger pass complete short left to Najee Harris for 6 yards (tackle by Ben Niemann),1.860,2.130
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,0,23,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,0,23,Clyde Edwards-Helaire left end for 7 yards (tackle by Joe Schobert),0.610,1.010
3,14:26,2,3,KAN 32,0,23,Clyde Edwards-Helaire right end for 2 yards (tackle by Isaiahh Loudermilk),1.010,0.560
3,13:48,3,1,KAN 34,0,23,Darrel Williams up the middle for no gain (tackle by Cameron Heyward) (no play),0.560,-0.100
3,13:39,3,6,KAN 29,0,23,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,-0.100,-1.440
3,13:33,4,6,KAN 29,0,23,Johnny Townsend punts 41 yards out of bounds,-1.440,-0.940
3,13:26,1,10,PIT 30,0,23,Najee Harris left end for 8 yards (tackle by Jarran Reed and Willie Gay),0.940,1.470
3,12:54,2,2,PIT 38,0,23,"Ben Roethlisberger pass complete short left to Diontae Johnson for 2 yards. Diontae Johnson fumbles, recovered by Tyrann Mathieu at KC-49 (tackle by Zach Gentry)",1.470,-2.190
3,12:44,1,10,KAN 49,0,23,Darrel Williams left end for 6 yards (tackle by Joe Schobert and Isaiahh Loudermilk),2.190,2.460
3,12:10,2,4,PIT 45,0,23,Patrick Mahomes pass complete short left to Demarcus Robinson for 6 yards (tackle by Joe Schobert),2.460,2.980
3,11:31,1,10,PIT 39,0,23,Darrel Williams up the middle for 3 yards (tackle by Isaiahh Loudermilk and Joe Schobert),2.980,2.850
3,10:54,2,7,PIT 36,0,23,Patrick Mahomes pass complete short right to Mecole Hardman for 9 yards (tackle by Arthur Maulet),2.850,3.780
3,10:23,1,10,PIT 27,0,23,Darrel Williams up the middle for 8 yards (tackle by Derrek Tuszka and Minkah Fitzpatrick),3.780,4.350
3,9:44,2,2,PIT 19,0,23,Darrel Williams right end for 3 yards (tackle by Carlos Davis and Henry Mondeaux),4.350,4.510
3,9:00,1,10,PIT 16,0,29,"Patrick Mahomes pass complete short left to Byron Pringle for 16 yards, touchdown",4.510,7.000
3,8:53,,,PIT 15,0,30,Elliott Fry kicks extra point good,0.000,0.000
3,8:53,,,KAN 35,0,30,"Elliott Fry kicks off 65 yards, touchback.. Penalty on Deandre Baker: Offensive Offside, 5 yards (accepted)",0.000,0.940
3,8:53,1,10,PIT 30,0,30,Najee Harris up the middle for 6 yards (tackle by Anthony Hitchens and Derrick Nnadi),0.940,1.200
3,8:24,2,4,PIT 36,0,30,Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 17 yards (tackle by Tyrann Mathieu),1.200,2.460
3,7:52,1,10,KAN 47,0,30,Najee Harris up the middle for 6 yards (tackle by Anthony Hitchens),2.460,2.720
3,7:27,2,4,KAN 41,0,30,Najee Harris right end for 6 yards (tackle by Juan Thornhill),2.720,3.250
3,6:49,1,10,KAN 35,0,30,Ben Roethlisberger pass complete short left to Chase Claypool for 4 yards,3.250,3.240
3,6:21,2,6,KAN 31,0,30,"Benny Snell left end for 1 yard (tackle by Ben Niemann and Juan Thornhill). Penalty on Kendrick Green: Offensive Holding, 10 yards (accepted)",3.240,2.100
3,5:51,2,14,KAN 40,0,30,Najee Harris right end for 4 yards (tackle by Anthony Hitchens and L'Jarius Sneed),2.100,1.880
3,5:06,3,11,KAN 36,0,30,"Ben Roethlisberger pass incomplete short right intended for Diontae Johnson. Penalty on Chris Jones: Defensive Offside, 5 yards (accepted) (no play)",1.880,2.540
3,5:02,3,6,KAN 31,0,30,"Ben Roethlisberger pass complete short right to Ray-Ray McCloud for 8 yards (tackle by L'Jarius Sneed). Penalty on Ray-Ray McCloud: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",2.540,3.050
3,4:33,1,10,KAN 38,0,30,Najee Harris up the middle for 6 yards (tackle by Chris Jones),3.050,3.320
3,4:04,2,4,KAN 32,0,30,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,3.320,2.610
3,3:58,3,4,KAN 32,0,30,Ben Roethlisberger pass incomplete short middle intended for Najee Harris,2.610,1.270
3,3:55,4,4,KAN 32,0,30,"Ben Roethlisberger pass incomplete deep left intended for Chase Claypool. Penalty on Chris Jones: Defensive Offside, 5 yards (declined) . Penalty on L'Jarius Sneed: Defensive Pass Interference, 21 yards (accepted) (no play)",1.270,4.840
3,3:50,1,10,KAN 11,0,30,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,4.840,4.140
3,3:46,2,10,KAN 11,0,30,Ben Roethlisberger pass incomplete short right intended for Ray-Ray McCloud,4.140,3.130
3,3:42,3,10,KAN 11,0,30,Ben Roethlisberger pass incomplete short left intended for Najee Harris,3.130,2.700
3,3:37,4,10,KAN 11,0,30,"Penalty on John Leglue: False Start, 5 yards (accepted) (no play)",2.700,2.380
3,3:37,4,15,KAN 16,3,30,Chris Boswell 34 yard field goal good,2.380,3.000
3,3:34,,,PIT 35,3,30,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,3:34,1,10,KAN 25,3,30,Derrick Gore up the middle for 10 yards (tackle by Robert Spillane),0.610,1.270
3,3:00,1,10,KAN 35,3,30,Derrick Gore right end for 4 yards (tackle by Isaiahh Loudermilk),1.270,1.260
3,2:23,2,6,KAN 39,3,30,Derrick Gore right end for 6 yards (tackle by Montravius Adams),1.260,1.930
3,1:39,1,10,KAN 45,3,30,Derrick Gore right end for 7 yards (tackle by Minkah Fitzpatrick and Robert Spillane),1.930,2.330
3,0:58,2,3,PIT 48,3,30,Darrel Williams right end for 2 yards (tackle by Alex Highsmith),2.330,1.880
3,0:21,3,1,PIT 46,3,30,Darrel Williams left end for 7 yards (tackle by Minkah Fitzpatrick),1.880,2.980
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 39,3,30,Derrick Gore left end for 4 yards (tackle by Arthur Maulet and Taco Charlton),2.980,2.980
4,14:22,2,6,PIT 35,3,30,Patrick Mahomes pass complete deep right to Byron Pringle for 22 yards,2.980,4.710
4,13:59,1,10,PIT 13,3,30,Derrick Gore left end for no gain (tackle by Cameron Heyward and Alex Highsmith),4.710,4.050
4,13:23,2,10,PIT 13,3,30,Derrick Gore right end for 1 yard (tackle by Robert Spillane),4.050,3.280
4,12:40,3,9,PIT 12,3,30,Patrick Mahomes sacked by Cameron Heyward for -4 yards,3.280,2.380
4,12:02,4,13,PIT 16,3,33,Elliott Fry 34 yard field goal good,2.380,3.000
4,11:57,,,KAN 35,3,33,"Elliott Fry kicks off 64 yards, returned by Ray-Ray McCloud for 29 yards (tackle by Josh Jackson and Ben Niemann)",0.000,0.940
4,11:50,1,10,PIT 30,3,33,"Ben Roethlisberger sacked by Tershawn Wharton for -13 yards. Ben Roethlisberger fumbles (forced by Tershawn Wharton), recovered by Jarran Reed at PIT-17 and returned for 10 yards (tackle by Kendrick Green)",0.940,-5.600
4,11:43,1,7,PIT 7,3,33,"Chad Henne aborted snap, recovered by Chad Henne at PIT-8 and returned for -1 yards Chad Henne for no gain",5.600,4.570
4,11:12,2,8,PIT 8,3,33,"Chad Henne aborted snap, recovered by Chad Henne at PIT-13 and returned for -1 yards Chad Henne for no gain",4.570,3.060
4,10:30,3,13,PIT 13,3,33,Darrel Williams left end for 1 yard (tackle by Cameron Heyward and Joe Schobert),3.060,2.630
4,9:47,4,12,PIT 12,3,36,Elliott Fry 30 yard field goal good,2.630,3.000
4,9:41,,,KAN 35,3,36,"Elliott Fry kicks off 63 yards, returned by Ray-Ray McCloud for 13 yards (tackle by Marcus Kemp)",0.000,-0.220
4,9:37,1,10,PIT 15,3,36,Najee Harris left end for 3 yards (tackle by Chris Jones),-0.220,-0.280
4,9:10,2,7,PIT 18,3,36,Najee Harris right end for 6 yards (tackle by Mike Hughes and Dicaprio Bootle),-0.280,-0.270
4,8:43,3,1,PIT 24,3,36,Najee Harris right end for 6 yards (tackle by Tershawn Wharton),-0.270,0.940
4,8:14,1,10,PIT 30,3,36,Benny Snell right end for 5 yards (tackle by Ben Niemann and Willie Gay),0.940,1.070
4,7:47,2,5,PIT 35,3,36,Benny Snell right end for 8 yards (tackle by Ben Niemann and Alex Okafor),1.070,1.800
4,7:17,1,10,PIT 43,3,36,Ben Roethlisberger pass complete short right to Diontae Johnson for 2 yards (tackle by Mike Hughes),1.800,1.520
4,6:54,2,8,PIT 45,3,36,Benny Snell right end for 4 yards (tackle by Derrick Nnadi and Alex Okafor),1.520,1.350
4,6:24,3,4,PIT 49,3,36,Ben Roethlisberger pass complete short right to Diontae Johnson for 5 yards (tackle by Dicaprio Bootle),1.350,2.520
4,5:52,1,10,KAN 46,3,36,Ben Roethlisberger pass incomplete short left intended for Chase Claypool,2.520,1.980
4,5:48,2,10,KAN 46,3,36,Ben Roethlisberger pass complete short left to Cody White for 6 yards (tackle by Dicaprio Bootle),1.980,2.080
4,5:21,3,4,KAN 40,3,36,Ben Roethlisberger pass complete short right to Cody White for 6 yards (tackle by Mike Hughes),2.080,3.310
4,4:58,1,10,KAN 34,3,36,Najee Harris right end for 2 yards (tackle by Ben Niemann),3.310,3.040
4,4:28,2,8,KAN 32,3,36,Najee Harris right end for 11 yards (tackle by Ben Niemann),3.040,4.170
4,3:52,1,10,KAN 21,3,36,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,4.170,3.630
4,3:48,2,10,KAN 21,3,36,Ben Roethlisberger pass complete short right to Zach Gentry for 3 yards (tackle by Dorian O'Daniel and Mike Hughes),3.630,3.310
4,3:42,3,7,KAN 18,3,36,Ben Roethlisberger pass complete short middle to Chase Claypool for 3 yards (tackle by Dorian O'Daniel),3.310,2.520
4,2:59,4,4,KAN 15,9,36,"Ben Roethlisberger pass complete short left to Diontae Johnson for 15 yards, touchdown",2.520,7.000
4,2:54,,,KAN 15,10,36,Chris Boswell kicks extra point good,0.000,0.000
4,2:54,,,PIT 35,10,36,"Chris Boswell kicks off 60 yards, returned by Mecole Hardman for 20 yards (tackle by Ulysees Gilbert)",0.000,0.610
4,2:47,1,10,KAN 25,10,36,Derrick Gore right end for 5 yards (tackle by Carlos Davis and Joe Schobert),0.610,0.740
4,2:40,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,2:40,2,5,KAN 30,10,36,Derrick Gore left end for -2 yards (tackle by Carlos Davis and Robert Spillane),0.740,-0.230
4,2:33,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:33,3,7,KAN 28,10,36,Derrick Gore left end for 3 yards (tackle by Joe Schobert),-0.230,-1.310
4,2:28,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,2:28,4,4,KAN 31,10,36,"Johnny Townsend punts 50 yards, returned by Ray-Ray McCloud for 20 yards (tackle by Darrel Williams)",-1.310,-1.530
4,2:16,1,10,PIT 39,10,36,Mason Rudolph pass complete short left to Kevin Rader for 7 yards (tackle by Dicaprio Bootle),1.530,1.930
4,2:00,2,3,PIT 46,10,36,Mason Rudolph pass complete short right to Cody White for 4 yards (tackle by Dicaprio Bootle),1.930,2.260
4,1:43,1,10,PIT 50,10,36,Mason Rudolph pass incomplete short middle intended for Kevin Rader (defended by Daniel Sorensen),2.260,1.710
4,1:34,2,10,PIT 50,10,36,Mason Rudolph scrambles right end for 17 yards (tackle by Dicaprio Bootle),1.710,3.380
4,1:05,1,10,KAN 33,10,36,Mason Rudolph pass incomplete short right intended for James Washington,3.380,2.840
4,0:59,2,10,KAN 33,10,36,Mason Rudolph pass complete short right to Benny Snell for 6 yards (tackle by Josh Jackson),2.840,2.940
4,0:52,3,4,KAN 27,10,36,Benny Snell up the middle for 2 yards (tackle by Dorian O'Daniel and Derrick Nnadi),2.940,1.930
4,0:33,4,2,KAN 25,10,36,Mason Rudolph pass complete short left to Zach Gentry for 6 yards (tackle by Dorian O'Daniel),1.930,4.310
4,0:09,1,10,KAN 19,10,36,Mason Rudolph spiked the ball,4.310,3.750
4,0:08,2,10,KAN 19,10,36,Mason Rudolph pass complete short right to Zach Gentry for 12 yards (tackle by Dicaprio Bootle and Josh Jackson),3.750,3.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
