Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
1,4:23,3,1,TAM 24,0,7,Tom Brady up the middle for 2 yards (tackle by Matt Milano and Ed Oliver),-0.270,0.670
1,3:37,1,10,TAM 26,0,7,Tom Brady scrambles up the middle for 12 yards (tackle by Jordan Poyer),0.670,1.470
1,3:13,1,10,TAM 38,0,7,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Jordan Poyer),1.470,2.140
1,2:43,2,1,TAM 47,0,7,Leonard Fournette up the middle for 2 yards (tackle by Matt Milano),2.140,2.190
1,2:10,1,10,TAM 49,0,7,Tom Brady pass complete short middle to Chris Godwin for 20 yards (tackle by Micah Hyde),2.190,3.510
1,1:44,1,10,BUF 31,0,7,Tom Brady pass incomplete deep right intended for Rob Gronkowski (defended by Jordan Poyer),3.510,2.970
1,1:38,2,10,BUF 31,0,7,Tom Brady pass complete short right to Tyler Johnson for 8 yards (tackle by A.J. Epenesa),2.970,3.340
1,1:08,3,2,BUF 23,0,7,Tom Brady scrambles up the middle for 3 yards (tackle by Taron Johnson),3.340,4.240
1,0:27,1,10,BUF 20,0,7,Tom Brady pass complete short left to Leonard Fournette for 16 yards (tackle by Micah Hyde),4.240,6.280
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,BUF 4,0,7,Tom Brady sacked by Eli Ankou for -2 yards,6.280,4.950
2,14:25,2,6,BUF 6,0,7,Leonard Fournette up the middle for 1 yard (tackle by Matt Milano),4.950,4.260
2,13:47,3,5,BUF 5,0,7,Tom Brady pass incomplete short right intended for Chris Godwin,4.260,3.010
2,13:40,4,5,BUF 5,0,10,Ryan Succop 23 yard field goal good,3.010,3.000
2,13:36,,,TAM 35,0,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,13:36,1,10,BUF 25,0,10,Josh Allen pass complete deep left to Emmanuel Sanders for 25 yards (tackle by Antoine Winfield),0.610,2.260
2,12:56,1,10,BUF 50,0,10,"Josh Allen pass complete to Gabriel Davis for no gain (tackle by Carlton Davis). Penalty on Stefon Diggs: Illegal Shift, 5 yards (accepted) (no play)",2.260,1.930
2,12:31,1,15,BUF 45,0,10,Josh Allen pass complete deep middle to Stefon Diggs for 24 yards (tackle by Jamel Dean),1.930,3.510
2,11:49,1,10,TAM 31,0,10,Josh Allen pass complete short right to Gabriel Davis for 21 yards (tackle by Sean Murphy-Bunting),3.510,4.910
2,11:07,1,10,TAM 10,0,10,Josh Allen left end for -3 yards (tackle by Rakeem Nunez-Roches),4.910,3.720
2,10:24,2,13,TAM 13,0,10,Josh Allen scrambles left end for 10 yards (tackle by Antoine Winfield),3.720,4.720
2,9:38,3,3,TAM 3,0,10,Josh Allen pass incomplete short middle intended for Gabriel Davis,4.720,3.040
2,9:32,4,3,TAM 3,3,10,Tyler Bass 21 yard field goal good,3.040,3.000
2,9:28,,,BUF 35,3,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,9:28,1,10,TAM 25,3,10,Tom Brady pass complete deep left to Chris Godwin for 23 yards (tackle by Jordan Poyer),0.610,2.130
2,8:56,1,10,TAM 48,3,10,Tom Brady pass complete short middle to Rob Gronkowski for 18 yards (tackle by Dane Jackson),2.130,3.310
2,8:31,1,10,BUF 34,3,10,Leonard Fournette right guard for 5 yards (tackle by Harrison Phillips),3.310,3.380
2,8:03,2,6,BUF 29,3,10,Tom Brady pass incomplete short right intended for Breshad Perriman,3.380,2.680
2,8:00,3,6,BUF 29,3,10,"Tom Brady pass incomplete intended for Rob Gronkowski. Penalty on Dane Jackson: Defensive Pass Interference, 11 yards (accepted) (no play)",2.680,4.370
2,7:56,1,10,BUF 18,3,10,Tom Brady pass complete short right to Leonard Fournette for 5 yards (tackle by Dane Jackson),4.370,4.610
2,7:20,2,5,BUF 13,3,10,Tom Brady pass incomplete short right intended for Leonard Fournette,4.610,3.820
2,7:15,3,5,BUF 13,3,16,"Tom Brady pass complete to Mike Evans for 13 yards, touchdown",3.820,7.000
2,7:11,,,BUF 15,3,17,Ryan Succop kicks extra point good,0.000,0.000
2,7:11,,,TAM 35,3,17,"Bradley Pinion kicks off 69 yards, returned by Marquez Stevenson for 29 yards (tackle by Grant Stuard and Kevin Minter)",0.000,0.610
2,7:03,1,10,BUF 25,3,17,Josh Allen pass complete short middle to Dawson Knox for 9 yards (tackle by Andrew Adams),0.610,1.280
2,6:25,2,1,BUF 34,3,17,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards (tackle by Lavonte David),1.280,1.530
2,5:44,1,10,BUF 39,3,17,Josh Allen sacked by Devin White for -7 yards,1.530,0.040
2,5:06,2,17,BUF 32,3,17,Josh Allen pass incomplete short right intended for Cole Beasley,0.040,-0.630
2,5:00,3,17,BUF 32,3,17,Josh Allen pass complete short right to Dawson Knox for 6 yards (tackle by Antoine Winfield),-0.630,-0.850
2,4:21,4,11,BUF 38,3,17,Matt Haack punts 34 yards out of bounds,-0.850,-0.810
2,4:12,1,10,TAM 28,3,17,Tom Brady pass complete short middle to Rob Gronkowski for 16 yards (tackle by Matt Milano and Jordan Poyer),0.810,1.860
2,3:38,1,10,TAM 44,3,17,Leonard Fournette right tackle for -1 yards (tackle by Tremaine Edmunds and Ed Oliver),1.860,1.180
2,2:58,2,11,TAM 43,3,17,Tom Brady pass complete short left to Chris Godwin for 13 yards (tackle by Micah Hyde),1.180,2.650
2,2:24,1,10,BUF 44,3,17,Tom Brady pass complete short right to Chris Godwin for 7 yards (tackle by Jordan Poyer),2.650,3.060
2,2:01,2,3,BUF 37,3,17,Leonard Fournette right tackle for 8 yards (tackle by Matt Milano and Tremaine Edmunds),3.060,3.640
2,1:56,1,10,BUF 29,3,17,Leonard Fournette left guard for 2 yards (tackle by Tremaine Edmunds),3.640,3.370
2,1:51,,,,,,Timeout #1 by Buffalo Bills,,
2,1:51,2,8,BUF 27,3,17,Tom Brady pass complete short left to Rob Gronkowski for 5 yards (tackle by Tremaine Edmunds),3.370,3.340
2,1:43,,,,,,Timeout #2 by Buffalo Bills,,
2,1:43,3,3,BUF 22,3,17,Tom Brady pass complete short left to Mike Evans for 20 yards (tackle by Taron Johnson),3.340,6.740
2,1:38,1,2,BUF 2,3,17,Leonard Fournette up the middle for 1 yard (tackle by Brandin Bryant),6.740,5.910
2,1:32,,,,,,Timeout #3 by Buffalo Bills,,
2,1:32,2,1,BUF 1,3,23,"Tom Brady up the middle for 1 yard, touchdown",5.910,7.000
2,1:29,,,BUF 15,3,24,Ryan Succop kicks extra point good,0.000,0.000
2,1:29,,,TAM 35,3,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:29,1,10,BUF 25,3,24,Josh Allen pass complete short left to Cole Beasley for 10 yards (tackle by Jason Pierre-Paul),0.610,1.330
2,1:07,1,10,BUF 36,3,24,"Josh Allen sacked by Shaquil Barrett for no gain. Penalty on Shaquil Barrett: Defensive Offside, 5 yards (accepted) (no play)",1.330,2.000
2,1:08,1,5,BUF 40,3,24,Josh Allen pass short right intended for Dawson Knox is intercepted by Richard Sherman at BUF-45 and returned for no gain (tackle by Dawson Knox),2.000,-2.590
2,1:00,1,10,BUF 45,3,24,Tom Brady pass incomplete short right intended for Leonard Fournette,2.590,2.040
2,0:56,2,10,BUF 45,3,24,Tom Brady pass complete short middle to Leonard Fournette for 5 yards (tackle by Tremaine Edmunds),2.040,2.010
2,0:50,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:50,3,5,BUF 40,3,24,Tom Brady pass incomplete short middle intended for Chris Godwin,2.010,0.590
2,0:47,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:47,4,5,BUF 40,3,24,Bradley Pinion punts 20 yards out of bounds,0.590,-0.280
2,0:40,1,10,BUF 20,3,24,Josh Allen right tackle for 22 yards (tackle by Lavonte David),0.280,1.730
2,0:34,1,10,BUF 42,3,24,Josh Allen pass incomplete deep right intended for Stefon Diggs,1.730,1.190
2,0:28,2,10,BUF 42,3,24,Josh Allen pass incomplete short right,1.190,0.500
2,0:21,3,10,BUF 42,3,24,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",0.500,-0.160
2,0:21,3,15,BUF 37,3,24,Josh Allen pass incomplete intended for Stefon Diggs,-0.160,-0.910
2,0:13,4,15,BUF 37,3,24,Matt Haack punts 61 yards downed by Siran Neal,-0.910,0.380
2,0:01,1,10,TAM 2,3,24,Tom Brady kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,3,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,3,24,Josh Allen pass complete short left to Gabriel Davis for 12 yards (tackle by Sean Murphy-Bunting),0.610,1.400
3,14:30,1,10,BUF 37,3,24,Josh Allen left tackle for 1 yard (tackle by Lavonte David),1.400,0.990
3,13:55,2,9,BUF 38,3,24,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Andrew Adams),0.990,1.090
3,13:14,3,3,BUF 44,3,24,Josh Allen pass complete short right to Gabriel Davis for 1 yard (tackle by Sean Murphy-Bunting),1.090,-0.390
3,12:35,4,2,BUF 45,3,24,Matt Breida left end for -3 yards (tackle by Pat O'Connor),-0.390,-2.790
3,12:28,1,10,BUF 42,3,24,Leonard Fournette right tackle for 2 yards (tackle by Dane Jackson),2.790,2.510
3,12:04,2,8,BUF 40,3,24,Tom Brady pass incomplete short middle intended for Rob Gronkowski,2.510,1.820
3,12:00,3,8,BUF 40,3,24,Tom Brady pass complete short middle to Cameron Brate for 6 yards (tackle by Micah Hyde),1.820,1.100
3,11:15,4,2,BUF 34,3,24,Tom Brady pass incomplete intended for Cameron Brate (defended by Tremaine Edmunds),1.100,-1.200
3,11:09,1,10,BUF 34,3,24,"Penalty on Ed Oliver: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",1.200,0.150
3,11:09,1,10,BUF 19,3,24,Devin Singletary right end for 29 yards (tackle by Antoine Winfield),0.150,2.130
3,10:44,1,10,BUF 48,3,24,Josh Allen pass complete short right to Stefon Diggs for 13 yards (tackle by Carlton Davis),2.130,2.980
3,10:13,1,10,TAM 39,3,24,Josh Allen pass incomplete short right,2.980,2.440
3,10:09,2,10,TAM 39,3,24,Josh Allen pass incomplete short middle intended for Cole Beasley,2.440,1.750
3,10:07,3,10,TAM 39,3,24,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Ross Cockrell),1.750,1.520
3,9:19,4,1,TAM 30,3,24,Josh Allen right end for 4 yards (tackle by Antoine Winfield),1.520,3.840
3,8:43,1,10,TAM 26,3,24,Josh Allen pass complete short left to Dawson Knox for -2 yards (tackle by Ross Cockrell and Lavonte David),3.840,3.030
3,8:06,2,12,TAM 28,3,24,Josh Allen pass complete short right to Devin Singletary for 10 yards (tackle by Andrew Adams and Carlton Davis),3.030,3.750
3,7:34,3,2,TAM 18,9,24,"Josh Allen left guard for 18 yards, touchdown",3.750,7.000
3,7:29,,,TAM 15,10,24,Tyler Bass kicks extra point good,0.000,0.000
3,7:29,,,BUF 35,10,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,7:29,1,10,TAM 25,10,24,Ronald Jones right end for 9 yards (tackle by Dane Jackson),0.610,1.280
3,6:49,2,1,TAM 34,10,24,Ronald Jones right tackle for 1 yard (tackle by Dane Jackson),1.280,1.270
3,6:17,1,10,TAM 35,10,24,Ronald Jones right guard for -2 yards (tackle by Harrison Phillips and Jerry Hughes),1.270,0.450
3,5:35,2,12,TAM 33,10,24,"Penalty on Mario Addison: Defensive Offside, 5 yards (accepted) (no play)",0.450,1.130
3,5:16,2,7,TAM 38,10,24,Tom Brady pass incomplete deep right intended for Rob Gronkowski,1.130,0.430
3,5:08,3,7,TAM 38,10,24,Tom Brady pass incomplete short middle intended for Chris Godwin,0.430,-0.850
3,5:02,4,7,TAM 38,10,24,Bradley Pinion punts 39 yards downed by Ross Cockrell,-0.850,-0.480
3,4:53,1,10,BUF 23,10,24,Matt Breida right tackle for 4 yards (tackle by Lavonte David and Andrew Adams),0.480,0.470
3,4:23,2,6,BUF 27,10,24,Matt Breida left guard for 11 yards (tackle by Lavonte David),0.470,1.470
3,3:48,1,10,BUF 38,10,24,Josh Allen scrambles right tackle for 5 yards (tackle by Devin White),1.470,1.600
3,3:13,2,5,BUF 43,10,24,Josh Allen pass incomplete short middle intended for Matt Breida (defended by Vita Vea),1.600,0.890
3,3:06,3,5,BUF 43,10,24,Josh Allen pass complete short right to Devin Singletary for 2 yards (tackle by Lavonte David),0.890,-0.390
3,2:19,4,3,BUF 45,10,24,"Matt Haack punts 45 yards, fair catch by Jaelon Darden at TB-10",-0.390,0.380
3,2:11,1,10,TAM 10,10,24,Leonard Fournette up the middle for 2 yards (tackle by Eli Ankou and Tremaine Edmunds),-0.380,-0.630
3,1:36,2,8,TAM 12,10,24,Tom Brady pass complete deep middle to Mike Evans for 24 yards (tackle by Micah Hyde),-0.630,1.330
3,1:01,1,10,TAM 36,10,24,Leonard Fournette left guard for no gain (tackle by Matt Milano and Levi Wallace),1.330,0.790
3,0:23,2,10,TAM 36,10,24,Tom Brady pass complete short right to Tyler Johnson for 4 yards (tackle by Dane Jackson),0.790,0.630
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,TAM 40,10,24,"Tom Brady pass incomplete short middle intended for Breshad Perriman. Penalty on Dane Jackson: Defensive Holding, 5 yards (offset) . Penalty on Ryan Jensen: Offensive Holding, 10 yards (offset) (no play)",0.630,0.630
4,14:55,3,6,TAM 40,10,24,Tom Brady pass complete short middle to Mike Evans for 18 yards (tackle by Micah Hyde and Taron Johnson),0.630,2.790
4,14:16,1,10,BUF 42,10,24,Leonard Fournette up the middle for 7 yards (tackle by Tremaine Edmunds),2.790,3.190
4,13:32,2,3,BUF 35,10,24,Leonard Fournette right end for 21 yards (tackle by Micah Hyde),3.190,4.650
4,12:52,1,10,BUF 14,10,24,Tom Brady pass complete short right to Chris Godwin for no gain (tackle by Taron Johnson),4.650,4.000
4,12:14,2,10,BUF 14,10,24,Tom Brady pass incomplete short middle intended for Cameron Brate (defended by Dane Jackson),4.000,3.110
4,12:10,3,10,BUF 14,10,24,Tom Brady pass complete short middle to Chris Godwin for 8 yards (tackle by Jerry Hughes),3.110,3.010
4,11:24,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,11:24,4,2,BUF 6,10,27,Ryan Succop 24 yard field goal good,3.010,3.000
4,11:20,,,TAM 35,10,27,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,11:20,1,10,BUF 25,10,27,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Shaquil Barrett),0.610,0.600
4,10:51,2,6,BUF 29,10,27,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Sean Murphy-Bunting),0.600,1.530
4,10:23,1,10,BUF 39,10,27,"Josh Allen pass incomplete short right intended for Cole Beasley. Penalty on Joe Tryon-Shoyinka: Defensive Offside, 5 yards (accepted) (no play)",1.530,2.260
4,10:17,1,5,BUF 44,10,27,Devin Singletary left tackle for 18 yards (tackle by Devin White),2.260,3.050
4,9:54,1,10,TAM 38,10,27,Josh Allen scrambles left guard for 23 yards (tackle by Devin White),3.050,4.580
4,9:11,1,10,TAM 15,16,27,"Josh Allen pass complete short left to Dawson Knox for 15 yards, touchdown",4.580,7.000
4,9:07,,,TAM 15,17,27,Tyler Bass kicks extra point good,0.000,0.000
4,9:07,,,BUF 35,17,27,"Tyler Bass kicks off 61 yards, returned by Jaelon Darden for 16 yards (tackle by Tyler Bass). Penalty on Anthony Nelson: Offensive Holding, 10 yards (accepted)",0.000,-0.380
4,9:00,1,10,TAM 10,17,27,Leonard Fournette right end for 1 yard (tackle by Jordan Poyer),-0.380,-0.710
4,8:27,2,9,TAM 11,17,27,Tom Brady pass incomplete deep right intended for Rob Gronkowski (defended by Dane Jackson),-0.710,-1.300
4,8:21,3,9,TAM 11,17,27,Tom Brady pass incomplete deep middle intended for Chris Godwin,-1.300,-2.490
4,8:17,4,9,TAM 11,17,27,Bradley Pinion punts 35 yards downed by Grant Stuard,-2.490,-2.520
4,8:08,1,10,TAM 46,17,27,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Andrew Adams),2.520,1.980
4,8:04,2,10,TAM 46,17,27,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Sean Murphy-Bunting),1.980,2.480
4,7:28,3,1,TAM 37,17,27,Devin Singletary left tackle for 2 yards (tackle by Ross Cockrell),2.480,3.250
4,6:54,1,10,TAM 35,17,27,Josh Allen left guard for no gain (tackle by Jason Pierre-Paul),3.250,2.700
4,6:27,2,10,TAM 35,17,27,Josh Allen pass complete short middle to Cole Beasley for 12 yards (tackle by Ross Cockrell),2.700,4.040
4,5:51,1,10,TAM 23,17,27,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Carlton Davis),4.040,4.840
4,5:22,1,10,TAM 11,17,27,"Josh Allen pass complete short middle to Devin Singletary for 3 yards (tackle by Devin White). Penalty on William Gholston: Roughing the Passer, 4 yards (accepted)",4.840,6.280
4,5:00,1,4,TAM 4,17,27,Josh Allen pass incomplete short left intended for Gabriel Davis,6.280,5.340
4,4:57,2,4,TAM 4,23,27,"Josh Allen pass complete short middle to Gabriel Davis for 4 yards, touchdown",5.340,7.000
4,4:53,,,TAM 15,24,27,Tyler Bass kicks extra point good,0.000,0.000
4,4:53,,,BUF 35,24,27,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,4:53,1,10,TAM 25,24,27,Tom Brady pass complete short middle to Cameron Brate for 5 yards (tackle by Tremaine Edmunds),0.610,0.740
4,4:16,2,5,TAM 30,24,27,Tom Brady pass complete short right to Mike Evans for 11 yards (tackle by Micah Hyde),0.740,1.660
4,3:40,1,10,TAM 41,24,27,Leonard Fournette up the middle for 4 yards (tackle by Eli Ankou and Harrison Phillips),1.660,1.660
4,3:35,,,,,,Timeout #1 by Buffalo Bills,,
4,3:35,2,6,TAM 45,24,27,Tom Brady pass incomplete deep right intended for Chris Godwin,1.660,0.960
4,3:30,3,6,TAM 45,24,27,"Tom Brady pass complete to Chris Godwin for 10 yards (tackle by Taron Johnson). Penalty on Matt Milano: Defensive Holding, 5 yards (offset) . Penalty on Donovan Smith: Offensive Holding, 10 yards (offset) (no play)",0.960,0.960
4,3:22,3,6,TAM 45,24,27,Tom Brady sacked by Matt Milano for -10 yards,0.960,-1.040
4,3:16,,,,,,Timeout #2 by Buffalo Bills,,
4,3:16,4,16,TAM 35,24,27,"Bradley Pinion punts 47 yards, returned by Marquez Stevenson for 5 yards (tackle by Grant Stuard and K.J. Britt)",-1.040,-0.480
4,3:05,1,10,BUF 23,24,27,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Carlton Davis),0.480,0.470
4,2:32,2,6,BUF 27,24,27,Josh Allen scrambles left end for 7 yards (tackle by Devin White),0.470,1.200
4,2:24,1,10,BUF 34,24,27,Josh Allen pass complete short left to Dawson Knox for 4 yards (tackle by Devin White),1.200,1.200
4,2:00,2,6,BUF 38,24,27,Josh Allen pass incomplete short right,1.200,0.500
4,1:55,3,6,BUF 38,24,27,Josh Allen pass complete short right to Cole Beasley for 2 yards (tackle by Ross Cockrell),0.500,-0.720
4,1:48,,,,,,Timeout #3 by Buffalo Bills,,
4,1:48,4,4,BUF 40,24,27,Josh Allen pass complete short right to Gabriel Davis for 5 yards (tackle by Sean Murphy-Bunting),-0.720,1.930
4,1:42,1,10,BUF 45,24,27,Josh Allen pass incomplete deep left intended for Stefon Diggs,1.930,1.380
4,1:37,2,10,BUF 45,24,27,Josh Allen pass complete short middle to Cole Beasley for 15 yards (tackle by Antoine Winfield),1.380,2.920
4,1:11,1,10,TAM 40,24,27,Josh Allen pass complete short right to Cole Beasley for 1 yard (tackle by Antoine Winfield),2.920,2.510
4,1:04,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:04,2,9,TAM 39,24,27,Josh Allen pass complete short middle to Dawson Knox for 24 yards (tackle by Lavonte David),2.510,4.650
4,0:41,1,10,TAM 14,24,27,Josh Allen pass incomplete short right intended for Dawson Knox,4.650,3.950
4,0:35,2,10,TAM 15,24,27,Josh Allen scrambles for 8 yards (tackle by Lavonte David),3.950,4.500
4,0:28,3,3,TAM 7,24,27,Josh Allen pass incomplete short left intended for Stefon Diggs,4.500,2.990
4,0:25,4,3,TAM 7,27,27,Tyler Bass 25 yard field goal good,2.990,3.000
4,0:22,,,BUF 35,27,27,"Tyler Bass kicks off 57 yards, returned by Jaelon Darden for 8 yards (tackle by Jake Kumerow)",0.000,-0.140
4,0:16,1,10,TAM 16,27,27,Tom Brady kneels for -1 yards,-0.140,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
,,,,,,,"Bills won the coin toss, Bills to receive the overtime kickoff.",,
OT,10:00,,,TAM 35,27,27,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,BUF 25,27,27,Devin Singletary left tackle for 3 yards (tackle by Vita Vea),0.610,0.470
OT,9:33,2,7,BUF 28,27,27,Josh Allen pass complete short left to Cole Beasley for 3 yards (tackle by Carlton Davis),0.470,0.170
OT,9:02,3,4,BUF 31,27,27,Josh Allen pass incomplete short right intended for Stefon Diggs,0.170,-1.310
OT,8:58,4,4,BUF 31,27,27,Matt Haack punts 63 yards out of bounds,-1.310,0.380
OT,8:48,1,10,TAM 6,27,27,Leonard Fournette up the middle for 3 yards (tackle by Harrison Phillips),-0.380,-0.560
OT,8:21,2,7,TAM 9,27,27,Tom Brady pass complete short middle to Chris Godwin for 6 yards (tackle by Tremaine Edmunds and Matt Milano),-0.560,-0.370
OT,7:47,3,1,TAM 15,27,27,"Leonard Fournette for 1 yard (tackle by Jordan Poyer) Replay Assistant challenged the short of the line to gain ruling, and the play was upheld.",-0.370,-0.140
OT,7:08,1,10,TAM 16,27,27,"Tom Brady pass incomplete deep left intended for Mike Evans. Penalty on Levi Wallace: Defensive Pass Interference, 19 yards (accepted) (no play)",-0.140,1.270
OT,7:00,1,10,TAM 35,27,27,Tom Brady pass complete short right to Leonard Fournette for -7 yards (tackle by Tremaine Edmunds and Jordan Poyer),1.270,-0.220
OT,6:27,2,17,TAM 28,27,27,Tom Brady pass complete short right to Rob Gronkowski for 14 yards (tackle by Taron Johnson),-0.220,0.960
OT,5:42,3,3,TAM 42,27,33,"Tom Brady pass complete short middle to Breshad Perriman for 58 yards, touchdown",0.960,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
