Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
1,4:29,1,10,DET 35,7,0,Aaron Rodgers pass complete short left to Davante Adams for 1 yard (tackle by Will Harris),3.250,2.840
1,3:50,2,9,DET 34,7,0,Aaron Rodgers pass incomplete short middle intended for Marquez Valdes-Scantling,2.840,2.150
1,3:45,3,9,DET 34,7,0,Aaron Rodgers sacked by Jessie Lemonier for -8 yards,2.150,0.460
1,3:04,4,17,DET 42,7,0,"Corey Bojorquez punts 35 yards, fair catch by Kalif Raymond at DET-7",0.460,0.380
1,2:56,1,10,DET 7,7,0,Jamaal Williams up the middle for 1 yard (tackle by Tyler Lancaster),-0.380,-0.710
1,2:13,2,9,DET 8,7,0,Jared Goff pass complete short right to Amon-Ra St. Brown for 17 yards (tackle by Oren Burks),-0.710,0.610
1,1:40,1,10,DET 25,7,6,"Tom Kennedy pass complete deep right to Kalif Raymond for 75 yards, touchdown",0.610,7.000
1,1:29,,,GNB 15,7,7,Riley Patterson kicks extra point good,0.000,0.000
1,1:29,,,DET 35,7,7,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
1,1:29,1,10,GNB 25,7,7,Aaron Rodgers pass complete short right to Davante Adams for 13 yards (tackle by Ifeatu Melifonwu),0.610,1.470
1,0:48,1,10,GNB 38,7,7,Aaron Rodgers pass complete short left to AJ Dillon for 4 yards (tackle by Derrick Barnes),1.470,1.460
1,0:07,2,6,GNB 42,7,7,AJ Dillon left end for no gain (tackle by Alim McNeill and Rashod Berry),1.460,0.760
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,GNB 42,7,7,Aaron Rodgers pass complete short middle to Allen Lazard for 9 yards (tackle by AJ Parker),0.760,2.320
2,14:25,1,10,DET 49,7,7,Patrick Taylor left tackle for 6 yards (tackle by Rashod Berry),2.320,2.590
2,13:42,2,4,DET 43,7,7,Aaron Rodgers sacked by Derrick Barnes for no gain,2.590,1.880
2,12:56,3,4,DET 43,7,7,Aaron Rodgers pass incomplete deep right intended for Davante Adams (defended by Ifeatu Melifonwu),1.880,0.400
2,12:50,4,4,DET 43,7,7,Aaron Rodgers pass complete short right to Josiah Deguara for 1 yard (tackle by Tracy Walker),0.400,-1.800
2,12:44,1,10,DET 43,7,7,D'Andre Swift right tackle for 1 yard (tackle by Rashan Gary),1.800,1.460
2,12:06,2,8,DET 44,7,7,Jared Goff pass complete short middle to Amon-Ra St. Brown for 9 yards (tackle by Darnell Savage),1.460,2.460
2,11:21,1,10,GNB 47,7,7,Craig Reynolds right tackle for -3 yards (tackle by Krys Barnes),2.460,1.510
2,10:38,2,13,GNB 50,7,7,Jared Goff pass complete short right to Amon-Ra St. Brown for 16 yards (tackle by Adrian Amos),1.510,3.310
2,9:59,1,10,GNB 34,7,7,Jared Goff pass complete short right to D'Andre Swift for 6 yards (tackle by Krys Barnes),3.310,3.580
2,9:16,2,4,GNB 28,7,7,Jared Goff pass complete short middle to Amon-Ra St. Brown for 21 yards (tackle by Darnell Savage),3.580,5.600
2,8:30,1,7,GNB 7,7,7,Jared Goff pass incomplete short left intended for Josh Reynolds,5.600,4.760
2,8:27,2,7,GNB 7,7,7,Craig Reynolds up the middle for 6 yards (tackle by Krys Barnes and Oren Burks),4.760,5.170
2,7:46,3,1,GNB 1,7,7,Craig Reynolds up the middle for -1 yards (tackle by Tipa Galeai and Dean Lowry),5.170,3.250
2,7:03,4,2,GNB 2,7,13,"Jared Goff pass complete short right to Amon-Ra St. Brown for 2 yards, touchdown",3.250,7.000
2,7:00,,,GNB 15,7,14,Riley Patterson kicks extra point good,0.000,0.000
2,7:00,,,DET 35,7,14,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,7:00,1,10,GNB 25,7,14,AJ Dillon left end for 8 yards (tackle by Tracy Walker),0.610,1.140
2,6:14,2,2,GNB 33,7,14,AJ Dillon left tackle for 5 yards (tackle by Nick Williams),1.140,1.470
2,5:33,1,10,GNB 38,7,14,Aaron Rodgers pass complete short middle to Davante Adams for 16 yards (tackle by Tracy Walker),1.470,2.520
2,4:47,1,10,DET 46,7,14,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Tracy Walker),2.520,3.190
2,4:05,2,1,DET 37,7,14,AJ Dillon left end for 4 yards (tackle by Jalen Reeves-Maybin and Michael Brockers),3.190,3.380
2,3:20,1,10,DET 33,7,14,AJ Dillon up the middle for 4 yards (tackle by Dean Marlowe and Tracy Walker),3.380,3.380
2,2:41,2,6,DET 29,13,14,"Aaron Rodgers pass complete deep left to Allen Lazard for 29 yards, touchdown",3.380,7.000
2,2:34,,,DET 15,13,14,Mason Crosby kicks extra point no good,0.000,-1.000
2,2:34,,,GNB 35,13,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,2:34,1,10,DET 25,13,14,Jared Goff pass complete short right to D'Andre Swift for 5 yards (tackle by Eric Stokes),0.610,0.740
2,2:00,2,5,DET 30,13,14,D'Andre Swift left tackle for 11 yards (tackle by Kevin King),0.740,1.660
2,1:29,1,10,DET 41,13,14,D'Andre Swift left tackle for -4 yards (tackle by Dean Lowry),1.660,0.580
2,0:56,2,14,DET 37,13,14,Jared Goff pass complete short middle to Tom Kennedy for 11 yards (tackle by Adrian Amos),0.580,1.360
2,0:47,,,,,,Timeout #1 by Detroit Lions,,
2,0:47,3,3,DET 48,13,14,Jared Goff pass complete short left to D'Andre Swift for 2 yards (tackle by Krys Barnes),1.360,-0.060
2,0:42,,,,,,Timeout #2 by Detroit Lions,,
2,0:42,4,1,DET 50,13,14,Jared Goff pass complete short right to Josh Reynolds for 11 yards (tackle by Eric Stokes),-0.060,2.980
2,0:23,,,,,,Timeout #2 by Green Bay Packers,,
2,0:23,1,10,GNB 39,13,14,Jared Goff pass complete short left to Kalif Raymond for 18 yards (tackle by Rasul Douglas),2.980,4.170
2,0:16,,,,,,Timeout #3 by Detroit Lions,,
2,0:16,1,10,GNB 21,13,14,Jared Goff pass complete short middle to Tom Kennedy for 5 yards (tackle by Kevin King),4.170,4.370
2,0:09,2,5,GNB 16,13,14,Jared Goff pass incomplete deep right intended for Josh Reynolds,4.370,3.630
2,0:05,,,,,,Timeout #3 by Green Bay Packers,,
2,0:05,3,5,GNB 16,13,17,Riley Patterson 34 yard field goal good,3.630,3.000
2,0:02,,,DET 35,13,17,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,0:02,1,10,GNB 25,13,17,Jordan Love kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,13,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,13,17,Jared Goff pass incomplete short right,0.610,0.060
3,14:58,2,10,DET 25,13,17,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.060,-0.620
3,14:52,3,10,DET 25,13,17,Jared Goff pass incomplete deep left,-0.620,-1.700
3,14:45,4,10,DET 25,13,17,"Jack Fox punts 67 yards, returned by Amari Rodgers for 23 yards (tackle by Craig Reynolds)",-1.700,-1.000
3,14:31,1,10,GNB 31,13,17,AJ Dillon left end for 7 yards (tackle by Jalen Reeves-Maybin),1.000,1.410
3,13:50,2,3,GNB 38,13,17,"Jordan Love sacked by Julian Okwara for -8 yards. Jordan Love fumbles (forced by Julian Okwara), recovered by Jordan Love at GB-30",1.410,-0.360
3,13:06,3,11,GNB 30,13,17,"Jordan Love pass complete short right to Juwann Winfree for 2 yards. Juwann Winfree fumbles (forced by AJ Parker), recovered by Ifeatu Melifonwu at GB-36 (tackle by Amari Rodgers)",-0.360,-3.180
3,12:59,1,10,GNB 36,13,23,"Jared Goff pass complete short right to Brock Wright for 36 yards, touchdown",3.180,7.000
3,12:50,,,GNB 15,13,24,Riley Patterson kicks extra point good,0.000,0.000
3,12:50,,,DET 35,13,24,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,12:50,1,10,GNB 25,13,24,Jordan Love pass complete short right to Dominique Dafney for 26 yards (tackle by Tracy Walker and Dean Marlowe),0.610,2.320
3,12:01,1,10,DET 49,13,24,AJ Dillon right end for 3 yards (tackle by Julian Okwara),2.320,2.190
3,11:17,2,7,DET 46,13,24,AJ Dillon right tackle for 5 yards (tackle by Derrick Barnes and Levi Onwuzurike),2.190,2.150
3,10:34,3,2,DET 41,13,24,Jordan Love pass incomplete short left intended for Josiah Deguara,2.150,0.530
3,10:31,4,2,DET 41,13,24,"Penalty on Julian Okwara: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.530,3.180
3,10:31,1,10,DET 36,13,24,AJ Dillon up the middle for 9 yards (tackle by Will Harris),3.180,3.850
3,9:55,2,1,DET 27,13,24,AJ Dillon right tackle for no gain (tackle by Charles Harris),3.850,3.140
3,9:15,3,1,DET 27,13,24,AJ Dillon up the middle for 7 yards (tackle by Jalen Reeves-Maybin and Tracy Walker),3.140,4.240
3,8:32,1,10,DET 20,13,24,Patrick Taylor up the middle for 3 yards (tackle by Alim McNeill and Tracy Walker),4.240,4.120
3,7:52,2,7,DET 17,13,24,Jordan Love pass incomplete short right intended for Equanimeous St. Brown,4.120,3.360
3,7:47,3,7,DET 17,13,24,Jordan Love pass incomplete short right intended for Amari Rodgers (defended by AJ Parker),3.360,2.310
3,7:41,4,7,DET 17,16,24,Mason Crosby 36 yard field goal good,2.310,3.000
3,7:38,,,GNB 35,16,24,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,7:38,1,10,DET 25,16,24,Jared Goff pass complete short right to Amon-Ra St. Brown for 1 yard (tackle by Jonathan Garvin and Abdullah Anderson),0.610,0.200
3,7:00,2,9,DET 26,16,24,Jared Goff pass incomplete short right,0.200,-0.490
3,6:54,3,9,DET 26,16,24,D'Andre Swift left tackle for 1 yard (tackle by Kevin King),-0.490,-1.570
3,6:17,4,8,DET 27,16,24,Jack Fox punts 30 yards downed by Anthony Pittman,-1.570,-1.800
3,6:05,1,10,GNB 43,16,24,Patrick Taylor right end for 12 yards (tackle by Ifeatu Melifonwu),1.800,2.590
3,5:24,1,10,DET 45,16,24,Patrick Taylor right tackle for 9 yards (tackle by Tracy Walker and Dean Marlowe),2.590,3.260
3,4:43,2,1,DET 36,16,24,Jordan Love pass complete short middle to Juwann Winfree for 12 yards (tackle by Tracy Walker),3.260,3.970
3,4:03,1,10,DET 24,16,24,Patrick Taylor right end for 6 yards (tackle by Jalen Reeves-Maybin),3.970,4.290
3,3:22,2,4,DET 18,16,24,Patrick Taylor left end for 2 yards (tackle by Derrick Barnes),4.290,3.950
3,2:40,3,2,DET 16,16,24,Jordan Love pass incomplete deep right intended for Tyler Davis,3.950,2.500
3,2:33,,,,,,Timeout #1 by Detroit Lions,,
3,2:33,4,2,DET 16,16,24,Jordan Love pass complete short right to Juwann Winfree for 2 yards (tackle by Will Harris),2.500,4.650
3,1:53,1,10,DET 14,16,24,Patrick Taylor up the middle for 2 yards (tackle by Jalen Reeves-Maybin and Nick Williams),4.650,4.330
3,1:09,2,8,DET 12,16,24,Patrick Taylor up the middle for 6 yards (tackle by Tracy Walker),4.330,4.730
3,0:26,3,2,DET 6,16,24,Jordan Love pass complete short left to Patrick Taylor for 3 yards (tackle by Derrick Barnes),4.730,6.510
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,DET 3,16,24,Patrick Taylor right tackle for 2 yards (tackle by Tracy Walker and Ifeatu Melifonwu),6.510,5.910
4,14:16,2,1,DET 1,22,24,"Patrick Taylor right tackle for 1 yard, touchdown",5.910,7.000
4,14:12,,,DET 2,22,24,Two Point Attempt: Jordan Love pass incomplete intended for intended for Amari Rodgers,1.000,-1.000
4,14:12,,,GNB 35,22,24,"Mason Crosby kicks off 65 yards, returned by Godwin Igwebuike for 25 yards (tackle by Tyler Davis)",0.000,0.610
4,14:05,1,10,DET 25,22,24,Jamaal Williams left end for 4 yards (tackle by Adrian Amos),0.610,0.600
4,13:29,2,6,DET 29,22,24,Jamaal Williams right tackle for 9 yards (tackle by Oren Burks and Adrian Amos),0.600,1.470
4,12:58,1,10,DET 38,22,24,Jamaal Williams right tackle for 2 yards (tackle by Jonathan Garvin),1.470,1.190
4,12:16,2,8,DET 40,22,24,D'Andre Swift up the middle for 1 yard (tackle by Tipa Galeai),1.190,0.630
4,11:37,3,7,DET 41,22,24,Jared Goff pass complete short right to Amon-Ra St. Brown for 15 yards (tackle by Chandon Sullivan),0.630,2.650
4,10:58,1,10,GNB 44,22,24,D'Andre Swift right end for 6 yards (tackle by Henry Black and Oren Burks),2.650,2.920
4,10:19,2,4,GNB 38,22,24,Jamaal Williams up the middle for 1 yard (tackle by Krys Barnes and Henry Black),2.920,2.350
4,9:42,3,3,GNB 37,22,24,Jamaal Williams up the middle for 3 yards (tackle by Rashan Gary),2.350,3.310
4,8:59,1,10,GNB 34,22,24,Jared Goff pass complete short right to Jamaal Williams for 9 yards (tackle by Jonathan Garvin),3.310,3.990
4,8:14,2,1,GNB 25,22,24,Jamaal Williams right end for 5 yards (tackle by Jonathan Garvin),3.990,4.240
4,7:28,,,,,,Timeout #2 by Detroit Lions,,
4,7:28,1,10,GNB 20,22,24,Jamaal Williams left tackle for 2 yards (tackle by Dean Lowry and Darnell Savage),4.240,3.960
4,6:51,2,8,GNB 18,22,24,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,3.960,3.220
4,6:47,3,8,GNB 18,22,24,Jared Goff pass incomplete short left intended for D'Andre Swift,3.220,2.250
4,6:43,4,8,GNB 18,22,27,Riley Patterson 36 yard field goal good,2.250,3.000
4,6:39,,,DET 35,22,27,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,6:39,1,10,GNB 25,22,27,Jordan Love pass complete short left to Amari Rodgers for 5 yards (tackle by Will Harris),0.610,0.740
4,6:11,2,5,GNB 30,22,27,Jordan Love pass complete short right to Equanimeous St. Brown for 4 yards (tackle by Ifeatu Melifonwu),0.740,0.560
4,5:35,3,1,GNB 34,22,27,Patrick Taylor up the middle for 4 yards (tackle by Charles Harris),0.560,1.470
4,5:01,1,10,GNB 38,28,27,"Jordan Love pass complete short left to Josiah Deguara for 62 yards, touchdown",1.470,7.000
4,4:49,,,DET 2,30,27,"Two Point Attempt: Jordan Love rushes, conversion succeeds.",1.000,1.000
4,4:49,,,GNB 35,30,27,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,4:49,1,10,DET 25,30,27,Kalif Raymond right end for 13 yards (tackle by Tedarrell Slaton),0.610,1.470
4,4:23,1,10,DET 38,30,27,Jared Goff pass complete short middle to Amon-Ra St. Brown for 28 yards (tackle by Darnell Savage),1.470,3.310
4,3:42,1,10,GNB 34,30,27,Jamaal Williams left tackle for 2 yards (tackle by Krys Barnes),3.310,3.040
4,3:07,2,8,GNB 32,30,27,Jared Goff pass complete short middle to Kalif Raymond for 3 yards (tackle by Oren Burks),3.040,2.740
4,2:31,3,5,GNB 29,30,27,Jared Goff pass complete short right to Brock Wright for 15 yards (tackle by Darnell Savage),2.740,4.650
4,2:00,1,10,GNB 14,30,33,"D'Andre Swift left tackle for 14 yards, touchdown",4.650,7.000
4,1:54,,,GNB 15,30,34,Riley Patterson kicks extra point good,0.000,0.000
4,1:54,,,DET 35,30,34,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,1:54,1,10,GNB 25,30,34,Jordan Love pass complete short left to Patrick Taylor for no gain (tackle by C.J. Moore),0.610,0.060
4,1:23,2,10,GNB 25,30,34,Jordan Love pass short middle intended for Amari Rodgers is intercepted by C.J. Moore at GB-36 and returned for 21 yards (tackle by Patrick Taylor),0.060,-4.580
4,1:13,1,10,GNB 15,30,34,"Jamaal Williams up the middle for 4 yards (tackle by Krys Barnes). Penalty on Tommy Kraemer: Offensive Holding, 10 yards (accepted) (no play)",4.580,3.910
4,1:09,1,20,GNB 25,30,34,Jamaal Williams left tackle for 3 yards (tackle by Tyler Lancaster and Jonathan Garvin),3.910,3.080
4,1:03,,,,,,Timeout #2 by Green Bay Packers,,
4,1:03,2,17,GNB 22,30,34,Jamaal Williams left tackle for 1 yard (tackle by Jonathan Garvin),3.080,2.540
4,0:58,,,,,,Timeout #3 by Green Bay Packers,,
4,0:58,3,16,GNB 21,30,34,Amon-Ra St. Brown left end for 12 yards (tackle by Henry Black),2.540,2.900
4,0:51,4,4,GNB 9,30,37,Riley Patterson 27 yard field goal good,2.900,3.000
4,0:48,,,DET 35,30,37,"Jack Fox kicks off 68 yards, returned by Amari Rodgers for 25 yards (tackle by Anthony Pittman and Jalen Elliott)",0.000,0.410
4,0:41,1,10,GNB 22,30,37,Jordan Love pass incomplete deep middle intended for Equanimeous St. Brown (defended by Dean Marlowe),0.410,-0.130
4,0:36,2,10,GNB 22,30,37,Jordan Love pass complete short middle to Equanimeous St. Brown for 18 yards (tackle by Will Harris),-0.130,1.600
4,0:28,,,,,,Timeout #3 by Green Bay Packers,,
4,0:28,1,10,GNB 40,30,37,Jordan Love pass deep middle intended for Equanimeous St. Brown is intercepted by Tracy Walker at DET-39 and returned for 5 yards (tackle by Josiah Deguara),1.600,-1.860
4,0:21,1,10,DET 44,30,37,Tim Boyle kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
