Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
1,6:42,3,3,ARI 27,7,0,Khalil Herbert right guard for 3 yards (tackle by Zach Allen and Chandler Jones),3.010,3.970
1,5:49,1,10,ARI 24,7,0,Khalil Herbert left tackle for 1 yard (tackle by Jalen Thompson),3.970,3.570
1,5:04,2,9,ARI 23,7,0,Andy Dalton pass complete short left to David Montgomery for 3 yards (tackle by Jalen Thompson),3.570,3.270
1,3:51,3,6,ARI 20,7,0,"Andy Dalton pass intended for Cole Kmet is intercepted by Budda Baker at ARI-8 and returned for 77 yards (tackle by David Montgomery and Andy Dalton). Penalty on Larry Borom: Illegal Formation, 5 yards (declined)",3.270,-4.580
1,3:51,1,10,CHI 15,7,0,Kyler Murray left end for 8 yards (tackle by Eddie Jackson),4.580,5.600
1,3:17,2,1,CHI 6,7,0,James Conner left end for 5 yards (tackle by Roquan Smith and Jaylon Johnson),5.600,6.740
1,2:38,1,2,CHI 2,7,0,"Kyler Murray aborted snap, recovered by Kyler Murray at CHI-5 and returned for -2 yards Kyler Murray for no gain",6.740,5.340
1,1:55,2,4,CHI 4,7,0,Kyler Murray pass incomplete short right intended for Christian Kirk,5.340,4.490
1,1:48,3,4,CHI 4,7,0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",4.490,3.360
1,1:48,3,9,CHI 9,13,0,"Kyler Murray scrambles right end for 9 yards, touchdown",3.360,7.000
1,1:39,,,CHI 15,14,0,Matt Prater kicks extra point good,0.000,0.000
1,1:39,,,ARI 35,14,0,"Matt Prater kicks off 64 yards, returned by Khalil Herbert for 22 yards (tackle by Isaiah Simmons and Dennis Gardeck)",0.000,0.480
1,1:30,1,10,CHI 23,14,0,David Montgomery right end for 13 yards (tackle by Budda Baker),0.480,1.330
1,0:47,1,10,CHI 36,14,0,David Montgomery left guard for no gain (tackle by Jalen Thompson and Michael Dogbe),1.330,0.790
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CHI 36,14,0,Andy Dalton pass complete short left to David Montgomery for 5 yards (tackle by Jalen Thompson),0.790,0.760
2,14:16,3,5,CHI 41,14,0,Andy Dalton pass complete short middle to David Montgomery for 6 yards (tackle by Jordan Hicks and Budda Baker),0.760,2.060
2,13:28,1,10,CHI 47,14,0,David Montgomery right tackle for 24 yards (tackle by Jalen Thompson),2.060,3.640
2,12:41,1,10,ARI 29,14,0,David Montgomery right guard for -1 yards (tackle by Devon Kennard),3.640,2.970
2,11:54,2,11,ARI 30,14,0,Andy Dalton pass incomplete short middle intended for Damiere Byrd,2.970,2.280
2,11:50,3,11,ARI 30,14,0,Andy Dalton pass complete short right to Jakeem Grant for 3 yards (tackle by Isaiah Simmons),2.280,1.670
2,11:19,4,8,ARI 27,14,0,Andy Dalton pass complete short middle to Jakeem Grant for 11 yards (tackle by Jordan Hicks),1.670,4.510
2,10:35,1,10,ARI 16,14,0,David Montgomery left guard for 7 yards (tackle by Jalen Thompson),4.510,4.970
2,10:14,2,4,ARI 10,14,0,David Montgomery right tackle for -2 yards (tackle by Jordan Hicks),4.970,3.940
2,9:25,3,5,ARI 11,14,0,Andy Dalton pass complete short middle to Damiere Byrd for 10 yards (tackle by Zaven Collins and Byron Murphy),3.940,0.000
2,8:52,1,2,ARI 1,14,6,"David Montgomery right guard for 1 yard, touchdown",0.000,7.000
2,8:50,,,ARI 15,14,7,Cairo Santos kicks extra point good,0.000,0.000
2,8:50,,,CHI 35,14,7,"Cairo Santos kicks off 60 yards, returned by Rondale Moore for 21 yards (tackle by Caleb Johnson)",0.000,0.670
2,8:45,1,10,ARI 26,14,7,James Conner right end for 8 yards (tackle by Roquan Smith),0.670,1.210
2,8:21,2,2,ARI 34,14,7,James Conner right tackle for 21 yards (tackle by Tashaun Gipson and Kindle Vildor),1.210,2.590
2,7:57,1,10,CHI 45,14,7,James Conner left end for 2 yards (tackle by Jaylon Johnson),2.590,2.310
2,7:21,2,8,CHI 43,14,7,Kyler Murray pass complete short left to Eno Benjamin for 12 yards (tackle by Margus Hunt),2.310,3.510
2,6:57,1,10,CHI 31,14,7,Rondale Moore right end for 7 yards (tackle by Xavier Crawford),3.510,3.910
2,6:21,2,3,CHI 24,14,7,Eno Benjamin right tackle for 1 yard (tackle by Roquan Smith and Christian Jones),3.910,3.340
2,5:49,3,2,CHI 23,20,7,"Kyler Murray pass complete short right to James Conner for 23 yards, touchdown",3.340,7.000
2,5:40,,,CHI 15,21,7,Matt Prater kicks extra point good,0.000,0.000
2,5:40,,,ARI 35,21,7,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,5:40,1,10,CHI 25,21,7,David Montgomery right tackle for 2 yards (tackle by Isaiah Simmons and Zach Allen),0.610,0.330
2,4:52,,,,,,Timeout #1 by Chicago Bears,,
2,4:52,2,8,CHI 27,21,7,Andy Dalton sacked by and Chandler Jones for -1 yards and Byron Murphy for -1 yards,0.330,-0.490
2,4:09,3,9,CHI 26,21,7,"Andy Dalton pass complete to Darnell Mooney for 2 yards (tackle by Budda Baker). Penalty on Cole Kmet: Offensive Holding, 10 yards (accepted)",-0.490,-1.720
2,3:48,3,17,CHI 18,21,7,Andy Dalton pass incomplete short right intended for Darnell Mooney,-1.720,-2.240
2,3:36,4,17,CHI 18,21,7,"Pat O'Donnell punts 53 yards, returned by Rondale Moore for no gain (tackle by Joel Iyiegbuniwe). Penalty on Robert Alford: Offensive Holding, 10 yards (accepted)",-2.240,-0.150
2,3:25,1,10,ARI 19,21,7,Kyler Murray pass incomplete short middle intended for Zach Ertz (defended by Artie Burns),0.150,-0.390
2,3:22,2,10,ARI 19,21,7,Kyler Murray pass complete short right to Rondale Moore for 8 yards (tackle by Artie Burns),-0.390,-0.030
2,2:39,,,,,,Timeout #1 by Arizona Cardinals,,
2,2:39,3,2,ARI 27,21,7,"Penalty on ARI: Delay of Game, 5 yards (accepted) (no play)",-0.030,-0.680
2,2:39,3,7,ARI 22,21,7,Kyler Murray scrambles left end for 2 yards (tackle by Roquan Smith),-0.680,-1.770
2,2:06,4,5,ARI 24,21,7,"Andy Lee punts 41 yards, returned by Jakeem Grant for 8 yards (tackle by Antonio Hamilton)",-1.770,-1.800
2,1:51,1,10,CHI 43,21,7,David Montgomery right guard for 2 yards (tackle by Jordan Phillips),1.800,1.450
2,1:32,2,9,CHI 45,21,7,Andy Dalton pass incomplete short left intended for Damiere Byrd,1.450,0.630
2,1:27,3,9,CHI 43,21,7,Andy Dalton pass complete short right to Cole Kmet for 6 yards (tackle by Byron Murphy),0.630,0.000
2,1:21,,,,,,Timeout #2 by Arizona Cardinals,,
2,1:21,4,2,ARI 49,21,7,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.000,-0.320
2,1:21,4,7,CHI 46,21,7,Pat O'Donnell punts 38 yards downed by Deon Bush,-0.320,0.140
2,1:10,1,10,ARI 16,21,7,James Conner left guard for -4 yards (tackle by Roquan Smith),-0.140,-1.070
2,0:30,2,14,ARI 12,21,7,James Conner left guard for 5 yards (tackle by DeAndre Houston-Carson and Angelo Blackson),-1.070,-1.200
2,0:23,,,,,,Timeout #2 by Chicago Bears,,
2,0:23,3,9,ARI 17,21,7,James Conner right guard for 10 yards (tackle by DeAndre Houston-Carson and Roquan Smith),-1.200,0.740
2,0:17,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:17,1,10,ARI 27,21,7,Kyler Murray pass incomplete short left intended for Rondale Moore,0.740,0.200
2,0:13,2,10,ARI 27,21,7,James Conner left guard for 7 yards (tackle by Angelo Blackson),0.200,0.430
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,21,7,"Cairo Santos kicks off 63 yards, returned by Rondale Moore for 32 yards (tackle by Christian Jones)",0.000,1.200
3,14:54,1,10,ARI 34,21,7,Kyler Murray pass complete short left to Demetrius Harris for 7 yards (tackle by Bruce Irvin),1.200,1.600
3,14:21,2,3,ARI 41,21,7,James Conner left guard for 2 yards (tackle by Bilal Nichols),1.600,1.160
3,13:44,3,1,ARI 43,21,7,Kyler Murray right end for 14 yards (tackle by Tashaun Gipson),1.160,2.720
3,13:05,1,10,CHI 43,21,7,Kyler Murray pass complete short right to DeAndre Hopkins for 12 yards (tackle by Eddie Jackson),2.720,3.510
3,12:33,1,10,CHI 31,21,7,Kyler Murray pass complete short middle to James Conner for 13 yards (tackle by Tashaun Gipson and Roquan Smith),3.510,4.370
3,11:56,1,10,CHI 18,21,7,Kyler Murray right end for -1 yards (tackle by Artie Burns),4.370,3.670
3,11:18,2,11,CHI 19,21,7,Rondale Moore left end for -6 yards (tackle by Eddie Jackson),3.670,2.210
3,10:43,3,17,CHI 25,21,7,Kyler Murray scrambles left end for 10 yards (tackle by Tashaun Gipson),2.210,2.440
3,9:58,4,7,CHI 15,24,7,Matt Prater 33 yard field goal good,2.440,3.000
3,9:52,,,ARI 35,24,7,"Matt Prater kicks off 65 yards, returned by Khalil Herbert for 27 yards (tackle by Joe Walker)",0.000,0.740
3,9:47,1,10,CHI 27,24,7,Andy Dalton pass complete short left to David Montgomery for 10 yards (tackle by Dennis Gardeck),0.740,1.400
3,9:09,1,10,CHI 37,24,7,David Montgomery right guard for 3 yards (tackle by Corey Peters and Jordan Hicks),1.400,1.260
3,8:26,2,7,CHI 40,24,7,Andy Dalton pass incomplete short left intended for Rodney Adams,1.260,0.560
3,8:20,3,7,CHI 40,24,7,"Penalty on Damiere Byrd: False Start, 5 yards (accepted) (no play)",0.560,-0.100
3,8:17,3,12,CHI 35,24,7,"Andy Dalton pass complete to David Montgomery for no gain. Penalty on Byron Murphy: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-0.100,1.600
3,7:47,1,10,CHI 40,24,7,Andy Dalton pass complete deep right to Jakeem Grant for 34 yards (tackle by Isaiah Simmons),1.600,3.840
3,7:14,1,10,ARI 26,24,7,David Montgomery left guard for 3 yards (tackle by Jalen Thompson),3.840,3.700
3,6:28,2,7,ARI 23,24,7,"Andy Dalton pass incomplete short right intended for Cole Kmet. Penalty on Larry Borom: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.700,3.030
3,6:21,2,12,ARI 28,24,7,Andy Dalton pass complete short left to David Montgomery for 11 yards (tackle by Jordan Hicks),3.030,3.950
3,5:57,3,1,ARI 17,24,7,Andy Dalton pass incomplete short right intended for Cole Kmet (defended by Chandler Jones),3.950,2.460
3,5:41,4,1,ARI 17,24,7,David Montgomery left guard for 2 yards (tackle by Jordan Hicks and Jordan Phillips),2.460,4.580
3,5:03,1,10,ARI 15,24,7,Andy Dalton pass complete short left to David Montgomery for 2 yards (tackle by Budda Baker),4.580,4.280
3,4:29,2,8,ARI 13,24,7,David Montgomery right tackle for 8 yards (tackle by Jalen Thompson and Jordan Hicks),4.280,6.060
3,4:02,1,5,ARI 5,24,7,"Andy Dalton pass incomplete intended for Rodney Adams. Penalty on Marco Wilson: Defensive Holding, 3 yards (accepted) (no play)",6.060,6.740
3,3:53,1,2,ARI 2,24,7,"David Montgomery left tackle for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. David Montgomery for 1 yard (tackle by Zach Kerr)",6.740,5.910
3,3:45,2,1,ARI 1,24,7,Andy Dalton up the middle for no gain (tackle by Jordan Phillips),5.910,5.170
3,2:56,3,1,ARI 1,24,13,"Andy Dalton pass complete short left to Jimmy Graham for 1 yard, touchdown",5.170,7.000
3,2:49,,,ARI 15,24,14,Cairo Santos kicks extra point good,0.000,0.000
3,2:49,,,CHI 35,24,14,"Cairo Santos kicks off 64 yards, returned by Rondale Moore for 18 yards (tackle by Artie Burns)",0.000,0.150
3,2:45,1,10,ARI 19,24,14,Kyler Murray pass complete short left to Demetrius Harris for no gain (tackle by Trevis Gipson and Eddie Jackson),0.150,-0.390
3,2:03,2,10,ARI 19,24,14,Kyler Murray pass complete short right to Christian Kirk for 4 yards (tackle by Alec Ogletree),-0.390,-0.550
3,1:29,3,6,ARI 23,24,14,"Kyler Murray pass incomplete deep middle intended for Christian Kirk. Penalty on Xavier Crawford: Defensive Pass Interference, 15 yards (accepted) (no play)",-0.550,1.470
3,1:21,1,10,ARI 38,24,14,James Conner right guard for 2 yards (tackle by Bilal Nichols),1.470,1.190
3,0:47,2,8,ARI 40,24,14,Kyler Murray scrambles right end for 5 yards (tackle by Xavier Crawford),1.190,1.160
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,ARI 45,24,14,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",1.160,0.500
4,15:00,3,8,ARI 40,24,14,Kyler Murray pass incomplete short middle intended for Christian Kirk,0.500,-0.720
4,14:56,4,8,ARI 40,24,14,Andy Lee punts 58 yards downed by Dennis Gardeck,-0.720,0.380
4,14:44,1,10,CHI 2,24,14,Andy Dalton pass complete short middle to Damiere Byrd for 7 yards (tackle by Jordan Hicks),-0.380,-0.270
4,14:00,2,3,CHI 9,24,14,Andy Dalton pass incomplete deep right intended for Damiere Byrd,-0.270,-0.600
4,13:57,3,3,CHI 9,24,14,Andy Dalton pass complete short middle to Darnell Mooney for 12 yards (tackle by Byron Murphy),-0.600,0.340
4,13:24,1,10,CHI 21,24,14,Khalil Herbert left guard for 5 yards (tackle by Dennis Gardeck),0.340,0.480
4,12:40,2,5,CHI 26,24,14,Andy Dalton pass incomplete short middle intended for Darnell Mooney,0.480,-0.230
4,12:33,3,5,CHI 26,24,14,Andy Dalton sacked by Jordan Hicks for -11 yards,-0.230,-2.440
4,11:58,4,16,CHI 15,24,14,"Pat O'Donnell punts, fair catch by Rondale Moore at ARI-42. Penalty on Dennis Gardeck: Roughing the Kicker, 15 yards (accepted) (no play)",-2.440,0.940
4,11:48,1,10,CHI 30,24,14,Andy Dalton pass short left (defended by Chandler Jones) intended for Damiere Byrd is intercepted by Byron Murphy at CHI-41 and returned for 13 yards (tackle by Cole Kmet),0.940,-3.710
4,11:36,1,10,CHI 28,24,14,James Conner right guard for 4 yards (tackle by Khyiris Tonga and Roquan Smith),3.710,3.710
4,10:14,2,6,CHI 24,24,14,Kyler Murray pass complete short right to A.J. Green for 14 yards (tackle by Artie Burns),3.710,4.910
4,9:59,1,10,CHI 10,24,14,James Conner left tackle for 9 yards (tackle by Eddie Jackson),4.910,5.910
4,9:57,2,1,CHI 1,24,14,James Conner right guard for no gain (tackle by Christian Jones and Trevis Gipson),5.910,5.170
4,9:26,3,1,CHI 1,24,14,James Conner left end for -6 yards (tackle by Robert Quinn),5.170,2.970
4,8:41,4,7,CHI 7,27,14,Matt Prater 25 yard field goal good,2.970,3.000
4,8:31,,,ARI 35,27,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,8:31,1,10,CHI 25,27,14,Andy Dalton pass complete short right to Cole Kmet for 11 yards (tackle by Robert Alford),0.610,1.330
4,8:14,1,10,CHI 36,27,14,Andy Dalton pass complete short middle to Jakeem Grant for 6 yards (tackle by Byron Murphy),1.330,1.600
4,7:45,2,4,CHI 42,27,14,Andy Dalton pass complete short right to Darnell Mooney for 6 yards (tackle by Budda Baker),1.600,2.130
4,7:25,1,10,CHI 48,27,14,"Penalty on Sam Mustipher: False Start, 5 yards (accepted) (no play)",2.130,1.800
4,7:21,1,15,CHI 43,27,14,Andy Dalton pass incomplete short middle intended for Cole Kmet (defended by Isaiah Simmons) (defended by Byron Murphy),1.800,0.910
4,7:17,2,15,CHI 43,27,14,Andy Dalton pass short right intended for David Montgomery is intercepted by Zach Allen at CHI-37 and returned for 25 yards (tackle by Andy Dalton),0.910,-4.780
4,7:08,1,10,CHI 12,27,14,Kyler Murray right end for 9 yards (tackle by Artie Burns),4.780,5.790
4,6:29,2,1,CHI 3,33,14,"Kyler Murray right end for 3 yards, touchdown",5.790,7.000
4,6:23,,,CHI 15,33,14,Two Point Attempt: Andy Lee pass incomplete intended for,1.000,-1.000
4,6:23,,,ARI 35,33,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,6:23,1,10,CHI 25,33,14,David Montgomery left guard for 5 yards (tackle by Dennis Gardeck),0.610,0.740
4,6:06,2,5,CHI 30,33,14,Andy Dalton pass incomplete short right intended for Cole Kmet,0.740,0.040
4,6:02,3,5,CHI 30,33,14,Andy Dalton pass incomplete short middle intended for Jakeem Grant,0.040,-1.370
4,5:58,4,5,CHI 30,33,14,Andy Dalton pass complete short middle to Cole Kmet for 24 yards (tackle by Jordan Hicks and Jalen Thompson),-1.370,2.520
4,5:34,1,10,ARI 46,33,14,Andy Dalton pass complete short middle to David Montgomery for 2 yards (tackle by Jordan Hicks),2.520,2.250
4,4:53,2,8,ARI 44,33,14,"Sam Mustipher aborted snap, recovered by Andy Dalton at ARI-44 Andy Dalton pass complete short middle to Darnell Mooney for 7 yards (tackle by Antonio Hamilton)",2.250,2.480
4,4:23,3,1,ARI 37,33,14,David Montgomery left tackle for 4 yards (tackle by Isaiah Simmons and Markus Golden),2.480,3.380
4,4:15,1,10,ARI 33,33,14,Andy Dalton pass complete deep left to Damiere Byrd for 19 yards (tackle by Marco Wilson),3.380,4.650
4,3:51,1,10,ARI 14,33,14,Andy Dalton pass incomplete short right,4.650,4.000
4,3:46,2,10,ARI 14,33,14,Andy Dalton scrambles left tackle for 6 yards (tackle by Jordan Phillips),4.000,4.280
4,3:02,3,4,ARI 8,33,14,Andy Dalton pass complete short left to Darnell Mooney for no gain (tackle by Marco Wilson),4.280,2.980
4,2:50,4,4,ARI 8,33,20,"Andy Dalton pass complete short right to Jakeem Grant for 8 yards, touchdown",2.980,7.000
4,2:45,,,ARI 2,33,22,Two Point Attempt: Andy Dalton pass complete to to Jimmy Graham for no gain,1.000,1.000
4,2:45,,,CHI 35,33,22,"Cairo Santos kicks onside 10 yards, returned by Christian Kirk for no gain",0.000,2.590
4,2:44,1,10,CHI 45,33,22,James Conner left end for 3 yards (tackle by Robert Quinn),2.590,2.450
4,2:34,,,,,,Timeout #1 by Chicago Bears,,
4,2:34,2,7,CHI 42,33,22,James Conner right guard for 6 yards (tackle by Artie Burns),2.450,2.540
4,2:28,,,,,,Timeout #2 by Chicago Bears,,
4,2:28,3,1,CHI 36,33,22,James Conner right guard for 3 yards (tackle by Trevis Gipson),2.540,3.380
4,2:20,,,,,,Timeout #3 by Chicago Bears,,
4,2:20,1,10,CHI 33,33,22,James Conner up the middle for no gain (tackle by Angelo Blackson),3.380,2.840
4,2:00,2,10,CHI 33,33,22,James Conner left end for -4 yards (tackle by Bilal Nichols),2.840,1.620
4,1:14,3,14,CHI 37,33,22,James Conner right guard for 2 yards (tackle by Angelo Blackson and Khyiris Tonga),1.620,0.970
4,0:25,,,,,,Timeout #1 by Arizona Cardinals,,
4,0:25,4,12,CHI 35,33,22,Eno Benjamin left guard for no gain (tackle by Khyiris Tonga and Bilal Nichols),0.970,-1.270
4,0:19,1,10,CHI 35,33,22,Andy Dalton pass complete short middle to Khalil Herbert for 11 yards (tackle by Jordan Hicks),1.270,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
